idx,x,y
0,0.0,0.0
1,0.02429588840095829,-0.0031559161598782343
2,0.02429588840095829,-0.0031559161598782343
3,0.04821838327638901,-0.010416373372409058
4,5.252152958389368,-1.622796272138112
5,5.252152958389368,-1.622796272138112
6,5.273578039007193,-1.6336113505252385
7,9.92432279722846,-4.006250006932364
8,17.76665710434023,-9.145952806267921
9,24.09540619676649,-13.60874015557259
10,31.563664191693405,-19.544792928350994
11,37.673535558168254,-24.73147608188281
12,43.99207331109003,-30.519726393065127
13,47.19742771129369,-33.45606972603814
14,50.31699110844845,-36.56964973322155
15,54.44074040009573,-40.62756816877919
16,58.73623640613464,-44.838142840021085
17,63.50556027890014,-49.503883273936054
18,68.05123049567173,-53.94493126741188
19,73.45486967084422,-59.18050761243267
