seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.389,0.389,-0.037,-0.212,-0.175,-0.09533333333333333,-0.052333333333333336,0.09064399226277126,9.0,9.0,0.0,14.0,14.0,0.0,8.0,8.0,0.0,12.0,12.0,5.44496281332183,-0.020107281584942585,5.444999999999999,0.0,0.0,5.44496281332183,-0.020107281584942585,barely_moving,balanced,straight,0.0,4.5,0.16335,hesitating_straight,0.6666666666666666,0.6666666666666666,0.6940874035989717,0.0
1.0,3.0,0.618,0.99,0.372,-0.227,-0.352,-0.12499999999999997,-0.26866666666666666,-0.15,0.1541103500742244,9.333333333333334,9.333333333333334,0.0,14.0,14.0,0.0,8.0,8.0,0.0,12.0,12.0,5.207902025364455,-0.03193436809832687,5.207999999999999,5.44496281332183,-0.020107281584942585,10.652864838686284,-0.05204164968326946,barely_moving,balanced,straight,0.0,4.5,0.15624,hesitating_straight,0.6666666666666666,0.6666666666666666,0.7526881720430109,0.0
1.0,2.0,1.22,1.641,0.421,-0.456,-0.864,-0.408,-0.66,-0.40700000000000003,0.424040092444099,14.0,14.0,0.0,14.0,14.0,0.0,12.0,12.0,0.0,12.0,12.0,5.893329877613846,-0.08887605765320278,5.894,10.652864838686284,-0.05204164968326946,16.54619471630013,-0.14091770733647224,barely_moving,balanced,straight,0.0,4.5,0.17682,hesitating_straight,1.0,1.0,0.6650831353919241,0.0
1.0,2.0,2.002,2.333,0.331,-1.407,-1.403,0.0040000000000000036,-1.405,-0.7145,0.7310133377716169,14.5,14.0,0.5,15.0,14.0,1.0,12.0,12.0,0.0,12.0,12.0,4.798061153791226,-0.11751346509916602,4.7995,16.54619471630013,-0.14091770733647224,21.344255870091352,-0.2584311724356383,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.8610271903323263,0.0
1.0,2.0,2.583,3.003,0.42,-1.605,-2.185,-0.5800000000000001,-1.895,-0.7755000000000001,0.7860741059213184,14.0,13.5,0.5,14.0,13.0,1.0,12.0,12.0,0.0,12.0,12.0,5.665877524843842,-0.21617556168405286,5.670000000000001,21.344255870091352,-0.2584311724356383,27.010133394935195,-0.4746067341196911,barely_moving,balanced,left_arc,0.9063100677606069,4.5,0.17010000000000003,hesitating_left_arc,1.0,1.0,0.6547619047619049,0.0
1.0,3.0,3.365,3.605,0.24,-1.415,-1.065,0.3500000000000001,-1.2984736666666665,0.308478,0.37619879335089135,14.666666666666666,13.333333333333334,1.3333333333333333,15.0,13.0,2.0,12.333333333333334,11.666666666666666,0.6666666666666666,12.0,12.0,3.4649943371382412,-0.08321760548995416,3.466,27.010133394935195,-0.4746067341196911,30.475127732073435,-0.5578243396096453,barely_moving,left_faster,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,1.7500000000000002,0.0
1.0,2.0,4.026,4.387,0.361,0.899,1.279,0.3799999999999999,1.089,1.8595000000000002,1.8673918978082775,14.0,13.5,0.5,14.0,13.0,1.0,12.0,12.0,0.0,12.0,12.0,4.872285804093098,0.10878094149657444,4.873500000000001,30.475127732073435,-0.5578243396096453,35.347413536166535,-0.4490433981130708,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.7617728531855956,0.0
1.0,2.0,4.717,4.967,0.25,1.774,2.484,0.71,2.129,1.8359999999999999,1.848314096683786,14.0,14.0,0.0,14.0,14.0,0.0,11.5,12.5,-1.0,11.0,13.0,3.496711272105158,0.15169139571093346,3.5000000000000004,35.347413536166535,-0.4490433981130708,38.844124808271694,-0.2973520024021373,barely_moving,balanced,right_arc,1.0,4.5,0.15000000000000002,hesitating_right_arc,1.0,1.0,1.12,0.0
1.0,2.0,5.389,5.75,0.361,1.178,0.158,-1.02,0.6679999999999999,-0.2895,0.6113857211286505,14.0,14.5,-0.5,14.0,14.0,0.0,11.5,12.5,-1.0,12.0,12.0,5.053980783518338,0.013936994918611433,5.053999999999999,38.844124808271694,-0.2973520024021373,43.898105591790035,-0.2834150074835259,barely_moving,balanced,straight,0.0,4.5,0.15161999999999998,hesitating_straight,1.0,1.0,0.7894736842105264,0.0
1.0,2.0,6.185,6.501,0.316,-1.606,-1.753,-0.1469999999999998,-1.6795,-1.6960000000000002,1.7159653259900098,14.0,14.0,0.0,14.0,13.0,1.0,12.5,11.5,1.0,13.0,11.0,4.264003471361069,-0.13050056023156392,4.266,43.898105591790035,-0.2834150074835259,48.16210906315111,-0.4139155677150898,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.8860759493670887,0.0
