seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.228,0.228,0.283,1.426,1.143,0.664,0.9676666666666667,1.2306704135009774,8.666666666666666,8.666666666666666,0.0,13.0,14.0,-1.0,7.333333333333333,8.666666666666666,-1.3333333333333333,10.0,14.0,3.0760507715070378,0.07632435383546746,3.0770000000000004,0.0,0.0,3.0760507715070378,0.07632435383546746,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,1.1403508771929824,0.0
1.0,4.0,0.57,1.01,0.44,0.815,-15.99,-16.805,-5.68225,-9.005749999999999,12.983075069104391,9.25,11.0,-1.75,15.0,12.0,3.0,8.25,9.75,-1.5,15.0,9.0,5.7989054412666805,-1.2237093551417488,5.94,3.0760507715070378,0.07632435383546746,8.874956212773718,-1.1473850013062814,barely_moving,right_faster,left_arc,1.0,4.5,0.17820000000000003,hesitating_left_arc,0.75,0.75,0.9204545454545455,0.0
1.0,3.0,1.236,1.647,0.411,-12.971,-4.059,8.911999999999999,-7.755333333333333,0.6473333333333331,7.36002423003258,16.333333333333332,10.333333333333334,6.0,17.0,10.0,7.0,15.0,9.0,6.0,15.0,9.0,5.524642638864163,-0.5030855369996299,5.548500000000001,8.874956212773718,-1.1473850013062814,14.399598851637881,-1.6504705383059113,barely_moving,left_faster,left_arc,1.0,4.5,0.16645500000000002,hesitating_left_arc,1.0,1.0,0.9732360097323602,0.0
1.0,3.0,1.873,2.263,0.39,10.141,15.035,4.894,12.645666666666665,22.675666666666668,22.915422586837305,13.666666666666666,13.333333333333334,0.3333333333333333,12.0,16.0,-4.0,11.0,13.0,-2.0,9.0,15.0,5.1417627307202505,1.297778176511162,5.304,14.399598851637881,-1.6504705383059113,19.54136158235813,-0.3526923617947493,barely_moving,balanced,right_arc,1.0,4.5,0.15912,hesitating_right_arc,1.0,1.0,1.0384615384615385,0.0
1.0,3.0,2.468,2.878,0.41,8.835,-10.809,-19.644,0.7973333333333338,-11.455,16.431102184576662,9.666666666666666,16.333333333333332,-6.666666666666667,9.0,17.0,-8.0,9.0,15.0,-6.0,9.0,15.0,5.346761240345634,-0.4415899694657528,5.410500000000001,19.54136158235813,-0.3526923617947493,24.888122822703764,-0.7942823312605021,barely_moving,right_faster,left_arc,1.0,4.5,0.16231500000000001,hesitating_left_arc,1.0,1.0,0.951219512195122,0.0
1.0,4.0,3.035,3.503,0.468,-12.739,-4.252,8.487000000000002,-9.76823875,-10.62593575,13.876095624905163,15.25,10.5,4.75,16.0,11.0,5.0,15.0,9.0,6.0,15.0,9.0,6.024147889245332,-1.0535003005326782,6.1215,24.888122822703764,-0.7942823312605021,30.912270711949095,-1.8477826317931803,barely_moving,left_faster,left_arc,1.0,4.5,0.183645,hesitating_left_arc,1.0,1.0,1.1004273504273503,0.0
1.0,3.0,3.659,4.097,0.438,-2.916,17.605,20.521,4.147,13.444,18.2173002573561,16.333333333333332,10.0,6.333333333333333,17.0,10.0,7.0,15.0,9.0,6.0,15.0,9.0,5.753598099580042,0.9166135743989247,5.912999999999999,30.912270711949095,-1.8477826317931803,36.66586881152914,-0.9311690573942556,barely_moving,left_faster,right_arc,1.0,4.5,0.17739,hesitating_right_arc,1.0,1.0,0.9018264840182649,0.0
1.0,3.0,4.254,4.648,0.394,19.324,18.644,-0.6800000000000033,19.933,16.25166666666667,18.008689356344988,12.0,15.333333333333334,-3.3333333333333335,12.0,17.0,-5.0,9.0,15.0,-6.0,9.0,15.0,5.240057773500574,1.9593498138492742,5.596500000000001,36.66586881152914,-0.9311690573942556,41.90592658502971,1.0281807564550185,barely_moving,right_faster,right_arc,1.0,4.5,0.16789500000000002,hesitating_right_arc,1.0,1.0,1.0406091370558377,0.0
1.0,3.0,4.881,5.291,0.41,13.22,-8.794,-22.014000000000003,3.548666666666667,-18.516000000000002,21.846752130846973,10.0,16.333333333333332,-6.333333333333333,10.0,16.0,-6.0,9.0,15.0,-6.0,9.0,15.0,5.35965216203399,-0.25938931950292365,5.410500000000001,41.90592658502971,1.0281807564550185,47.2655787470637,0.7687914369520948,barely_moving,right_faster,left_arc,1.0,4.5,0.16231500000000001,hesitating_left_arc,1.0,1.0,0.9634146341463415,0.0
1.0,3.0,5.447,5.898,0.451,-10.375,-5.779,4.596,-7.914333333333334,-14.027666666666667,16.29403212835914,15.333333333333334,11.0,4.333333333333333,17.0,11.0,6.0,15.0,9.0,6.0,15.0,9.0,6.021231323045271,-0.7125610826060103,6.064,47.2655787470637,0.7687914369520948,53.28681007010897,0.05623035434608459,barely_moving,left_faster,left_arc,1.0,4.5,0.18192,hesitating_left_arc,1.0,1.0,0.8758314855875832,0.0
