seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,pwm_mean,pwm_end,pc_mean,pc_end,hd_mean,hd_end,ts_mean,ts_end,as_mean,as_end,aa_mean,aa_end,ae_mean,ae_end,ao_mean,ao_end,se_mean,se_end,so_mean,so_end,curve_abs_mean,line_dev_start,line_dev_end,line_dev_mean,line_dev_abs_max,line_dev_delta,yaw_switch_n,deviation_eps,deviation_side,deviation_severity,cum_lat_end,cum_lat_abs,cum_lat_eps,cum_lat_side,cum_lat_severity,segment_kind,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,out_nonzero_ratio,out_strong_ratio,output_only_ratio,speed_proxy,idle_streak_s,output_idle_streak_s,pause_suspected,stiction
1.0,3.0,0.0,0.233,0.233,-0.196,-1.054,-0.8580000000000001,-0.48200000000000004,-0.8260000000000001,0.983124610616579,2.3333333333333335,2.6666666666666665,-0.3333333333333333,4.0,5.0,-1.0,4.0,4.0,0.0,6.0,6.0,4.0,6.0,4.0,6.0,0.0,0.0,,,,,-0.06799999999999999,-0.204,0.06799999999999999,0.204,0.015666666666666666,0.047,6.609333333333335,10.544,3.9986666666666664,6.39,0.004781265958528527,0.0,-0.008115482745616045,-0.002697980215947129,0.008115482745616045,-0.008115482745616045,0.0,0.08,balanced,low,-0.01921436355787591,0.01921436355787591,0.08,balanced,mild,straight,1.0468233403493972,-0.01921436355787591,1.047,0.0,0.0,1.0468233403493972,-0.01921436355787591,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,4.493562231759657,0.0,0.0,0.0,0.0
1.0,5.0,0.629,1.046,0.417,-3.652,-6.735,-3.083,-5.2542,-5.3738,5.4249092711307165,4.2,5.0,-0.8,8.0,9.0,-1.0,5.8,5.0,0.8,11.0,9.0,5.4,10.0,5.4,10.0,0.4,1.0,,,,,-2.2527999999999997,-5.505,2.2527999999999997,5.505,0.40679999999999994,0.959,8.7944,16.264,5.3713999999999995,9.953,0.0038334910356304036,-0.008115482745616045,-0.15256382945276675,-0.09449061269537024,0.15256382945276675,-0.1444483467071507,0.0,0.08,left,high,-0.18155855170268653,0.18155855170268653,0.08,left,high,restart_after_pause,1.6872021857959867,-0.1623441881448106,1.6949999999999998,1.0468233403493972,-0.01921436355787591,2.734025526145384,-0.18155855170268653,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,restart_after_pause_left_arc,0.6,0.6,0.6,0.6,0.0,4.0647482014388485,0.205,0.0,1.0,0.0
1.0,4.0,1.251,1.683,0.432,-7.079,-6.427,0.6520000000000001,-6.8415,-2.685,2.9621751298665644,8.75,8.25,0.5,13.0,12.0,1.0,9.25,7.75,1.5,13.0,11.0,8.5,12.0,8.5,12.0,0.75,1.0,,,,,-5.19175,-6.938,5.19175,6.938,0.78725,0.966,13.883,19.944,8.544,12.301,0.0015230883595463596,-0.3836198199042229,-0.66626058555851,-0.45459662325545375,0.66626058555851,-0.2826407656542871,0.0,0.08,left,high,-0.4935718937388135,0.4935718937388135,0.1050300141352335,left,high,pause_recovering,2.7689758873779655,-0.31201334203612696,2.7864999999999998,2.734025526145384,-0.18155855170268653,5.50300141352335,-0.4935718937388135,slow_crawl,balanced,left_arc,1.0,3.5999999999999996,0.12,slow_left_arc,0.75,0.75,0.75,0.75,0.0,6.450231481481482,0.209,0.0,1.0,0.0
1.0,5.0,2.069,2.486,0.417,-5.232,-1.52,3.712,-3.4106,3.6561999999999997,4.166236503128453,9.2,8.0,1.2,15.0,14.0,1.0,8.4,7.6,0.8,13.0,13.0,8.0,13.0,8.0,13.0,0.4,0.0,,,,,-3.0126,-3.557,3.0126,3.557,0.31260000000000004,0.241,12.4,20.5,7.730199999999999,12.834,0.001929319626342501,-0.66626058555851,-0.8238823179079262,-0.7609670039117693,0.8238823179079262,-0.15762173234941623,0.0,0.08,left,high,-0.6837251578973138,0.6837251578973138,0.13570598354225505,left,high,pause_recovering,3.0675969407021526,-0.19015326415850028,3.0735000000000006,5.50300141352335,-0.4935718937388135,8.570598354225503,-0.6837251578973138,slow_crawl,left_faster,left_arc,1.0,3.5999999999999996,0.12,slow_left_arc,0.6,0.6,0.6,0.6,0.0,7.370503597122303,0.205,0.0,1.0,0.0
1.0,4.0,2.878,3.305,0.427,0.912,3.805,2.8930000000000002,2.3617500000000002,6.33375,6.335759445401948,10.75,10.5,0.25,14.0,15.0,-1.0,9.75,10.25,-0.5,12.0,14.0,10.0,13.0,10.0,13.0,-0.25,-1.0,,,,,0.6787500000000001,2.357,-0.6787500000000001,-2.357,-0.3115,-0.604,15.625,20.5,9.88825,13.037,0.003965953889998711,-0.6835601703102616,-0.43626914875313766,-0.6215494391856309,0.6835601703102616,0.24729102155712396,0.0,0.08,left,high,-0.47047306721441035,0.47047306721441035,0.167825222632513,left,moderate,pause_recovering,3.211923909025798,0.21325209068290346,3.219,8.570598354225503,-0.6837251578973138,11.7825222632513,-0.47047306721441035,slow_crawl,balanced,right_arc,1.0,3.5999999999999996,0.12,slow_right_arc,0.75,0.75,0.75,0.75,0.0,7.53864168618267,0.205,0.0,1.0,0.0
1.0,3.0,3.505,3.898,0.393,3.712,1.636,-2.0760000000000005,3.02,2.22,3.381897692124941,9.666666666666666,10.0,-0.3333333333333333,15.0,15.0,0.0,8.333333333333334,9.0,-0.6666666666666666,13.0,13.0,8.666666666666666,13.0,8.666666666666666,13.0,-0.3333333333333333,0.0,,,,,2.315,3.147,-2.315,-3.147,-0.40900000000000003,-0.449,13.5,20.0,8.656666666666666,12.883,0.0020540269428232587,-0.43626914875313766,-0.20500334540693424,-0.35881651625226696,0.43626914875313766,0.23126580334620342,0.0,0.11789,left,high,-0.3016620426528966,0.3016620426528966,0.22674595002797487,left,mild,right_curve,5.892072739546184,0.16881102456151376,5.8945,11.7825222632513,-0.47047306721441035,17.674595002797485,-0.3016620426528966,moving,balanced,right_arc,0.4319367593647787,3.0,0.11789,right_arc,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,14.998727735368956,0.0,0.0,0.0,0.0
1.0,5.0,4.102,4.52,0.418,0.398,-1.026,-1.424,-0.32720000000000005,-3.1544,3.156227241502107,8.8,9.0,-0.2,16.0,15.0,1.0,7.8,7.8,0.0,13.0,13.0,7.8,13.0,7.8,13.0,0.0,0.0,,,,,0.3264,-0.387,-0.3264,0.387,0.038,0.211,12.1,19.5,7.8514,12.737,0.0009136189457033397,-0.20500334540693424,-0.1928088356598077,-0.19753957276264697,0.20500334540693424,0.012194509747126547,0.0,0.08,left,high,-0.3214523652856995,0.3214523652856995,0.25691526442986434,left,mild,pause_recovering,3.0169314401889467,-0.019790322632802892,3.0169999999999995,17.674595002797485,-0.3016620426528966,20.691526442986433,-0.3214523652856995,slow_crawl,balanced,straight,0.0,3.5999999999999996,0.12,slow_straight,0.6,0.6,0.6,0.6,0.0,7.217703349282296,0.21,0.0,1.0,0.0
1.0,3.0,4.725,5.118,0.393,-1.53,-2.196,-0.6660000000000001,-1.9740000000000002,-2.4616666666666664,2.4848909432810125,10.0,10.0,0.0,15.0,15.0,0.0,8.666666666666666,8.666666666666666,0.0,13.0,13.0,8.666666666666666,13.0,8.666666666666666,13.0,0.0,0.0,,,,,-0.9540000000000001,-1.828,0.9540000000000001,1.828,0.21033333333333334,0.346,13.333333333333334,20.0,8.755666666666666,13.181,0.0009535457376749508,-0.2423201347138994,-0.24273596879343476,-0.2424587460737445,0.24273596879343476,-0.00041583407953535434,0.0,0.08,left,high,-0.3220271359949308,0.3220271359949308,0.2570651542689569,left,mild,stalled,0.01498898390925181,-0.000574770709231351,0.015,20.691526442986433,-0.3214523652856995,20.706515426895685,-0.3220271359949308,no_motion,balanced,straight,0.0,3.0,0.1,paused,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.038167938931297704,0.392,0.0,0.0,0.0
1.0,4.0,5.324,5.739,0.415,-2.691,-3.457,-0.766,-3.0454999999999997,-2.10575,2.108189566903318,11.0,11.25,-0.25,14.0,15.0,-1.0,9.75,9.75,0.0,13.0,13.0,9.75,13.0,9.75,13.0,0.0,0.0,,,,,-1.98125,-3.024,1.98125,3.024,0.3195,0.465,15.125,20.5,10.036,13.632,0.0013294755579232862,-0.35507968384642924,-0.5070892252593044,-0.3932397288812961,0.5070892252593044,-0.1520095414128752,0.0,0.08,left,high,-0.5064283861309677,0.5064283861309677,0.28760953752566565,left,mild,pause_recovering,3.0544383256708816,-0.18440125013603695,3.06,20.706515426895685,-0.3220271359949308,23.760953752566564,-0.5064283861309677,slow_crawl,balanced,left_arc,1.0,3.5999999999999996,0.12,slow_left_arc,0.75,0.75,0.75,0.75,0.0,7.373493975903615,0.204,0.0,1.0,0.0
1.0,5.0,6.086,6.526,0.44,-3.672,-1.47,2.202,-2.6616,0.6586,1.915020365426958,9.4,8.8,0.6,16.0,15.0,1.0,8.4,7.6,0.8,13.0,13.0,8.0,13.0,8.0,13.0,0.4,0.0,,,,,-2.0780000000000003,-3.032,2.0780000000000003,3.032,0.2718,0.355,11.9,19.5,8.0204,13.219,0.0006471950531000434,-0.5070892252593044,-0.6554899250444383,-0.5961966934607569,0.6554899250444383,-0.14840069978513382,0.0,0.08,left,high,-0.6921628119986916,0.6921628119986916,0.32281551155826094,left,mild,pause_recovering,3.5205974032595297,-0.1857344258677238,3.5255,23.760953752566564,-0.5064283861309677,27.281551155826094,-0.6921628119986916,slow_crawl,balanced,left_arc,1.0,3.5999999999999996,0.12,slow_left_arc,0.6,0.6,0.6,0.6,0.0,8.0125,0.205,0.0,1.0,0.0
