idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,112859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,112860.0,0.001,0.0,0.0,0.0,2.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,8.412,5.066,0.002,0.0,0.002,0.002,0.0,0.002,0.0,0.0019993062754493705,4.285552279066034e-06,-5.26727343961399e-05,5.26727343961399e-05,balanced
2,1,2,113252.0,0.393,0.455,0.455,0.693,5.0,4.0,1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,-0.014,0.014,0.01,10.592,6.42,1.7659443783546942,0.014008214406952412,1.766,1.7639443783546942,0.014008214406952412,1.764,0.004501841324588548,1.7657007643479496,0.003784814276691654,-0.03250520411388648,0.03250520411388648,balanced
3,1,3,113457.0,0.598,1.321,1.321,1.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7659443783546942,0.014008214406952412,1.766,0.0,0.0,0.0,0.0,1.7657007643479496,0.003784814276691654,-0.03250520411388648,0.03250520411388648,balanced
4,1,4,113458.0,0.599,1.321,1.321,1.931,6.0,5.0,1.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.455,-0.455,-0.31,11.992,7.287,1.7714429166022592,0.01413501006960002,1.7715,0.0054985382475648695,0.0001267956626476083,0.0055,0.0,1.7712007346971577,0.003796603571185589,-0.03252326395421142,0.03252326395421142,balanced
5,1,5,113664.0,0.805,2.23,2.23,2.79,7.0,6.0,1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,1.321,-1.321,-0.892,13.512,8.231,3.109428864620008,0.06623686135193728,3.1105,1.3379859480177485,0.05210185128233726,1.339,0.011848426363426782,3.1100947593517083,0.006666549216455239,-0.01567717407141124,0.01567717407141124,balanced
6,1,6,113873.0,1.014,3.467,3.467,3.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.109428864620008,0.06623686135193728,3.1105,0.0,0.0,0.0,0.0,3.1100947593517083,0.006666549216455239,-0.01567717407141124,0.01567717407141124,balanced
7,1,7,113874.0,1.015,3.467,3.467,3.886,8.0,7.0,1.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,3.467,-3.467,-2.101,15.032,9.179,3.116915138077256,0.06669041368993757,3.118,0.007486273457247903,0.00045355233800029363,0.0075,0.0,3.1175903810240286,0.006682616228766101,-0.015420940300322126,0.015420940300322126,balanced
8,1,8,114080.0,1.221,4.866,4.866,4.891,8.0,7.0,1.0,9.0,11.0,9.0,11.0,-2.0,10.0,10.0,-1.0,3.467,-3.467,-2.2,17.552,10.731,4.656346661723236,0.19774606600991912,4.663,1.5394315236459801,0.13105565231998154,1.545,0.01580398461838231,4.659939463731908,0.009988671787976765,0.07504621987487801,0.07504621987487801,balanced
9,1,9,114241.0,1.382,5.745,5.745,5.09,9.0,9.0,0.0,10.0,12.0,10.0,12.0,-2.0,11.0,11.0,-1.0,4.866,-4.866,-3.02,17.972,11.017,6.098068707869822,0.342792753855255,6.112,1.4417220461465858,0.14504668784533586,1.449,0.010587608091808256,6.104981433721153,0.013086147639415067,0.18207287529117175,0.18207287529117175,balanced
10,1,10,114474.0,1.615,5.971,5.971,3.648,12.0,11.0,1.0,10.0,12.0,10.0,12.0,-2.0,11.0,11.0,-1.0,5.745,-5.745,-3.483,18.232,11.222,8.76303154842201,0.621527948037851,8.7915,2.664962840552189,0.278735194182596,2.6795,0.0014720821457388216,8.776360771623857,0.018812301731151553,0.39052594681210934,0.39052594681210934,balanced
11,1,11,114635.0,1.776,6.262,6.262,3.004,12.0,12.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,5.971,-5.971,-3.423,19.652,12.11,10.683504300166001,0.8322609777433517,10.7235,1.920472751743992,0.21073302970550067,1.932,0.002628834432351708,10.701717326270584,0.022939341330887937,0.5506076055956247,0.5506076055956247,balanced
12,1,12,114867.0,2.008,6.464,6.464,2.257,13.0,13.0,0.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,6.262,-6.262,-3.491,21.412,13.221,13.680330946438525,1.1717989758981622,13.7395,2.996826646272524,0.33953799815481045,3.016,0.0011689539419855958,13.706446683830961,0.029380037738633288,0.8111023038426456,0.8111023038426456,balanced
13,1,13,115072.0,2.213,5.996,5.996,0.668,13.0,14.0,-1.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,6.464,-6.464,-3.503,21.5,13.327,16.432690480892838,1.4608893477517455,16.506999999999998,2.7523595344543113,0.2890903718535832,2.7674999999999996,-0.0029514510928034185,16.46546511878123,0.03529404795661689,1.0276052497915786,1.0276052497915786,balanced
14,1,14,115277.0,2.418,5.539,5.539,-0.346,14.0,16.0,-2.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,5.996,-5.996,-3.078,20.0,12.477,19.493332468394865,1.7576984182661668,19.581999999999997,3.0606419875020276,0.2968090705144213,3.0749999999999997,-0.0025938714411753165,19.532862357708336,0.04186907419922212,1.243705177191783,1.243705177191783,balanced
15,1,15,115482.0,2.623,4.69,4.69,-1.674,14.0,15.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,5.539,-5.539,-2.728,20.5,12.828,22.45587956521592,2.000743576862529,22.554499999999997,2.962547096821056,0.24304515859636194,2.9724999999999997,-0.004984977409396751,22.500782785245164,0.048230869942327205,1.408643304407975,1.408643304407975,balanced
16,1,16,115643.0,2.784,3.904,3.904,-2.795,14.0,15.0,-1.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,4.69,-4.69,-2.144,20.5,12.867,24.784962423428237,2.1596878739654666,24.888999999999996,2.3290828582123164,0.15894429710293764,2.3345000000000002,-0.005876328087674212,24.83324378785043,0.0532305459240879,1.5061928883417612,1.5061928883417612,balanced
17,1,17,115876.0,3.017,2.405,2.405,-4.069,13.0,15.0,-2.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,3.904,-3.904,-1.617,21.0,13.225,28.044089162343212,2.296570669412635,28.150999999999996,3.259126738914976,0.13688279544716847,3.262,-0.008020381817104539,28.0948450542132,0.060221852314762805,1.5571946457699364,1.5571946457699364,balanced
18,1,18,116081.0,3.222,0.721,0.7210000000000001,-5.521,14.0,15.0,-1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,2.405,-2.405,-0.714,20.5,12.976,31.01635381386131,2.333975098776005,31.123499999999996,2.9722646515180977,0.037404429363369636,2.9724999999999997,-0.00988775260002843,31.06706383603798,0.06659286166472801,1.5163074476756062,1.5163074476756062,balanced
19,1,19,116286.0,3.427,-0.741,-0.7409999999999999,-6.084,14.0,16.0,-2.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,0.721,-0.721,0.302,20.0,12.725,34.09109665575307,2.2942075713777106,34.198499999999996,3.0747428418917613,-0.039767527398294276,3.0749999999999997,-0.008298118264766535,34.139692833427475,0.07317910228437859,1.3955761576086507,1.3955761576086507,balanced
20,1,20,116494.0,3.635,-2.086,-2.0859999999999994,-6.218,13.0,15.0,-2.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-0.741,0.741,1.101,21.0,13.377,37.00116692487581,2.1882121527601623,37.110499999999995,2.910070269122739,-0.10599541861754827,2.912,-0.00806135935416337,37.045962174689315,0.07940874771287854,1.2129768256233742,1.2129768256233742,balanced
21,1,21,116639.0,3.78,-2.086035,-2.0860349999999994,-6.218019,13.0,14.0,-1.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0,-2.086035,2.086035,1.789176,21.5,13.712246,38.957369680734566,2.116958886374597,39.068,1.956202755858755,-0.0712532663855651,1.9574999999999998,-3.1206397864553946e-07,38.9996098454216,0.08359642987574124,1.0902290002157387,1.0902290002157387,balanced
22,1,22,116702.0,3.843,-3.042,-3.0419999999999994,-5.651,14.0,15.0,-1.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-2.086,2.086,1.789,20.5,13.129,39.8695824698888,2.0684812904826737,39.9815,0.9122127891542298,-0.04847759589192343,0.9135,-0.018264627021157737,39.910229498605936,0.08554836099204272,1.0177438483950867,1.0177438483950867,balanced
23,1,23,116912.0,4.053,-4.195,-4.195,-5.594,14.0,15.0,-1.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-3.042,3.042,2.199,20.5,13.181,42.906424502794785,1.8457359938422335,43.0265,3.036842032905986,-0.22274529664044027,3.045,-0.0066087508293906855,42.94015186365065,0.09204305910626336,0.7150964267939097,0.7150964267939097,balanced
24,1,24,117117.0,4.258,-4.84,-4.84,-4.738,15.0,14.0,1.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-4.195,4.195,2.769,20.5,13.23,45.868325157122364,1.5949357468449992,45.998999999999995,2.961900654327576,-0.25080024699723436,2.9724999999999997,-0.0037871736502484124,45.89441997897973,0.0983755908499428,0.38637746970442344,0.38637746970442344,balanced
25,1,25,117322.0,4.463,-5.204,-5.204,-3.702,14.0,14.0,0.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-4.84,4.84,2.988,21.0,13.582,48.72649521469698,1.334620703130814,48.86899999999999,2.858170057574615,-0.2603150437141853,2.8699999999999997,-0.002213588319602568,48.744742892606496,0.1044853140117039,0.050878903307785585,0.050878903307785585,balanced
26,1,26,117531.0,4.672,-4.878,-4.878,-1.859,15.0,15.0,0.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-5.204,5.204,3.046,20.0,13.034,51.85014030892092,1.0680380230281843,52.00399999999999,3.1236450942239418,-0.26658268010262953,3.135,0.0018149197325363696,51.86028369283395,0.11116353692376724,-0.2978767735177955,0.2978767735177955,balanced
27,1,27,117737.0,4.878,-4.672,-4.672,-0.858,15.0,15.0,0.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-4.878,4.878,2.662,20.0,13.083,54.92987319841913,0.8163530426598458,55.093999999999994,3.0797328894982092,-0.25168498036833853,3.09,0.0011635528346628896,54.93231987111352,0.11774850682400936,-0.630583430110979,0.630583430110979,balanced
28,1,28,117898.0,5.039,-4.231,-4.231,0.406,15.0,14.0,1.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-4.672,4.672,2.439,20.5,13.422,57.25801099857878,0.6441188025455103,57.42849999999999,2.328137800159655,-0.1722342401143354,2.3345000000000002,0.003297023774382087,57.25511410390684,0.12272746189476832,-0.8640726206576123,0.8640726206576123,balanced
29,1,29,118130.0,5.271,-3.684,-3.684,1.085,15.0,14.0,1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-4.231,4.231,2.067,20.5,13.482,60.61505962959182,0.4279695739706664,60.79249999999999,3.3570486310130367,-0.21614922857484395,3.3640000000000003,0.00283797592402169,60.60530571594005,0.12990866343180135,-1.1685593406673627,1.1685593406673627,balanced
30,1,30,118335.0,5.476,-3.065,-3.065,1.763,15.0,15.0,0.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-3.684,3.684,1.712,20.0,13.231,63.685660900166255,0.2635529168258286,63.86749999999999,3.070601270574432,-0.16441665714483775,3.0749999999999997,0.003513361973933307,63.67051177331514,0.13647899283370268,-1.413787450457112,1.413787450457112,balanced
31,1,31,118540.0,5.681,-2.548,-2.548,2.029,15.0,14.0,1.0,15.0,13.0,15.0,13.0,2.0,14.0,14.0,1.0,-3.065,3.065,1.321,20.5,13.582,66.65522207415741,0.13140646804901202,66.83999999999999,2.969561173991146,-0.13214644877681658,2.9724999999999997,0.003035610507253385,66.63556266116188,0.14283463766210816,-1.6240955161113937,1.6240955161113937,balanced
32,1,32,118745.0,5.886,-1.864,-1.864,2.486,14.0,14.0,0.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0,-2.548,2.548,1.03,21.0,13.931,69.52370341557973,0.038053407510033124,69.71,2.868481341422322,-0.09335306053897889,2.8699999999999997,0.004159600029143279,69.500590454138,0.14897588102164128,-1.792961573903897,1.792961573903897,balanced
33,1,33,118910.0,6.051,-1.485,-1.485,2.419,16.0,15.0,1.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,-1.864,1.864,0.634,19.5,13.072,72.08034446341678,-0.02822481300517117,72.2675,2.556641047837052,-0.0662782205152043,2.5575,0.002586431227784362,72.05459917209133,0.15445044888369597,-1.9265494424342247,1.9265494424342247,balanced
34,1,34,119142.0,6.283,-0.936,-0.936,2.401,16.0,15.0,1.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0,-1.485,1.485,0.452,19.5,13.127,75.67586463445087,-0.08696746945619957,75.8635,3.595520171034099,-0.05874265645102839,3.596,0.002664587762360642,75.64732512464747,0.16215152754438092,-2.0799646627661996,2.0799646627661996,balanced
35,1,35,119351.0,6.492,-0.414,-0.41400000000000003,2.436,14.0,14.0,0.0,14.0,12.0,14.0,12.0,2.0,13.0,13.0,1.0,-0.936,0.936,0.18,21.0,14.078,78.60178825124996,-0.10810957572291578,78.7895,2.925923616799079,-0.02114210626671621,2.9259999999999997,0.0031136769293952163,78.57167704264945,0.16841993333136707,-2.1781576343993567,2.1781576343993567,balanced
36,1,36,119556.0,6.697,0.014,0.013999999999999957,2.314,15.0,15.0,0.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0,-0.414,0.414,-0.085,20.0,13.528,81.6767881594535,-0.10735821148740893,81.8645,3.074999908203541,0.0007513642355068567,3.0749999999999997,0.00242927128407666,81.64563013759265,0.17500901218013673,-2.258390857500238,2.258390857500238,balanced
