seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,4.0,0.0,0.413,0.413,-6.337,-3.74,2.5969999999999995,-5.0385,1.106,1.5641201999846432,12.5,12.25,0.25,27.0,22.0,5.0,10.25,9.25,1.0,20.0,16.0,0.0737428929510113,-0.0059556234845078914,0.07400000000000001,0.0,0.0,0.0737428929510113,-0.0059556234845078914,barely_moving,balanced,right_arc,hesitating_right_arc,0.5,0.5,1.1985472154963681,0.0
1.0,2.0,0.757,1.106,0.349,3.332,8.923,5.591,6.1274999999999995,9.8915,9.976496003106503,25.5,23.5,2.0,24.0,25.0,-1.0,20.5,20.5,0.0,19.0,23.0,8.447019125156114,1.3262421156209903,8.5505,0.0737428929510113,-0.0059556234845078914,8.520762018107126,1.3202864921364823,barely_moving,left_faster,right_arc,hesitating_right_arc,1.0,1.0,1.4040114613180517,0.0
1.0,2.0,1.521,1.921,0.4,-9.82,-4.552,5.268000000000001,-7.186,-4.7725,6.099619537315422,24.5,24.5,0.0,27.0,16.0,11.0,21.0,20.0,1.0,24.0,12.0,8.572873157197753,-0.6825289961592989,8.6,8.520762018107126,1.3202864921364823,17.09363517530488,0.6377574959771835,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,1.2249999999999999,0.0
1.0,2.0,2.288,2.63,0.342,16.633,20.235,3.6020000000000003,18.433999999999997,17.9895,18.05888292503166,24.5,26.5,-2.0,22.0,35.0,-13.0,19.5,23.5,-4.0,16.0,30.0,9.14543384503593,3.3712088019093893,9.747,17.09363517530488,0.6377574959771835,26.239069020340807,4.008966297886573,barely_moving,right_faster,right_arc,hesitating_right_arc,1.0,1.0,1.4912280701754386,0.0
1.0,2.0,3.011,3.402,0.391,-18.139,-21.554,-3.414999999999999,-19.8465,-21.813000000000002,21.988679928545054,24.5,28.0,-3.5,30.0,18.0,12.0,22.0,22.0,0.0,27.0,13.0,8.7277931662733,-3.447474792765441,9.384000000000002,26.239069020340807,4.008966297886573,34.96686218661411,0.5614915051211322,barely_moving,right_faster,left_arc,hesitating_left_arc,1.0,1.0,1.3427109974424551,0.0
1.0,3.0,3.601,4.037,0.436,-21.554474,-20.047,1.5074739999999984,-20.549491333333332,-9.671892333333334,12.40983146421053,32.666666666666664,14.666666666666666,18.0,34.0,14.0,20.0,26.666666666666668,12.666666666666666,14.0,27.0,13.0,9.820140664965628,-3.583364280991877,10.453499999999998,34.96686218661411,0.5614915051211322,44.787002851579736,-3.0218727758707447,barely_moving,left_faster,left_arc,hesitating_left_arc,1.0,1.0,1.628440366972477,0.0
1.0,2.0,4.253,4.584,0.331,-20.047,-20.047,0.0,-20.047,0.0,0.0,43.0,19.5,23.5,43.0,20.0,23.0,33.5,19.5,14.0,34.0,20.0,9.794776547880053,-3.5741089277047697,10.4265,44.787002851579736,-3.0218727758707447,54.58177939945979,-6.595981703575514,barely_moving,left_faster,left_arc,hesitating_left_arc,1.0,1.0,1.8882175226586102,0.0
1.0,2.0,4.814,5.145,0.331,-20.047,-20.047,0.0,-20.047,0.0,0.0,49.0,24.5,24.5,51.0,26.0,25.0,37.0,23.0,14.0,38.0,24.0,11.971393558520065,-4.368355356083607,12.743500000000001,54.58177939945979,-6.595981703575514,66.55317295797985,-10.964337059659123,barely_moving,left_faster,left_arc,hesitating_left_arc,1.0,1.0,2.2205438066465257,0.0
