idx,x,y
0,0.0,0.0
1,0.024971689141527045,-0.001189429030644677
2,8.382711983490896,-0.8769687518106041
3,8.382711983490896,-0.8769687518106041
4,8.432231199221308,-0.8838859241696688
5,17.46683718735652,-1.9728738208661145
6,25.356149052327368,-2.7800841696787453
7,36.93866649806276,-2.674355180109981
8,47.79254508865829,-2.6230176634957947
9,58.607553638937745,-3.5422053795702704
10,69.25166701501816,-5.523815693720344
11,80.35764420691291,-7.355428811470239
12,85.7300734349014,-8.241447541664439
13,89.9063939570859,-8.686809075679932
14,100.54619770082503,-8.751433333622009
15,111.71509209564366,-8.48802870687981
16,123.3671851662457,-8.85909618595552
17,134.98724067710515,-9.798922725560125
18,146.7504834455121,-11.049198623721004
19,158.53493263041048,-12.08061883806034
20,170.5612486215906,-12.378316134462146
21,182.18539760332655,-12.042456862731672
22,193.41201243283064,-11.86609510395455
23,199.81280800521122,-11.771130423188353
24,211.46420380519828,-13.507038229508652
25,223.6603615038417,-16.214211365793265
26,235.9296435790588,-18.212830478770105
27,246.35403994808198,-19.093138715410273
28,259.2432817696178,-18.67569259197444
