OL,OR,dp,el,er,hd,hi,m,pc,run,t,yaw,yr
92,78,4,90,91,7,1.16,S,85,1,4307,-0.4,-1.1
92,78,4,90,91,7,1.16,S,85,1,4308,-0.4,-1.1
-74,-86,2,96,95,6,1.20,S,-1,1,4440,-0.6,-0.8
85,75,1,-44,-49,5,1.26,S,45,1,4652,-0.7,-0.3
85,75,1,-44,-49,5,1.26,S,45,1,4652,-0.7,-0.3
85,75,1,58,61,5,1.33,S,64,1,4874,-0.7,-0.2
85,75,1,58,61,5,1.33,S,64,1,4874,-0.7,-0.2
84,76,-1,146,144,4,1.40,S,68,1,5095,-0.7,0.3
84,76,-1,146,144,4,1.40,S,68,1,5096,-0.7,0.3
83,77,-2,99,97,3,1.47,S,75,1,5227,-0.7,0.6
83,77,-2,99,97,3,1.47,S,75,1,5227,-0.7,0.6
-77,-83,-1,101,101,3,1.54,S,-11,1,5359,-0.6,0.3
-77,-83,-1,101,101,3,1.54,S,-11,1,5360,-0.6,0.3
82,78,-2,2,-4,2,1.59,S,32,1,5482,-0.6,0.6
82,78,-2,-1,-1,2,1.61,S,63,1,5486,-0.6,0.6
86,82,-3,0,0,2,1.70,S,84,1,5615,-0.7,0.9
92,88,-3,78,78,2,1.77,S,90,1,5737,-0.7,1.1
92,88,-3,78,78,2,1.77,S,90,1,5741,-0.7,1.1
4,-4,-1,94,96,4,1.82,S,0,1,5861,-0.8,0.3
87,73,1,45,38,7,1.90,S,35,1,6074,-0.7,-0.4
87,73,1,45,38,7,1.90,S,35,1,6074,-0.7,-0.4
83,77,-1,97,95,3,1.95,S,53,1,6295,-0.5,0.4
83,77,-1,0,0,3,2.00,S,77,1,6295,-0.5,0.4
84,82,-3,89,85,1,2.04,S,83,1,6426,-0.4,0.9
84,82,-3,89,85,1,2.04,S,83,1,6426,-0.4,0.9
-78,-82,-1,94,94,2,2.08,S,-1,1,6559,-0.2,0.4
-78,-82,-1,94,94,2,2.08,S,-1,1,6559,-0.2,0.4
82,78,-2,-4,-6,2,2.10,S,40,1,6681,-0.3,0.5
82,78,-2,-1,-1,2,2.11,S,68,1,6686,-0.3,0.5
86,74,1,30,34,6,2.12,S,69,1,6815,-0.5,-0.4
88,72,2,120,122,8,2.19,S,74,1,7027,-0.7,-0.7
88,72,2,120,122,8,2.19,S,74,1,7027,-0.7,-0.7
90,72,3,87,86,9,2.26,S,81,1,7150,-0.7,-1.0
90,72,3,87,86,9,2.26,S,81,1,7154,-0.7,-1.0
-74,-86,0,100,96,6,2.31,S,-6,1,7274,-0.7,-0.1
82,78,-3,2,1,2,2.37,S,35,1,7396,-0.6,1.0
82,78,-3,2,1,2,2.37,S,35,1,7401,-0.6,1.0
80,80,-5,34,32,0,2.42,S,59,1,7520,-0.5,1.6
78,82,-6,78,75,-2,2.46,S,72,1,7641,-0.5,2.0
88,92,-6,2,2,-2,2.48,S,90,1,7646,-0.5,2.0
78,82,-5,102,100,-2,2.49,S,22,1,7775,-0.2,1.7
80,80,-3,104,104,0,2.50,S,42,1,7897,-0.1,0.9
80,80,-3,104,104,0,2.50,S,42,1,7902,-0.1,0.9
80,80,-3,75,73,0,2.51,S,8,1,8006,-0.0,0.9
79,81,-2,167,163,-1,2.49,S,26,1,8218,0.2,0.8
79,81,-2,167,163,-1,2.49,S,26,1,8218,0.2,0.8
79,81,-2,155,154,-1,2.45,S,39,1,8431,0.4,0.6
79,81,-2,155,154,-1,2.45,S,39,1,8431,0.4,0.6
81,79,0,158,158,1,2.42,S,48,1,8652,0.3,-0.1
81,79,0,158,158,1,2.42,S,48,1,8652,0.3,-0.1
80,80,-1,178,174,0,2.39,S,52,1,8873,0.3,0.2
80,80,-1,178,174,0,2.39,S,52,1,8874,0.3,0.2
80,80,-1,105,104,0,2.36,S,63,1,9005,0.3,0.4
80,80,-1,105,104,0,2.36,S,63,1,9005,0.3,0.4
-84,-76,-3,98,97,-4,2.33,S,-13,1,9138,0.6,1.0
-84,-76,-3,98,97,-4,2.33,S,-13,1,9138,0.6,1.0
81,79,0,-53,-52,1,2.30,S,37,1,9350,0.3,0.0
81,79,0,-53,-52,1,2.30,S,37,1,9351,0.3,0.0
82,78,1,59,63,2,2.27,S,58,1,9572,0.3,-0.4
82,78,1,59,63,2,2.27,S,58,1,9572,0.3,-0.4
85,75,4,149,154,5,2.26,S,62,1,9793,0.1,-1.1
85,75,4,149,154,5,2.26,S,62,1,9793,0.1,-1.1
86,74,4,103,102,6,2.25,S,70,1,9924,0.1,-1.1
95,83,4,0,1,6,2.25,S,89,1,9925,0.1,-1.1
82,78,0,109,106,2,2.25,S,42,1,10057,0.1,0.0
82,78,0,171,171,2,2.23,S,49,1,10269,0.2,-0.1
82,78,0,171,171,2,2.23,S,49,1,10269,0.2,-0.1
83,77,0,167,168,3,2.23,S,53,1,10490,0.0,-0.2
83,77,0,167,168,3,2.23,S,53,1,10490,0.0,-0.2
82,78,0,183,181,2,2.23,S,55,1,10712,-0.0,0.1
82,78,0,183,181,2,2.23,S,55,1,10712,-0.0,0.1
78,82,-4,178,176,-2,2.22,S,56,1,10933,0.1,1.1
78,82,-4,178,176,-2,2.22,S,56,1,10933,0.1,1.1
79,81,-2,174,175,-1,2.20,S,58,1,11154,0.2,0.7
79,81,-2,174,175,-1,2.20,S,58,1,11154,0.2,0.7
82,78,1,105,107,2,2.19,S,67,1,11285,0.1,-0.2
82,78,1,105,107,2,2.19,S,67,1,11285,0.1,-0.2
-79,-81,-1,98,97,1,2.18,S,-12,1,11417,0.1,0.4
-79,-81,-1,98,97,1,2.18,S,-12,1,11418,0.1,0.4
81,79,-1,-2,-3,1,2.17,S,31,1,11539,0.1,0.2
81,79,-1,-2,-3,1,2.17,S,31,1,11544,0.1,0.2
81,79,-2,27,31,1,2.17,S,62,1,11673,-0.1,0.6
83,77,0,125,125,3,2.18,S,67,1,11885,-0.2,-0.1
83,77,0,125,125,3,2.18,S,67,1,11885,-0.2,-0.1
84,76,1,155,156,4,2.22,S,68,1,12098,-0.3,-0.2
84,76,1,155,156,4,2.22,S,68,1,12098,-0.3,-0.2
87,73,2,176,176,7,2.27,S,65,1,12310,-0.5,-0.8
87,73,2,176,176,7,2.27,S,65,1,12311,-0.5,-0.8
83,77,-1,184,177,3,2.30,S,63,1,12532,-0.4,0.3
83,77,-1,184,177,3,2.30,S,63,1,12532,-0.4,0.3
80,80,-3,175,175,0,2.31,S,62,1,12752,-0.1,0.8
80,80,-3,175,175,0,2.31,S,62,1,12753,-0.1,0.8
80,80,-3,106,106,0,2.31,S,70,1,12884,-0.0,0.9
80,80,-3,106,106,0,2.31,S,70,1,12884,-0.0,0.9
80,80,-2,110,109,0,2.31,S,41,1,13016,0.1,0.6
80,80,-2,110,109,0,2.31,S,41,1,13017,0.1,0.6
79,81,-2,178,173,-1,2.29,S,46,1,13229,0.2,0.6
79,81,-2,178,173,-1,2.29,S,46,1,13229,0.2,0.6
79,81,-2,176,174,-1,2.26,S,51,1,13450,0.4,0.6
79,81,-2,176,174,-1,2.26,S,51,1,13451,0.4,0.6
79,81,-1,187,184,-1,2.22,S,52,1,13672,0.4,0.3
79,81,-1,187,184,-1,2.22,S,52,1,13672,0.4,0.3
78,82,-2,108,107,-2,2.17,S,63,1,13803,0.4,0.7
78,82,-2,108,107,-2,2.17,S,63,1,13804,0.4,0.7
77,83,-2,104,104,-3,2.13,S,26,1,13935,0.6,0.8
77,83,-2,105,104,-3,2.07,S,44,1,14057,0.6,0.8
77,83,-2,105,104,-3,2.07,S,44,1,14062,0.6,0.8
-83,-77,-1,98,97,-3,2.02,S,-20,1,14191,0.8,0.4
77,83,-2,-8,-9,-3,1.95,S,26,1,14313,0.8,0.5
77,83,-2,0,-1,-3,1.92,S,57,1,14317,0.8,0.5
79,81,0,27,28,-1,1.89,S,77,1,14437,0.7,-0.1
84,86,1,65,68,-1,1.82,S,85,1,14558,0.7,-0.3
84,86,1,65,68,-1,1.82,S,85,1,14563,0.7,-0.3
-78,-82,3,92,95,2,1.77,S,-1,1,14692,0.4,-0.9
82,78,2,-47,-48,2,1.75,S,44,1,14904,0.3,-0.6
82,78,2,-47,-48,2,1.75,S,44,1,14904,0.3,-0.6
81,79,1,53,55,1,1.71,S,63,1,15116,0.4,-0.2
81,79,1,53,55,1,1.71,S,63,1,15117,0.4,-0.2
85,75,4,127,129,5,1.69,S,68,1,15329,0.2,-1.2
85,75,4,127,129,5,1.69,S,68,1,15329,0.2,-1.2
83,77,2,168,166,3,1.68,S,66,1,15550,0.1,-0.5
83,77,2,168,166,3,1.68,S,66,1,15551,0.1,-0.5
83,77,2,106,107,3,1.66,S,72,1,15682,0.1,-0.5
83,77,2,106,107,3,1.66,S,72,1,15682,0.1,-0.5
81,79,-1,106,108,1,1.66,S,26,1,15815,-0.0,0.3
81,79,-1,106,108,1,1.66,S,26,1,15815,-0.0,0.3
80,80,-1,175,173,0,1.65,S,36,1,16027,0.0,0.3
80,80,-1,175,173,0,1.65,S,36,1,16028,0.0,0.3
81,79,0,170,170,1,1.64,S,44,1,16249,0.1,-0.1
81,79,0,170,170,1,1.64,S,44,1,16249,0.1,-0.1
82,78,1,159,163,2,1.64,S,50,1,16470,0.0,-0.3
82,78,1,159,163,2,1.64,S,50,1,16470,0.0,-0.3
84,76,3,90,88,4,1.64,S,63,1,16601,-0.0,-0.9
84,76,3,90,88,4,1.64,S,63,1,16602,-0.0,-0.9
85,75,2,87,79,5,1.64,S,33,1,16734,-0.2,-0.7
83,77,1,161,158,3,1.66,S,42,1,16947,-0.1,-0.2
83,77,1,161,158,3,1.66,S,42,1,16947,-0.1,-0.2
83,77,1,169,168,3,1.67,S,48,1,17168,-0.1,-0.3
83,77,1,169,168,3,1.67,S,48,1,17169,-0.1,-0.3
83,77,0,163,163,3,1.68,S,53,1,17390,-0.1,-0.1
83,77,0,163,163,3,1.68,S,53,1,17390,-0.1,-0.1
81,79,-1,94,93,1,1.69,S,64,1,17521,-0.1,0.4
81,79,-1,94,93,1,1.69,S,64,1,17522,-0.1,0.4
79,81,-2,92,91,-1,1.70,S,25,1,17654,0.1,0.8
84,76,3,153,156,4,1.69,S,37,1,17866,0.0,-0.9
84,76,3,153,156,4,1.69,S,37,1,17866,0.0,-0.9
88,72,4,142,146,8,1.73,S,47,1,18087,-0.3,-1.3
88,72,4,142,146,8,1.73,S,47,1,18087,-0.3,-1.3
85,75,1,145,141,5,1.77,S,55,1,18309,-0.4,-0.4
85,75,1,145,141,5,1.77,S,55,1,18309,-0.4,-0.4
81,79,-2,156,152,1,1.77,S,58,1,18530,-0.1,0.5
81,79,-2,156,152,1,1.77,S,58,1,18530,-0.1,0.5
82,78,0,158,157,2,1.78,S,60,1,18750,-0.0,0.0
82,78,0,158,157,2,1.78,S,60,1,18751,-0.0,0.0
80,80,-2,91,91,0,1.78,S,70,1,18881,-0.0,0.5
80,80,-2,91,91,0,1.78,S,70,1,18882,-0.0,0.5
76,84,-5,90,90,-4,1.78,S,16,1,19013,0.1,1.7
73,87,-8,94,94,-7,1.77,S,38,1,19135,0.1,2.5
73,87,-8,94,94,-7,1.77,S,38,1,19140,0.1,2.5
-80,-80,-1,80,80,0,1.76,S,-2,1,19269,0.2,0.4
82,78,1,-14,-17,2,1.75,S,39,1,19391,0.2,-0.3
82,78,1,-1,-2,2,1.74,S,66,1,19395,0.2,-0.3
83,77,2,21,23,3,1.74,S,79,1,19515,0.1,-0.6
87,75,4,104,108,6,1.74,S,81,1,19727,-0.0,-1.2
87,75,4,104,108,6,1.74,S,81,1,19727,-0.0,-1.2
86,74,3,131,134,6,1.77,S,79,1,19948,-0.3,-0.8
86,74,3,131,134,6,1.77,S,79,1,19949,-0.3,-0.8
83,77,-1,144,144,3,1.82,S,77,1,20169,-0.5,0.2
83,77,-1,144,144,3,1.82,S,77,1,20169,-0.5,0.2
84,76,1,162,157,4,1.85,S,73,1,20390,-0.3,-0.2
84,76,1,162,157,4,1.85,S,73,1,20390,-0.3,-0.2
83,77,-1,95,96,3,1.88,S,78,1,20521,-0.3,0.2
83,77,-1,95,96,3,1.88,S,78,1,20521,-0.3,0.2
84,76,0,97,100,4,1.91,S,9,1,20653,-0.4,-0.1
84,76,0,97,100,4,1.91,S,9,1,20654,-0.4,-0.1
85,75,1,169,168,5,1.95,S,24,1,20866,-0.4,-0.4
85,75,1,169,168,5,1.95,S,24,1,20866,-0.4,-0.4
82,78,-1,165,161,2,1.98,S,36,1,21087,-0.3,0.4
82,78,-1,165,161,2,1.98,S,36,1,21088,-0.3,0.4
85,75,1,151,155,5,2.01,S,45,1,21308,-0.3,-0.4
85,75,1,151,155,5,2.01,S,45,1,21309,-0.3,-0.4
85,75,0,155,153,5,2.08,S,51,1,21529,-0.6,-0.1
85,75,0,155,153,5,2.08,S,51,1,21530,-0.6,-0.1
83,77,-2,102,100,3,2.13,S,62,1,21660,-0.6,0.7
83,77,-2,102,100,3,2.13,S,62,1,21661,-0.6,0.7
82,78,-3,99,97,2,2.18,S,3,1,21792,-0.4,0.8
80,80,-4,101,102,0,2.23,S,28,1,21914,-0.4,1.2
80,80,-4,1,0,0,2.24,S,58,1,21919,-0.4,1.2
83,77,-1,98,97,3,2.26,S,31,1,22048,-0.4,0.2
83,77,-1,94,94,3,2.29,S,49,1,22170,-0.4,0.3
83,77,-1,4,4,3,2.31,S,71,1,22175,-0.4,0.3
-78,-82,-2,87,87,2,2.32,S,-8,1,22294,-0.3,0.5
85,75,0,-55,-56,5,2.37,S,39,1,22506,-0.5,-0.0
85,75,0,-55,-56,5,2.37,S,39,1,22506,-0.5,-0.0
80,80,-3,67,59,0,2.39,S,58,1,22727,-0.2,0.9
80,80,-3,67,59,0,2.39,S,58,1,22728,-0.2,0.9
78,82,-5,87,86,-2,2.40,S,68,1,22859,-0.1,1.5
78,82,-5,87,86,-2,2.40,S,68,1,22859,-0.1,1.5
-81,-79,-3,93,94,-1,2.41,S,-9,1,22992,-0.1,1.1
-81,-79,-3,93,94,-1,2.41,S,-9,1,22992,-0.1,1.1
82,78,-3,-49,-51,2,2.46,S,38,1,23204,-0.5,1.0
82,78,-3,0,0,2,2.51,S,64,1,23205,-0.5,1.0
84,76,0,63,64,4,2.53,S,76,1,23426,-0.2,-0.1
84,76,0,63,64,4,2.53,S,76,1,23426,-0.2,-0.1
88,72,2,146,148,8,2.59,S,73,1,23647,-0.5,-0.7
88,72,2,146,148,8,2.59,S,73,1,23648,-0.5,-0.7
89,71,3,99,98,9,2.65,S,77,1,23779,-0.6,-1.0
89,71,3,99,98,9,2.65,S,77,1,23779,-0.6,-1.0
-75,-85,-1,107,106,5,2.70,S,-21,1,23911,-0.6,0.2
,,,107,,,,S,,1,23912,,
87,73,1,-44,-43,7,2.77,S,28,1,24124,-0.7,-0.4
87,73,1,-44,-43,7,2.77,S,28,1,24124,-0.7,-0.4
85,75,-1,69,64,5,2.83,S,50,1,24346,-0.5,0.2
85,75,-1,69,64,5,2.83,S,50,1,24346,-0.5,0.2
82,78,-2,165,158,2,2.85,S,53,1,24567,-0.2,0.7
82,78,-2,165,158,2,2.85,S,53,1,24567,-0.2,0.7
80,80,-3,104,103,0,2.87,S,63,1,24698,-0.2,1.0
80,80,-3,104,103,0,2.87,S,63,1,24699,-0.2,1.0
-78,-82,-1,96,97,2,2.88,S,-15,1,24831,-0.0,0.5
80,80,-3,-6,-5,0,2.88,S,28,1,24952,-0.0,0.8
80,80,-3,0,-1,0,2.88,S,58,1,24957,-0.0,0.8
82,78,-2,33,33,2,2.89,S,65,1,25086,-0.2,0.5
83,77,-1,135,136,3,2.91,S,67,1,25298,-0.2,0.4
83,77,-1,135,136,3,2.91,S,67,1,25298,-0.2,0.4
82,78,-2,158,156,2,2.93,S,66,1,25510,-0.2,0.5
82,78,-2,158,156,2,2.93,S,66,1,25511,-0.2,0.5
84,76,0,90,91,4,2.95,S,73,1,25633,-0.2,-0.1
93,85,0,1,2,4,2.96,S,89,1,25637,-0.2,-0.1
84,76,0,101,101,4,2.97,S,29,1,25766,-0.4,0.2
86,74,1,111,105,6,3.01,S,45,1,25888,-0.4,-0.3
86,74,1,111,105,6,3.01,S,45,1,25892,-0.4,-0.3
-76,-84,-1,93,89,4,3.03,S,-16,1,26012,-0.3,0.3
86,74,1,-58,-54,6,3.07,S,33,1,26224,-0.4,-0.4
87,73,1,0,-1,7,3.12,S,61,1,26225,-0.4,-0.4
83,77,-1,74,64,3,3.14,S,72,1,26446,-0.2,0.3
83,77,-1,74,64,3,3.14,S,72,1,26446,-0.2,0.3
81,79,-3,91,89,1,3.15,S,77,1,26577,-0.1,0.8
81,79,-3,91,89,1,3.15,S,77,1,26578,-0.1,0.8
-81,-79,-3,98,98,-1,3.15,S,-12,1,26710,0.1,1.0
83,77,-2,-50,-51,3,3.18,S,35,1,26922,-0.3,0.6
83,77,-2,-50,-51,3,3.18,S,35,1,26923,-0.3,0.6
81,79,-2,67,67,1,3.18,S,54,1,27144,0.0,0.5
81,79,-2,0,0,1,3.18,S,76,1,27145,0.0,0.5
86,74,2,156,159,6,3.20,S,72,1,27366,-0.2,-0.5
86,74,2,156,159,6,3.20,S,72,1,27366,-0.2,-0.5
86,74,2,102,100,6,3.22,S,76,1,27497,-0.2,-0.6
86,74,2,102,100,6,3.22,S,76,1,27498,-0.2,-0.6
-79,-81,-3,97,95,1,3.24,S,-10,1,27630,-0.1,0.9
78,82,-5,-8,-8,-2,3.24,S,31,1,27751,-0.0,1.5
78,82,-5,-1,-2,-2,3.24,S,60,1,27756,-0.0,1.5
82,78,-2,25,28,2,3.25,S,71,1,27885,-0.2,0.7
84,76,0,62,63,4,3.27,S,80,1,28007,-0.2,-0.0
84,76,0,62,63,4,3.27,S,80,1,28011,-0.2,-0.0
87,73,3,76,77,7,3.28,S,15,1,28131,-0.2,-0.9
84,76,0,170,161,4,3.29,S,28,1,28343,-0.1,0.0
84,76,0,170,161,4,3.29,S,28,1,28344,-0.1,0.0
80,80,-3,176,171,0,3.28,S,36,1,28565,0.2,0.8
80,80,-3,176,171,0,3.28,S,36,1,28565,0.2,0.8
78,82,-3,167,163,-2,3.22,S,43,1,28785,0.5,0.9
78,82,-3,167,163,-2,3.22,S,43,1,28786,0.5,0.9
75,85,-5,166,162,-5,3.14,S,48,1,29006,0.8,1.4
75,85,-5,166,162,-5,3.14,S,48,1,29006,0.8,1.4
78,82,-1,97,97,-2,3.06,S,59,1,29137,0.8,0.3
78,82,-1,97,97,-2,3.06,S,59,1,29138,0.8,0.3
-84,-76,-3,85,85,-4,2.99,S,-3,1,29269,1.0,0.9
78,82,-2,-60,-63,-2,2.93,S,42,1,29481,0.6,0.7
78,82,-2,-60,-63,-2,2.93,S,42,1,29481,0.6,0.7
78,82,-1,51,56,-2,2.85,S,61,1,29702,0.8,0.3
78,82,-1,51,56,-2,2.85,S,61,1,29703,0.8,0.3
83,77,3,121,125,3,2.78,S,65,1,29924,0.6,-0.9
83,77,3,121,125,3,2.78,S,65,1,29924,0.6,-0.9
83,77,3,137,135,3,2.74,S,67,1,30145,0.4,-0.8
83,77,3,137,135,3,2.74,S,67,1,30145,0.4,-0.8
83,77,1,156,159,3,2.71,S,65,1,30365,0.3,-0.4
83,77,1,156,159,3,2.71,S,65,1,30366,0.3,-0.4
83,77,2,97,98,3,2.68,S,71,1,30497,0.3,-0.6
83,77,2,97,98,3,2.68,S,71,1,30497,0.3,-0.6
-77,-83,1,91,92,3,2.66,S,-7,1,30628,0.2,-0.5
82,78,0,-8,-9,2,2.65,S,33,1,30750,0.1,0.0
82,78,0,-1,-2,2,2.64,S,61,1,30755,0.1,0.0
82,78,0,26,26,2,2.64,S,63,1,30884,0.0,0.0
83,77,0,62,63,3,2.64,S,74,1,31006,0.0,-0.2
83,77,0,62,63,3,2.64,S,74,1,31010,0.0,-0.2
84,76,1,74,76,4,2.64,S,14,1,31130,-0.1,-0.3
88,72,4,156,163,8,2.67,S,28,1,31342,-0.3,-1.3
88,72,4,156,163,8,2.67,S,28,1,31342,-0.3,-1.3
89,71,4,157,157,9,2.72,S,38,1,31564,-0.5,-1.1
89,71,4,157,157,9,2.72,S,38,1,31564,-0.5,-1.1
90,70,5,84,84,10,2.78,S,54,1,31695,-0.5,-1.5
90,70,5,84,84,10,2.78,S,54,1,31695,-0.5,-1.5
88,72,2,75,75,8,2.83,S,44,1,31828,-0.6,-0.6
88,72,2,75,75,8,2.83,S,44,1,31828,-0.6,-0.6
89,71,3,134,132,9,2.89,S,52,1,32040,-0.6,-0.9
