seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,pwm_mean,pwm_end,pc_mean,pc_end,hd_mean,hd_end,aa_mean,aa_end,ae_mean,ae_end,ao_mean,ao_end,se_mean,se_end,so_mean,so_end,curve_abs_mean,line_dev_start,line_dev_end,line_dev_mean,line_dev_abs_max,line_dev_delta,yaw_switch_n,deviation_eps,deviation_side,deviation_severity,cum_lat_end,cum_lat_abs,cum_lat_eps,cum_lat_side,cum_lat_severity,segment_kind,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,out_nonzero_ratio,out_strong_ratio,output_only_ratio,speed_proxy,idle_streak_s,output_idle_streak_s,pause_suspected,stiction
1.0,5.0,0.0,0.412,0.412,-0.091,-0.126,-0.035,-0.1008,-0.1312,0.13545626600493607,1.0,1.2,-0.2,4.0,5.0,-1.0,5.0,5.0,0.0,8.0,8.0,5.0,8.0,5.0,8.0,0.0,0.0,-0.0322,-0.07,0.0322,0.07,0.0062,0.012,8.0512,13.232,4.8814,8.058,0.00035757965162810636,0.0,-0.001173777225350566,-0.0006924599047438687,0.001173777225350566,-0.001173777225350566,0.0,0.08,balanced,low,-0.00026035069423778484,0.00026035069423778484,0.08,balanced,low,stalled,0.20949983612468548,-0.00026035069423778484,0.2095,0.0,0.0,0.20949983612468548,-0.00026035069423778484,no_motion,balanced,straight,0.0,3.0,0.1,stalled,0.2,0.4,0.6,0.6,0.2,0.508495145631068,0.205,0.001,0.0,1.0
1.0,4.0,0.622,0.99,0.368,-0.645,-2.302,-1.657,-1.47775,-2.03425,2.170311210402785,5.25,6.25,-1.0,8.0,10.0,-2.0,6.75,6.75,0.0,9.0,9.0,6.75,9.0,6.75,9.0,0.0,0.0,-0.7725,-1.482,0.7725,1.482,0.14550000000000002,0.28,11.149000000000001,15.692,6.83,9.635,0.004113016937497634,-0.0224907079081456,-0.08763163437334977,-0.038832604344837096,0.08763163437334977,-0.06514092646520417,0.0,0.08,left,moderate,-0.05901732868732359,0.05901732868732359,0.08,balanced,moderate,restart_after_pause,1.4643208759751651,-0.0587569779930858,1.4655,0.20949983612468548,-0.00026035069423778484,1.6738207120998507,-0.05901732868732359,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,restart_after_pause_straight,0.75,0.75,0.75,0.75,0.0,3.9823369565217392,0.205,0.0,1.0,0.0
1.0,3.0,1.222,1.631,0.409,-3.715,-6.634,-2.9190000000000005,-5.2749999999999995,-5.176666666666667,5.228211357625091,10.666666666666666,11.333333333333334,-0.6666666666666666,12.0,12.0,0.0,12.333333333333334,11.0,1.3333333333333333,14.0,12.0,11.666666666666666,13.0,11.666666666666666,13.0,0.6666666666666666,1.0,-3.831,-5.476,3.831,5.476,0.6753333333333332,0.942,18.892,20.372,11.645333333333333,12.58,0.01083862383067218,-0.24804531639350927,-0.766430615336715,-0.49583272216785196,0.766430615336715,-0.5183852989432057,0.0,0.09405999999999999,left,high,-0.5570183981427677,0.5570183981427677,0.11350138611735944,left,high,left_curve,4.676317899636093,-0.49800106945544403,4.702999999999999,1.6738207120998507,-0.05901732868732359,6.350138611735943,-0.5570183981427677,moving,balanced,left_arc,1.0,3.0,0.1,left_arc,1.0,1.0,1.0,1.0,0.0,11.498777506112468,0.0,0.0,0.0,0.0
1.0,3.0,1.84,2.25,0.41,-7.266,-6.821,0.4450000000000003,-7.123333333333334,-3.0393333333333334,3.36190868406624,14.666666666666666,14.0,0.6666666666666666,15.0,15.0,0.0,14.0,12.0,2.0,14.0,12.0,13.0,13.0,13.0,13.0,1.0,1.0,-7.061,-7.283,7.061,7.283,1.0736666666666668,1.03,20.630666666666666,20.0,12.838333333333333,12.511,0.0022105021032915225,-1.1354822958329973,-1.9036791852066586,-1.5214401979538705,1.9036791852066586,-0.7681968893736613,0.0,0.12094999999999997,left,high,-1.2990544170868588,1.2990544170868588,0.17351892063844127,left,high,left_curve,6.001753452108185,-0.7420360189440911,6.0474999999999985,6.350138611735943,-0.5570183981427677,12.351892063844128,-1.2990544170868588,moving,balanced,left_arc,1.0,3.0,0.12094999999999997,left_arc,1.0,1.0,1.0,1.0,0.0,14.75,0.0,0.0,0.0,0.0
1.0,3.0,2.46,2.868,0.408,-5.949,-3.615,2.3339999999999996,-4.852666666666667,2.1366666666666667,2.4752776275265234,14.333333333333334,14.0,0.3333333333333333,14.0,14.0,0.0,13.666666666666666,12.333333333333334,1.3333333333333333,13.0,13.0,13.0,13.0,13.0,13.0,0.6666666666666666,0.0,-5.921333333333333,-4.994,5.921333333333333,4.994,0.6856666666666666,0.496,20.833333333333332,21.0,13.113666666666667,13.263,0.006412892684947409,-2.221136741493679,-2.6839822003968163,-2.4655331323415446,2.6839822003968163,-0.46284545890313744,0.0,0.11627999999999998,left,high,-1.736628461679962,1.736628461679962,0.23148980252394602,left,high,left_curve,5.7970881885504735,-0.43757404459310334,5.813999999999999,12.351892063844128,-1.2990544170868588,18.1489802523946,-1.736628461679962,moving,balanced,left_arc,1.0,3.0,0.11627999999999998,left_arc,1.0,1.0,1.0,1.0,0.0,14.250000000000002,0.0,0.0,0.0,0.0
1.0,3.0,3.073,3.491,0.418,-2.636,-0.904,1.7320000000000002,-1.8250000000000002,4.111666666666667,4.111736575544045,14.666666666666666,14.333333333333334,0.3333333333333333,14.0,15.0,-1.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,-2.728666666666667,-1.935,2.728666666666667,1.935,0.12866666666666668,0.025,20.5,20.5,13.063333333333333,13.12,0.005255725391122666,-2.8336346349550983,-2.9987144315285637,-2.9190642791081154,2.9987144315285637,-0.1650797965734654,0.0,0.12122000000000001,left,high,-1.87529127409589,1.87529127409589,0.29208159386290444,left,high,left_curve,6.059179133895842,-0.1386628124159279,6.061,18.1489802523946,-1.736628461679962,24.208159386290443,-1.87529127409589,moving,balanced,left_arc,0.14389384933119853,3.0,0.12122000000000001,left_arc,1.0,1.0,1.0,1.0,0.0,14.5,0.0,0.0,0.0,0.0
1.0,4.0,3.635,4.087,0.452,-0.903682,-0.08,0.823682,-0.5604205,2.9096492499999997,3.0031676967998724,14.75,14.0,0.75,15.0,14.0,1.0,13.25,13.25,0.0,13.0,13.0,13.25,13.0,13.25,13.0,0.0,0.0,-0.7664205000000001,-0.464,0.7664205000000001,0.464,-0.077347,-0.064,20.625,20.5,13.27325125,13.265,0.0032112299937026127,-3.0378489527693424,-3.0995508221914037,-3.065410513564937,3.0995508221914037,-0.06170186942206124,0.0,0.12902999999999998,left,high,-1.9088651931597183,1.9088651931597183,0.35,left,high,drift_right,6.451369301134171,-0.03357391906382818,6.451499999999999,24.208159386290443,-1.87529127409589,30.659528687424615,-1.9088651931597183,moving,balanced,straight,0.0,3.0,0.12902999999999998,straight,1.0,1.0,1.0,1.0,0.0,14.273230088495573,0.0,0.0,0.0,0.0
1.0,3.0,4.248,4.685,0.437,0.211,0.896,0.685,0.5383333333333333,1.8976666666666668,1.9016712824951285,14.666666666666666,14.666666666666666,0.0,14.0,14.0,0.0,13.333333333333334,13.333333333333334,0.0,14.0,14.0,13.333333333333334,14.0,13.333333333333334,14.0,0.0,0.0,0.213,0.508,-0.213,-0.508,-0.127,-0.151,20.333333333333332,21.0,13.258333333333333,13.711,0.001985776147445724,-3.1011867804744586,-3.0532280795892364,-3.079950827180254,3.1011867804744586,0.04795870088522225,0.0,0.12702000000000002,left,high,-1.8332172400967872,1.8332172400967872,0.35,left,moderate,drift_right,6.3505134157789485,0.07564795306293096,6.351000000000001,30.659528687424615,-1.9088651931597183,37.01004210320356,-1.8332172400967872,moving,balanced,straight,0.0,3.0,0.12702000000000002,straight,1.0,1.0,1.0,1.0,0.0,14.533180778032037,0.0,0.0,0.0,0.0
1.0,3.0,4.889,5.315,0.426,1.109,1.603,0.494,1.4323333333333332,1.4896666666666667,1.5089896178127493,14.666666666666666,15.0,-0.3333333333333333,15.0,15.0,0.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,1.1966666666666665,1.585,-1.1966666666666665,-1.585,-0.22933333333333336,-0.278,20.166666666666668,20.0,13.313,13.263,0.0012707224092100545,-3.0088726353466266,-2.859035114117186,-2.9325963266808377,3.0088726353466266,0.14983752122944072,0.0,0.12780000000000002,left,high,-1.65552810751377,1.65552810751377,0.35,left,moderate,right_curve,6.387528909400187,0.1776891325830172,6.390000000000001,37.01004210320356,-1.8332172400967872,43.39757101260375,-1.65552810751377,moving,balanced,right_arc,0.39036879955412496,3.0,0.12780000000000002,right_arc,1.0,1.0,1.0,1.0,0.0,15.000000000000002,0.0,0.0,0.0,0.0
1.0,3.0,5.519,5.928,0.409,1.623,1.811,0.18799999999999994,1.6986666666666668,0.6693333333333333,0.6753423823019945,14.666666666666666,14.666666666666666,0.0,14.0,15.0,-1.0,13.666666666666666,13.666666666666666,0.0,14.0,14.0,13.666666666666666,14.0,13.666666666666666,14.0,0.0,0.0,1.6293333333333333,1.662,-1.6293333333333333,-1.662,-0.238,-0.229,20.333333333333332,20.5,13.562,13.71,0.00040617375037287025,-2.7881485987330867,-2.631776613116381,-2.710763666581085,2.7881485987330867,0.15637198561670562,0.0,0.12065999999999999,left,high,-1.4728623078205914,1.4728623078205914,0.35,left,mild,right_curve,6.03022890876786,0.18266579969317873,6.0329999999999995,43.39757101260375,-1.65552810751377,49.42779992137161,-1.4728623078205914,moving,balanced,right_arc,0.5138886100876741,3.0,0.12065999999999999,right_arc,1.0,1.0,1.0,1.0,0.0,14.750611246943764,0.0,0.0,0.0,0.0
