seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.371,0.371,0.636,2.953,2.3169999999999997,1.4083333333333332,0.7286666666666667,1.262087688448522,7.666666666666667,7.333333333333333,0.3333333333333333,12.0,11.0,1.0,8.0,8.0,0.0,12.0,12.0,4.260349236293019,0.2193259067705125,4.266,0.0,0.0,4.260349236293019,0.2193259067705125,barely_moving,balanced,right_arc,hesitating_right_arc,0.6666666666666666,0.6666666666666666,0.6064690026954178,0.0
1.0,3.0,0.702,1.146,0.444,3.665,2.394,-1.271,3.2413333333333334,1.5886666666666667,1.7927026152339565,7.666666666666667,8.0,-0.3333333333333333,11.0,12.0,-1.0,7.333333333333333,8.666666666666666,-1.3333333333333333,11.0,13.0,5.10202902870406,0.21356956237922042,5.1065,4.260349236293019,0.2193259067705125,9.36237826499708,0.4328954691497329,barely_moving,balanced,right_arc,hesitating_right_arc,0.6666666666666666,0.6666666666666666,0.5292792792792792,0.0
1.0,2.0,1.567,1.988,0.421,0.952,-0.026,-0.978,0.46299999999999997,-1.173,1.1981089266005824,12.0,13.0,-1.0,12.0,13.0,-1.0,12.0,12.0,0.0,12.0,12.0,5.26249945816939,-0.0023880466670829306,5.2625,9.36237826499708,0.4328954691497329,14.62487772316647,0.43050742248265,barely_moving,balanced,straight,hesitating_straight,1.0,1.0,0.5938242280285035,0.0
1.0,2.0,2.408,2.829,0.421,-0.307,-0.579,-0.27199999999999996,-0.44299999999999995,-1.066,1.0697088388902842,13.0,12.5,0.5,13.0,12.0,1.0,12.0,12.0,0.0,12.0,12.0,5.2622312983829955,-0.0531790590215407,5.2625,14.62487772316647,0.43050742248265,19.887109021549467,0.3773283634611093,barely_moving,balanced,left_arc,hesitating_left_arc,1.0,1.0,0.6057007125890737,0.0
1.0,3.0,3.25,3.578,0.328,-0.195,-0.104,0.09100000000000001,-0.16477066666666668,-0.24669633333333332,0.26547583438108513,12.333333333333334,12.333333333333334,0.0,13.0,12.0,1.0,12.0,12.0,0.0,12.0,12.0,3.993982830467097,-0.01130402079182354,3.9939999999999998,19.887109021549467,0.3773283634611093,23.881091852016564,0.3660243426692858,barely_moving,balanced,straight,hesitating_straight,1.0,1.0,1.1280487804878048,0.0
1.0,2.0,3.978,4.406,0.428,0.89,1.925,1.0350000000000001,1.4075,1.0825,1.1190078194543593,12.5,12.5,0.0,12.0,12.0,0.0,12.0,12.0,0.0,12.0,12.0,5.133101519590804,0.17252475061444014,5.136,23.881091852016564,0.3660243426692858,29.01419337160737,0.5385490932837259,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,0.5841121495327103,0.0
1.0,2.0,4.761,5.092,0.331,2.849,3.234,0.3849999999999998,3.0415,1.6875,1.6911796178998846,13.0,12.5,0.5,12.0,12.0,0.0,11.5,12.5,-1.0,11.0,13.0,3.965674443996056,0.2240763357353369,3.9720000000000004,29.01419337160737,0.5385490932837259,32.97986781560343,0.7626254290190628,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,0.770392749244713,0.0
1.0,2.0,5.342,5.763,0.421,3.219,1.261,-1.958,2.2399999999999998,0.014999999999999958,0.9901136298425549,11.5,12.5,-1.0,12.0,13.0,-1.0,11.0,13.0,-2.0,11.0,13.0,5.26122553036914,0.1158109174126374,5.262499999999999,32.97986781560343,0.7626254290190628,38.241093345972565,0.8784363464317002,barely_moving,balanced,right_arc,hesitating_right_arc,1.0,1.0,0.5700712589073634,0.0
1.0,2.0,6.143,6.504,0.361,0.283,0.024,-0.25899999999999995,0.1535,-1.392,1.399325909143399,11.5,12.0,-0.5,12.0,12.0,0.0,12.0,12.0,0.0,12.0,12.0,4.331999619954439,0.0018145838636490935,4.332,38.241093345972565,0.8784363464317002,42.573092965927,0.8802509302953493,barely_moving,balanced,straight,hesitating_straight,1.0,1.0,0.6509695290858726,0.0
1.0,2.0,6.834,7.276,0.442,0.052,0.149,0.097,0.10049999999999999,-0.6065,0.6313814219629843,12.0,12.0,0.0,12.0,12.0,0.0,12.5,12.5,0.0,13.0,13.0,5.303982065034443,0.01379325171846899,5.304,42.573092965927,0.8802509302953493,47.87707503096145,0.8940441820138183,barely_moving,balanced,straight,hesitating_straight,1.0,1.0,0.5429864253393665,0.0
