seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,pwm_mean,pwm_end,pc_mean,pc_end,hd_mean,hd_end,aa_mean,aa_end,ae_mean,ae_end,ao_mean,ao_end,se_mean,se_end,so_mean,so_end,curve_abs_mean,line_dev_start,line_dev_end,line_dev_mean,line_dev_abs_max,line_dev_delta,yaw_switch_n,deviation_eps,deviation_side,deviation_severity,segment_kind,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.392,0.392,0.0,0.007,0.007,0.0023333333333333335,0.0036666666666666666,0.006350852961085883,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,2.0,2.0,1.3333333333333333,2.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,13.333333333333334,20.0,1.3963333333333334,2.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
1.0,4.0,0.782,1.193,0.411,-0.0,-0.0,0.0,0.0,-0.00475,0.004924428900898052,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,2.0,2.0,1.5,2.0,1.5,2.0,0.0,0.0,0.00175,-0.0,-0.00175,0.0,-0.0005,0.0,15.0,20.0,1.71325,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
1.0,3.0,1.403,1.812,0.409,-0.0,0.007,0.007,0.0023333333333333335,0.0026666666666666666,0.00648074069840786,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,20.0,20.0,2.4333333333333336,2.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
1.0,3.0,2.016,2.429,0.413,0.007,0.014,0.007,0.009333333333333334,0.009,0.00998331942124796,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.007,0.007,-0.007,-0.007,-0.002,-0.002,20.0,20.0,2.58,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
1.0,3.0,2.633,3.001,0.368,0.006,0.007,0.001,0.009,-2.8912057932946783e-19,0.008041558721209879,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.011333333333333334,0.014,-0.011333333333333334,-0.014,-0.0030000000000000005,-0.004,20.0,20.0,2.7236666666666665,2.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
1.0,3.0,3.189,3.626,0.437,0.007,0.006,-0.001,0.006666666666666667,-0.004,0.004082482904638631,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.007,0.007,-0.007,-0.007,-0.001,-0.001,20.0,20.0,2.8656666666666664,2.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
1.0,4.0,3.77,4.246,0.476,0.006359,0.006,-0.00035899999999999994,0.00608975,-0.001692,0.0019787511212883747,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.00608975,0.006,-0.00608975,-0.006,-0.001358,-0.001,20.0,20.0,3.00001975,3.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
1.0,3.0,4.406,4.841,0.435,0.014,0.015,0.0009999999999999992,0.011999999999999999,0.009666666666666665,0.011902380714238082,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.009,0.007,-0.009,-0.007,-0.0026666666666666666,-0.002,20.0,20.0,3.1566666666666667,3.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
1.0,3.0,5.046,5.41,0.364,0.014,0.007,-0.007,0.009333333333333334,-0.0013333333333333333,0.006782329983125268,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.011999999999999999,0.007,-0.011999999999999999,-0.007,-0.0030000000000000005,-0.001,20.0,20.0,3.3033333333333332,3.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
1.0,3.0,5.642,6.007,0.365,0.007,0.007,0.0,0.007,-0.0026666666666666666,0.00282842712474619,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.007,0.007,-0.007,-0.007,-0.002,-0.002,20.0,20.0,3.4456666666666664,3.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,balanced,low,straight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.0,0.0,0.0,0.0
