idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,19661.0,0.0,-0.007,-0.007,-0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,19662.0,0.001,-0.007,-0.007,-0.012,0.0,1.0,-1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9.888,5.953,0.0004999999962684367,-6.108652366783605e-08,0.0005,0.0004999999962684367,-6.108652366783605e-08,0.0005,0.0,0.0004999918010258134,4.044621192154336e-06,2.8633733538452683e-06,2.8633733538452683e-06,balanced
2,1,2,20054.0,0.393,-1.455,-1.455,-2.172,3.0,5.0,-2.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,-0.301,0.301,0.138,11.068,6.712,1.5679944391346896,-0.03981442118595074,1.5685,1.5674944391384211,-0.03981436009942707,1.568,-0.016117581357702734,1.5682004897602888,0.012685761889331081,-0.03064266971515878,0.03064266971515878,balanced
3,1,3,20259.0,0.598,-3.957,-3.957,-5.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5679944391346896,-0.03981442118595074,1.5685,0.0,-0.0,0.0,0.0,1.5682004897602888,0.012685761889331081,-0.03064266971515878,0.03064266971515878,balanced
4,1,4,20260.0,0.599,-3.957,-3.957,-5.683,4.0,5.0,-1.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,-1.455,1.455,0.652,13.088,7.954,1.5724837116790467,-0.04012495624433059,1.573,0.00448927254435694,-0.00031053505837985306,0.0045000000000000005,0.0,1.5726915018093475,0.012722091370075718,-0.03092694207613136,0.03092694207613136,balanced
5,1,5,20653.0,0.992,-9.064,-9.064,-9.876,7.0,7.0,0.0,10.0,8.0,10.0,8.0,2.0,9.0,9.0,1.0,-6.155,6.155,2.688,15.268,9.327,4.289131934737676,-0.47351096450070224,4.324,2.7166482230586295,-0.43338600825637164,2.7510000000000003,-0.03240056884745562,4.291828095520731,0.034718207043819775,-0.44841608533575833,0.44841608533575833,balanced
6,1,6,20858.0,1.197,-11.057,-11.057,-9.822,10.0,7.0,3.0,13.0,7.0,13.0,7.0,6.0,10.0,10.0,3.0,-9.064,9.064,3.707,16.168,9.905,5.999285687234425,-0.8076971294167361,6.0665,1.7101537524967494,-0.3341861649160339,1.7425,-0.019962359823384214,6.003907223103619,0.04856785719380164,-0.7725939854076415,0.7725939854076415,balanced
7,1,7,21018.0,1.357,-10.313,-10.313,-4.756,12.0,7.0,5.0,13.0,7.0,13.0,7.0,6.0,10.0,10.0,3.0,-11.057,11.057,4.299,17.088,10.489,7.49472924161707,-1.07981580877448,7.586499999999999,1.4954435543826445,-0.2721186793577439,1.52,0.008542927391340657,7.50091679758897,0.060677729070498274,-1.0359612838696701,1.0359612838696701,balanced
8,1,8,21250.0,1.589,-7.022,-7.022,1.873,14.0,8.0,6.0,15.0,7.0,15.0,7.0,8.0,11.0,11.0,4.0,-10.313,10.313,3.569,18.468,11.369,10.027587414400237,-1.391798943840333,10.138499999999999,2.5328581727831665,-0.31198313506585307,2.552,0.022507361161102437,10.035556409350818,0.08118137946471052,-1.333124603422649,1.333124603422649,balanced
9,1,9,21411.0,1.75,-1.011,-1.0110000000000001,14.284,15.0,9.0,6.0,14.0,10.0,14.0,10.0,4.0,12.0,12.0,2.0,-7.022,7.022,1.919,19.388,11.957,11.959286652441595,-1.4258878533336061,12.0705,1.931699238041357,-0.03408890949327304,1.932,0.05430214354936809,11.967421988776644,0.09680896465092402,-1.3559145799412455,1.3559145799412455,balanced
10,1,10,21644.0,1.983,5.708,5.708,19.379,15.0,12.0,3.0,12.0,14.0,12.0,14.0,-2.0,13.0,13.0,-1.0,-1.011,1.011,-1.125,20.648,12.768,15.089190296541785,-1.1130405604759723,15.216,3.1299036441001906,0.3128472928576338,3.1455,0.03728140913733873,15.095442277598702,0.1221126938794864,-1.024766089505913,1.024766089505913,balanced
11,1,11,21854.0,2.193,10.411,10.411,20.434,12.0,16.0,-4.0,9.0,17.0,9.0,17.0,-8.0,13.0,13.0,-4.0,5.709,-5.709,-3.65,21.0,13.032,17.980788475309108,-0.581759116654057,18.156,2.8915981787673233,0.5312814438219153,2.94,0.027919331537854863,17.98388357394467,0.14547837878777053,-0.4765810134930658,0.4765810134930658,balanced
12,1,12,22059.0,2.398,8.281,8.281,9.645,10.0,18.0,-8.0,8.0,18.0,8.0,18.0,-10.0,13.0,13.0,-5.0,10.411,-10.411,-5.167,21.0,13.083,20.820864721629306,-0.16839860198463147,21.026,2.840076246320198,0.4133605146694255,2.8699999999999997,-0.012953140441630378,20.821493528940312,0.1684328699124179,-0.046616197130581315,0.046616197130581315,balanced
