seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,pwm_mean,pwm_end,pc_mean,pc_end,hd_mean,hd_end,aa_mean,aa_end,ae_mean,ae_end,ao_mean,ao_end,se_mean,se_end,so_mean,so_end,curve_abs_mean,line_dev_start,line_dev_end,line_dev_mean,line_dev_abs_max,line_dev_delta,yaw_switch_n,deviation_eps,deviation_side,deviation_severity,cum_lat_end,cum_lat_abs,cum_lat_eps,cum_lat_side,cum_lat_severity,segment_kind,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,3.0,0.0,0.393,0.393,0.257,0.139,-0.118,0.21766666666666667,0.2896666666666667,0.36184112535752483,1.6666666666666667,1.3333333333333333,0.3333333333333333,4.0,4.0,0.0,5.0,5.0,0.0,8.0,8.0,5.0,8.0,5.0,8.0,0.0,0.0,0.161,0.483,-0.161,-0.483,0.0,-0.0,8.593333333333334,13.48,5.156,8.088,0.0004378164365121829,0.0,0.35175032305640996,0.1172878185134863,0.35175032305640996,0.35175032305640996,0.0,0.08,right,high,0.003806219020480298,0.003806219020480298,0.08,balanced,low,straight,1.568495380730029,0.003806219020480298,1.5685,0.0,0.0,1.568495380730029,0.003806219020480298,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.3333333333333333,0.6666666666666666,0.11450381679389313,1.0
1.0,4.0,0.597,1.006,0.409,-0.65,-4.046,-3.3960000000000004,-2.3480000000000003,-3.38,3.935562983869017,3.0,3.5,-0.5,7.0,8.0,-1.0,4.25,4.25,0.0,8.0,8.0,4.25,8.0,4.25,8.0,0.0,0.0,-0.28925,-1.296,0.28925,1.296,0.0,0.0,6.75,12.5,4.05,7.5,0.0,0.35175032305640996,0.3540538860018961,0.352905962380366,0.3540538860018961,0.002303562945486115,0.0,0.08,right,high,0.0032146447361552878,0.0032146447361552878,0.08,balanced,low,straight,0.012980954011525214,-0.00059157428432501,0.012999999999999998,1.568495380730029,0.003806219020480298,1.5814763347415544,0.0032146447361552878,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.5,0.5,0.31784841075794623,0.0
1.0,5.0,1.413,1.82,0.407,-6.635,-8.373,-1.7379999999999995,-7.433,-5.3762,5.395968217104322,3.8,4.4,-0.6,6.0,7.0,-1.0,4.8,4.8,0.0,8.0,8.0,4.8,8.0,4.8,8.0,0.0,0.0,-3.6244,-7.149,3.6244,7.149,0.0,0.0,7.9,13.5,4.74,8.1,0.0013801526700385949,0.3540538860018961,0.48383309405686464,0.43188141828400795,0.48383309405686464,0.12977920805496856,0.0,0.08,right,high,-0.16038355468869622,0.16038355468869622,0.08,left,moderate,left_curve,1.3037741151922337,-0.16359819942485151,1.314,1.5814763347415544,0.0032146447361552878,2.885250449933788,-0.16038355468869622,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6,0.6,0.5036855036855038,0.0
1.0,4.0,2.025,2.44,0.415,-9.508,-11.289,-1.7810000000000006,-10.39575,-4.9655000000000005,4.969897433549308,4.25,5.25,-1.0,6.0,7.0,-1.0,6.0,6.0,0.0,8.0,8.0,6.0,8.0,6.0,8.0,0.0,0.0,-7.0685,-10.393,7.0685,10.393,0.0,0.0,10.25,13.5,6.15,8.1,0.006946062728366438,0.5548999010518083,0.5909567339992009,0.5639829300735637,0.5909567339992009,0.03605683294739259,0.0,0.08,right,high,-0.42367594418788923,0.42367594418788923,0.09204737183182413,left,high,left_curve,1.319486733248624,-0.263292389499193,1.3454999999999997,2.885250449933788,-0.16038355468869622,4.204737183182412,-0.42367594418788923,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.75,0.75,0.45783132530120485,0.0
1.0,5.0,2.644,3.06,0.416,-12.401,-14.6,-2.199,-13.5204,-5.0782,5.079128212597118,3.8,4.6,-0.8,6.0,8.0,-2.0,4.8,4.8,0.0,8.0,8.0,4.8,8.0,4.8,8.0,0.0,0.0,-7.458,-13.6,7.458,13.6,0.0,0.0,7.8,13.0,4.68,7.8,0.0030808241047349284,0.5909567339992009,0.5723072513069427,0.5798649806881524,0.5910116163456537,-0.01864948269225819,0.0,0.08,right,high,-0.7464916331450695,0.7464916331450695,0.10539245180639342,left,high,left_curve,1.334507997456931,-0.32281568895718027,1.373,4.204737183182412,-0.42367594418788923,5.539245180639343,-0.7464916331450695,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6,0.6,0.5048076923076924,0.0
1.0,4.0,3.451,3.862,0.411,-16.145,-17.825,-1.6799999999999997,-17.055500000000002,-4.423,4.426108335773086,4.25,5.25,-1.0,6.0,7.0,-1.0,6.0,6.0,0.0,8.0,8.0,6.0,8.0,6.0,8.0,0.0,0.0,-12.3765,-17.126,12.3765,17.126,0.0,0.0,10.25,13.5,6.15,8.1,0.004941404873592143,0.4249133238365437,0.30821833433539053,0.395626958886818,0.4249133238365437,-0.11669498950115315,0.0,0.08,right,high,-1.1561510125583023,1.1561510125583023,0.11813513697446809,left,high,left_curve,1.2742685168074657,-0.4096593794132328,1.3385,5.539245180639343,-0.7464916331450695,6.813513697446808,-1.1561510125583023,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.75,0.75,0.4622871046228711,0.0
1.0,5.0,4.071,4.483,0.412,-18.813,-21.078,-2.2650000000000006,-19.9574,-4.7064,4.715591288481223,4.0,4.8,-0.8,7.0,8.0,-1.0,4.8,4.8,0.0,8.0,8.0,4.8,8.0,4.8,8.0,0.0,0.0,-11.5262,-20.005,11.5262,20.005,0.0,0.0,7.6,12.5,4.5600000000000005,7.5,0.002693116463918759,0.30821833433539053,0.11317910485491696,0.19147951177193775,0.30821833433539053,-0.19503922948047359,0.0,0.08,right,high,-1.6896534800974201,1.6896534800974201,0.1327891689811454,left,high,left_curve,1.4654032006677316,-0.5335024675391178,1.5594999999999999,6.813513697446808,-1.1561510125583023,8.27891689811454,-1.6896534800974201,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6,0.6,0.5339805825242718,0.0
1.0,5.0,4.91,5.321,0.411,-0.913,-1.302,-0.389,-1.0796,-0.43179999999999996,0.4965454661961984,1.6,1.8,-0.2,4.0,4.0,0.0,3.6,3.6,0.0,7.0,7.0,3.6,7.0,3.6,7.0,0.0,0.0,-0.063,-0.185,0.063,0.185,0.0,0.0,6.0040000000000004,11.32,3.6024000000000003,6.792,0.00037278877227063317,0.11317910485491696,0.22016583879208565,0.17713418784113308,0.22016583879208565,0.10698673393716869,0.0,0.08,right,high,-1.6984766388605932,1.6984766388605932,0.1379984211400359,left,high,straight,0.5209252158890487,-0.008823158763173173,0.521,8.27891689811454,-1.6896534800974201,8.799842114003589,-1.6984766388605932,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6,0.6,0.20681265206812652,0.0
1.0,3.0,5.547,5.748,0.201,-2.211,-2.392,-0.18100000000000005,-2.3316666666666666,-1.6500000000000001,1.6578576537206082,4.0,4.333333333333333,-0.3333333333333333,7.0,7.0,0.0,5.0,5.0,0.0,8.0,8.0,5.0,8.0,5.0,8.0,0.0,0.0,-0.6486666666666666,-1.428,0.6486666666666666,1.428,0.0,0.0,8.486666666666666,13.0,5.092,7.8,0.004254503325456811,0.4490151252344099,0.45028215666668137,0.44943746904516707,0.45028215666668137,0.0012670314322714704,0.0,0.08,right,high,-1.6987687919067944,1.6987687919067944,0.13806836014674717,left,high,straight,0.006993900671127331,-0.0002921530462012585,0.007,8.799842114003589,-1.6984766388605932,8.806836014674715,-1.6987687919067944,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,0.6218905472636815,0.0
1.0,4.0,6.14,6.555,0.415,-3.883,-6.884,-3.0010000000000003,-5.40525,-4.296,4.39034987216281,5.0,5.75,-0.75,7.0,7.0,0.0,6.0,6.0,0.0,8.0,8.0,6.0,8.0,6.0,8.0,0.0,0.0,-2.8649999999999998,-4.643,2.8649999999999998,4.643,0.0,0.0,9.625,13.0,5.775,7.8,0.0066956232316092,0.8765709931534231,1.0295668135769416,0.915061221726136,1.0295668135769416,0.15299582042351845,0.0,0.08,right,high,-1.8756717406724739,1.8756717406724739,0.15273704948053268,left,high,left_curve,1.466868933378553,-0.17690294876567955,1.4775000000000003,8.806836014674715,-1.6987687919067944,10.273704948053268,-1.8756717406724739,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.75,0.75,0.5180722891566266,0.0
1.0,5.0,6.759,7.175,0.416,-7.804,-9.485,-1.6809999999999992,-8.645199999999999,-4.7501999999999995,4.757378837132902,3.6,4.2,-0.6,6.0,7.0,-1.0,4.8,4.8,0.0,8.0,8.0,4.8,8.0,4.8,8.0,0.0,0.0,-4.5486,-8.701,4.5486,8.701,0.0,0.0,8.1,13.5,4.859999999999999,8.1,0.0022109686884551082,1.0295668135769416,1.127460133768107,1.088265211522491,1.127460133768107,0.09789332019116537,0.0,0.08,right,high,-2.0779850088044283,2.0779850088044283,0.1660390637170182,left,high,left_curve,1.330201423648551,-0.20231326813195455,1.3455,10.273704948053268,-1.8756717406724739,11.60390637170182,-2.0779850088044283,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6,0.6,0.46875000000000006,0.0
1.0,4.0,7.522,7.96,0.438,-10.204,-13.402,-3.1979999999999986,-11.754,-4.237,4.33930207521901,4.75,5.25,-0.5,6.0,7.0,-1.0,6.0,6.0,0.0,8.0,8.0,6.0,8.0,6.0,8.0,0.0,0.0,-7.78175,-10.921,7.78175,10.921,0.0,0.0,10.0,13.5,6.0,8.1,0.0069478166817039805,1.230416329942733,1.2170238919773189,1.2271022824057245,1.230552577760113,-0.013392437965414228,0.0,0.08,right,high,-2.388254446005835,2.388254446005835,0.1790697388510275,left,high,left_curve,1.303067513400933,-0.31026943720140643,1.3395000000000001,11.60390637170182,-2.0779850088044283,12.906973885102753,-2.388254446005835,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.75,0.75,0.4566210045662101,0.0
1.0,3.0,8.351,8.557,0.206,-15.418,-16.484,-1.0660000000000025,-15.773333333333333,-5.3069999999999995,5.30706105109033,4.0,4.666666666666667,-0.6666666666666666,6.0,7.0,-1.0,5.333333333333333,5.333333333333333,0.0,8.0,8.0,5.333333333333333,8.0,5.333333333333333,8.0,0.0,0.0,-9.427333333333333,-14.634,9.427333333333333,14.634,0.0,0.0,9.0,13.5,5.3999999999999995,8.1,0.0046542113386515505,1.2170238919773189,1.1315818546695906,1.1884450123038153,1.2170238919773189,-0.08544203730772826,0.0,0.08,right,high,-2.7680761806204477,2.7680761806204477,0.19190972892842223,left,high,left_curve,1.2839990077394712,-0.3798217346146129,1.339,12.906973885102753,-2.388254446005835,14.190972892842224,-2.7680761806204477,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6666666666666666,0.6666666666666666,0.6310679611650486,0.0
1.0,3.0,8.949,9.297,0.348,-18.15,-19.217,-1.0670000000000002,-18.505666666666666,-4.298333333333333,4.330868234738465,4.0,5.0,-1.0,6.0,7.0,-1.0,5.333333333333333,5.333333333333333,0.0,8.0,8.0,5.333333333333333,8.0,5.333333333333333,8.0,0.0,0.0,-11.88,-18.274,11.88,18.274,0.0,0.0,8.833333333333334,13.5,5.3,8.1,0.002752185490102642,1.1315818546695906,0.8796415484235028,1.047385015848854,1.1315818546695906,-0.25194030624608776,0.0,0.08,right,high,-3.512647406087016,3.512647406087016,0.21327445327688294,left,high,left_curve,2.1364724348460724,-0.744571225466568,2.2624999999999997,14.190972892842224,-2.7680761806204477,16.327445327688295,-3.512647406087016,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6666666666666666,0.6666666666666666,0.3879310344827587,0.0
1.0,3.0,9.53,9.737,0.207,-21.084,-22.389,-1.3049999999999997,-21.519000000000002,-5.2540000000000004,5.257890641692731,4.333333333333333,4.666666666666667,-0.3333333333333333,7.0,8.0,-1.0,5.333333333333333,5.333333333333333,0.0,8.0,8.0,5.333333333333333,8.0,5.333333333333333,8.0,0.0,0.0,-12.911666666666667,-20.301,12.911666666666667,20.301,0.0,0.0,8.833333333333334,12.5,5.3,7.5,0.00491403381629472,0.8796415484235028,0.621952998677442,0.7934579057690699,0.8796415484235028,-0.2576885497460608,0.0,0.08,right,high,-4.103285306636917,4.103285306636917,0.227615802800669,left,high,left_curve,1.434134952378602,-0.5906379005499012,1.551,16.327445327688295,-3.512647406087016,17.761580280066898,-4.103285306636917,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6666666666666666,0.6666666666666666,0.6521739130434784,0.0
1.0,3.0,10.127,10.334,0.207,-23.396,-24.166,-0.7699999999999996,-23.652666666666665,-3.8083333333333336,3.808357870088717,5.0,5.0,0.0,8.0,8.0,0.0,5.0,5.0,0.0,7.0,7.0,5.0,7.0,5.0,7.0,0.0,0.0,-14.90933333333333,-22.613,14.90933333333333,22.613,0.0,0.0,8.333333333333334,12.0,5.0,7.2,0.00271825146447338,0.621952998677442,0.29645938901291746,0.5130268806827675,0.621952998677442,-0.32549360966452456,0.0,0.08,right,high,-4.78072593286523,4.78072593286523,0.242715793245953,left,high,left_curve,1.5099990445284024,-0.6774406262283129,1.6549999999999998,17.761580280066898,-4.103285306636917,19.2715793245953,-4.78072593286523,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6666666666666666,0.6666666666666666,0.7246376811594203,0.0
1.0,5.0,10.723,11.147,0.424,-25.482,-27.031,-1.5489999999999995,-26.3678,-3.5904,3.6155092034179637,3.6,4.2,-0.6,6.0,6.0,0.0,4.8,4.8,0.0,8.0,8.0,4.8,8.0,4.8,8.0,0.0,0.0,-14.950399999999998,-26.029,14.950399999999998,26.029,0.0,0.0,8.1,14.0,4.86,8.4,0.00323429618434313,0.29645938901291746,-0.053891752208942524,0.08653100527000637,0.29645938901291746,-0.35035114122186,0.0,0.08,balanced,high,-5.434440852961614,5.434440852961614,0.2556529547259053,left,high,left_curve,1.2937161479952302,-0.6537149200963838,1.4495,19.2715793245953,-4.78072593286523,20.56529547259053,-5.434440852961614,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6,0.6,0.4599056603773585,0.0
1.0,4.0,11.353,11.768,0.415,-27.679,-28.453,-0.7740000000000009,-28.0885,-2.8125,2.826841081490079,5.0,5.25,-0.25,7.0,8.0,-1.0,6.0,6.0,0.0,8.0,8.0,6.0,8.0,6.0,8.0,0.0,0.0,-20.11725,-27.327,20.11725,27.327,0.0,0.0,9.875,12.5,5.925,7.5,0.002908236564973599,-0.42367330219613725,-0.8496707163091719,-0.5305682311069937,0.8496707163091719,-0.42599741411303466,0.0,0.08,left,high,-6.187657320905145,6.187657320905145,0.2695534065736801,left,high,left_curve,1.3900451847774775,-0.7532164679435314,1.581,20.56529547259053,-5.434440852961614,21.95534065736801,-6.187657320905145,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.75,0.75,0.49397590361445787,0.0
1.0,5.0,11.972,12.388,0.416,-29.136,-30.307,-1.1709999999999994,-29.7372,-2.7688,2.7696264007984905,4.2,4.4,-0.2,7.0,7.0,0.0,4.8,4.8,0.0,8.0,8.0,4.8,8.0,4.8,8.0,0.0,0.0,-17.0076,-29.016,17.0076,29.016,0.0,0.0,7.7,13.0,4.62,7.8,0.0016151897189188083,-0.8496707163091719,-1.2729488718600426,-1.1032176472948525,1.2729488718600426,-0.42327815555087067,0.0,0.08,left,high,-6.907999018893203,6.907999018893203,0.28213178418861684,left,high,left_curve,1.2578377614936744,-0.7203416979880577,1.4494999999999996,21.95534065736801,-6.187657320905145,23.213178418861684,-6.907999018893203,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.6,0.6,0.5168269230769231,0.0
1.0,4.0,12.594,13.009,0.415,-30.874,-32.078,-1.2040000000000042,-31.502,-2.835,2.8358763195880035,5.0,4.5,0.5,7.0,6.0,1.0,6.0,6.0,0.0,8.0,8.0,6.0,8.0,6.0,8.0,0.0,0.0,-22.5895,-30.744,22.5895,30.744,0.0,0.0,10.25,13.5,6.15,8.1,0.00375973707981113,-1.6559959758007436,-2.1082822886209542,-1.7695887576655183,2.1082822886209542,-0.4522863128202106,0.0,0.08,left,high,-7.636312979597716,7.636312979597716,0.2937531877487595,left,high,left_curve,1.1621403560142687,-0.728313960704513,1.3715,23.213178418861684,-6.907999018893203,24.375318774875954,-7.636312979597716,barely_moving,balanced,left_arc,1.0,4.5,0.15000000000000002,hesitating_left_arc,0.75,0.75,0.45783132530120485,0.0
1.0,2.0,13.213,13.214,0.001,-32.269,-32.269,0.0,-32.269,-2.146,2.146,4.0,3.5,0.5,8.0,7.0,1.0,4.0,4.0,0.0,8.0,8.0,4.0,8.0,4.0,8.0,0.0,0.0,-15.6475,-31.295,15.6475,31.295,0.0,0.0,6.25,12.5,3.75,7.5,0.0,-2.1082822886209542,-2.1107795122905686,-2.1095309004557614,2.1107795122905686,-0.002497223669614357,0.0,0.08,left,high,-7.640317191651741,7.640317191651741,0.29381660406040444,left,high,drift_right,0.006341631164487331,-0.004004212054025492,0.007499999999999999,24.375318774875954,-7.636312979597716,24.381660406040442,-7.640317191651741,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.5,0.5,75.00000000000001,0.0
2.0,3.0,13.826,14.222,0.396,-0.562,-0.83,-0.2679999999999999,-0.6513333333333334,-0.3363333333333333,0.35545792062258696,3.3333333333333335,2.6666666666666665,0.6666666666666666,6.0,5.0,1.0,4.0,4.0,0.0,7.0,7.0,4.0,7.0,4.0,7.0,0.0,0.0,-0.11533333333333333,-0.284,0.11533333333333333,0.284,0.0,0.0,6.973333333333334,11.86,4.184,7.116,0.0007176804595849331,-2.1107795122905686,-1.6587089799356882,-1.959841629583704,2.1107795122905686,0.45207053235488037,0.0,0.08,left,high,-7.671821761763752,7.671821761763752,0.3155743229107369,left,high,drift_right,2.175771885033245,-0.031504570112011264,2.176,24.381660406040442,-7.640317191651741,26.557432291073688,-7.671821761763752,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,0.22727272727272727,0.0
2.0,5.0,14.426,14.838,0.412,-1.04,-1.577,-0.5369999999999999,-1.2856,-0.8614,0.8861587893825803,3.6,3.8,-0.2,6.0,6.0,0.0,4.8,4.8,0.0,8.0,8.0,4.8,8.0,4.8,8.0,0.0,0.0,-0.37760000000000005,-0.802,0.37760000000000005,0.802,0.0,0.0,8.251999999999999,14.0,4.9512,8.4,0.00040146483167606664,-1.6587089799356882,-1.3864693858568755,-1.495588173095158,1.6587089799356882,0.2722395940788127,0.0,0.08,left,high,-7.699997497603066,7.699997497603066,0.32908138294509465,left,high,drift_right,1.3507060034357785,-0.028175735839314157,1.351,26.557432291073688,-7.671821761763752,27.908138294509467,-7.699997497603066,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6,0.6,0.44902912621359226,0.0
2.0,3.0,15.048,15.254,0.206,-1.918,-1.928,-0.010000000000000009,-1.9246666666666667,-1.0003333333333333,1.0212298141619902,4.333333333333333,4.333333333333333,0.0,7.0,7.0,0.0,5.333333333333333,5.333333333333333,0.0,8.0,8.0,5.333333333333333,8.0,5.333333333333333,8.0,0.0,0.0,-0.9036666666666667,-1.526,0.9036666666666667,1.526,0.0,0.0,9.0,13.0,5.3999999999999995,7.8,0.0015744901453176353,-1.1481600225399708,-1.1468372813325283,-1.1477191088041565,1.1481600225399708,0.0013227412074425793,0.0,0.08,left,high,-7.7002330027885435,7.7002330027885435,0.32915134331766915,left,high,drift_left,0.006996037257448894,-0.0002355051854778513,0.007,27.908138294509467,-7.699997497603066,27.915134331766914,-7.7002330027885435,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,0.6310679611650486,0.0
2.0,3.0,15.601,15.835,0.234,-1.987,-2.327,-0.33999999999999986,-2.2136666666666667,-0.6869999999999999,0.7069773688032737,4.666666666666667,4.666666666666667,0.0,7.0,7.0,0.0,5.333333333333333,5.333333333333333,0.0,8.0,8.0,5.333333333333333,8.0,5.333333333333333,8.0,0.0,0.0,-1.059,-1.595,1.059,1.595,0.0,0.0,8.666666666666666,13.0,5.2,7.8,0.0001413125097676212,-0.6903025120789088,-0.6890276713869512,-0.6898775651815896,0.6903025120789088,0.0012748406919576016,0.0,0.08,left,high,-7.700517221319817,7.700517221319817,0.32922128559374486,left,high,straight,0.006994227607569005,-0.0002842185312740023,0.007,27.915134331766914,-7.7002330027885435,27.922128559374485,-7.700517221319817,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,0.5982905982905983,0.0
3.0,5.0,16.457,16.873,0.416,-0.208,-0.194,0.013999999999999985,-0.2036,-0.1708,0.1880978468776291,1.0,1.2,-0.2,4.0,5.0,-1.0,5.0,5.0,0.0,8.0,8.0,5.0,8.0,5.0,8.0,0.0,0.0,-0.1058,-0.199,0.1058,0.199,0.0,0.0,8.068000000000001,13.22,4.8408,7.932,9.973310011396194e-05,-0.6890276713869512,-0.642211491075775,-0.6613314265361984,0.6890276713869512,0.04681618031117618,0.0,0.08,left,high,-7.701316807157271,7.701316807157271,0.3313662706880367,left,high,straight,0.2144985094291873,-0.0007995858374537737,0.2145,27.922128559374485,-7.700517221319817,28.136627068803673,-7.701316807157271,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.2,0.4,0.13221153846153846,1.0
3.0,4.0,17.265,17.675,0.41,-0.576,-0.302,0.27399999999999997,-0.4485,-0.209,0.3371742872758835,4.5,4.25,0.25,6.0,6.0,0.0,6.25,6.25,0.0,8.0,8.0,6.25,8.0,6.25,8.0,0.0,0.0,-0.32025000000000003,-0.443,0.32025000000000003,0.443,0.0,0.0,10.625,14.0,6.375,8.4,0.001498289050226369,-0.26810235563658646,0.0,-0.20070210538187605,0.26810235563658646,0.26810235563658646,0.0,0.08,balanced,high,-7.707855931836958,7.707855931836958,0.3437360975907103,left,high,straight,1.236982690267359,-0.006539124679687265,1.2369999999999999,28.136627068803673,-7.701316807157271,29.37360975907103,-7.707855931836958,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.75,0.75,0.4268292682926829,0.0
