idx,x,y
0,0.0,0.0
1,0.04993265906188854,0.002594139358091663
2,0.04993265906188854,0.002594139358091663
3,0.07564545948262966,0.006447954937895106
4,8.730523052588286,1.7206308064323355
5,16.873836741909017,3.5487878449062062
6,22.927347432321216,5.062924008223506
7,33.3996825671281,5.903300604928358
8,38.9954022620453,6.303326973953908
9,49.38041706410553,5.3797775378163415
10,60.273207850257705,4.803953876338075
11,68.70849238967914,4.454982546573387
12,78.69236730571686,5.776830745464893
13,83.99905982209408,6.479414218531249
14,89.01870831779051,7.596748201569674
15,100.21515816313914,9.141421989329679
16,106.1867503958783,9.922826145889639
17,117.6328981411984,9.424277459898148
18,129.1018670721407,8.406953685930132
19,137.9715683136079,7.637662527060276
20,150.60205464828093,9.33482219828679
21,156.91804421400374,10.236307531323526
22,168.85422688001916,12.350646048097241
23,180.7701890317225,13.218172560183861
24,187.2168492296632,13.64082199208578
25,199.4310647006571,13.009893566561878
26,206.0216911546842,12.658264581013126
27,218.2464540967281,12.283696481957422
28,230.55831921586923,12.783357655229365
29,240.0643513392883,13.240131415995911
30,247.35772969989293,13.86385578546058
31,256.881734565403,15.605824591650903
