host_time_s,host_time_ns,host_monotonic_ns,source,tick,t_ms,run,yaw,yaw_rate,left_encoder,right_encoder,encoder_diff,left_output,right_output,left_core,right_core,raw_left_delta,raw_right_delta,left_clamped,right_clamped,anomaly_flags,raw_line
1774525396.1661851,1774525396166185101,15510949905401,HB,735436,0.0,0,40.439,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,HB tick=735436 run=0 spd=2 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 y=40.439 yr=0.004 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1731 fail=0 vofa=firewater rx=1834 txdrop=86867
1774525396.1661851,1774525396166185102,15510949905402,HB,735833,0.0,0,40.439,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,HB tick=735833 run=0 spd=2 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 y=40.439 yr=0.003 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1732 fail=0 vofa=firewater rx=1834 txdrop=86867
1774525396.3127477,1774525396312747800,15511096467400,HB,736060,0.0,0,40.439,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,HB tick=736060 run=0 spd=2 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 y=40.439 yr=0.002 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1733 fail=0 vofa=firewater rx=1834 txdrop=86867
1774525396.7498243,1774525396749824300,15511533544200,HB,736474,0.0,0,40.439,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,HB tick=736474 run=0 spd=2 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 y=40.439 yr=0.001 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1734 fail=0 vofa=firewater rx=1834 txdrop=86867
1774525396.9585943,1774525396958594200,15511742313800,STAT,736680,0.0,0,40.438751,0.001124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,STAT tick=736680 run=0 spd=2 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 y=40.438751 p=-0.129521 r=-179.097214 yr=0.001124 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=1960 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.100000 ski=0.012000 skd=0.000000 akp=7.000000 aki=0.080000 akd=0.450000 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1735 fail=0 vofa=firewater rx=1840 txdrop=86867
1774525397.1354375,1774525397135437600,15511919157100,HB,736875,0.0,0,40.439,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,HB tick=736875 run=0 spd=2 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 y=40.439 yr=0.001 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1735 fail=0 vofa=firewater rx=1840 txdrop=86867
1774525397.5113044,1774525397511304400,15512295024200,HB,737246,0.0,0,40.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,HB tick=737246 run=0 spd=2 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 y=40.439 yr=0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1736 fail=0 vofa=firewater rx=1840 txdrop=86867
1774525397.9391086,1774525397939108500,15512722832300,HB,737660,0.0,0,40.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,HB tick=737660 run=0 spd=2 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 y=40.439 yr=0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1737 fail=0 vofa=firewater rx=1840 txdrop=86867
1774525398.3137674,1774525398313767500,15513097487200,HB,738058,0.0,0,40.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,HB tick=738058 run=0 spd=2 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 y=40.439 yr=0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1738 fail=0 vofa=firewater rx=1840 txdrop=86867
1774525398.6271603,1774525398627160200,15513410880000,HB,738367,0.0,0,40.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,HB tick=738367 run=0 spd=2 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 y=40.439 yr=0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 dz=10 dzl=10 dzr=12 dzt=1.000 sbf=-1 sbo=0 sbv=18.000 siv=18.000 hdt=1200 ok=1739 fail=0 vofa=firewater rx=1840 txdrop=86867
