idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,1426931.0,0.0,-0.142,-0.142,-0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,1426932.0,0.001,-0.142,-0.142,-0.215,2.0,2.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.608,6.406,0.0019999938576974914,-4.956730001368476e-06,0.002,0.0019999938576974914,-4.956730001368476e-06,0.002,0.0,0.001999999512872037,4.197696171486886e-06,1.3958909752246484e-06,1.3958909752246484e-06,balanced
2,1,2,1427142.0,0.211,-0.408,-0.40800000000000003,-0.581,4.0,4.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,-0.142,0.142,0.028,11.128,6.743,0.8419786966573419,-0.005986498590298486,0.842,0.8399787027996445,-0.005981541860297117,0.84,-0.00552687596464871,0.8419934642760131,0.0017672168011345602,-0.003312084939452628,0.003312084939452628,balanced
3,1,3,1427347.0,0.416,-1.024,-1.024,-1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419786966573419,-0.005986498590298486,0.842,0.0,-0.0,0.0,0.0,0.8419934642760131,0.0017672168011345602,-0.003312084939452628,0.003312084939452628,balanced
4,1,4,1427348.0,0.417,-1.024,-1.024,-1.43,5.0,6.0,-1.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,-0.408,0.408,0.078,12.028,7.31,0.8474778182908047,-0.006084790300942616,0.8474999999999999,0.0054991216334628066,-9.829171064412986e-05,0.0055,0.0,0.8474928703739983,0.0017787592219073605,-0.003392909251652422,0.003392909251652422,balanced
5,1,5,1427740.0,0.809,-2.675,-2.675,-3.031,7.0,8.0,-1.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,-1.685,1.685,0.32,14.828,9.053,3.7842742000763065,-0.14329634933145438,3.7874999999999996,2.936796381785502,-0.13721155903051177,2.94,-0.009801151683818496,3.7847102636914265,0.007943533826801038,-0.13127560703977598,0.13127560703977598,balanced
6,1,6,1427945.0,1.014,-4.071,-4.071,-4.355,9.0,9.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,-2.674,2.674,0.472,15.728,9.631,5.624618975917006,-0.2742776687470426,5.632499999999999,1.8403447758406988,-0.13098131941558827,1.845,-0.013205851684466577,5.625461792931911,0.011806992591276143,-0.2564107643650534,0.2564107643650534,balanced
7,1,7,1428149.0,1.218,-5.14,-5.14,-4.664,10.0,10.0,0.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-4.071,4.071,0.706,17.128,10.511,7.656415651947386,-0.45704054044667375,7.672499999999999,2.0317966760303805,-0.18276287169963115,2.04,-0.009145867501872244,7.657828730732516,0.01607262308716115,-0.432719102610832,0.432719102610832,balanced
8,1,8,1428354.0,1.423,-5.465,-5.465,-3.586,12.0,11.0,1.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-5.139,5.139,0.85,18.148,11.168,10.003199780643055,-0.6815633751475425,10.03,2.3467841286956683,-0.2245228347008688,2.3575,-0.002406074260437573,10.005314174744838,0.020999639617680775,-0.649786696116358,0.649786696116358,balanced
9,1,9,1428519.0,1.588,-4.618,-4.618,-0.535,13.0,11.0,2.0,13.0,11.0,13.0,11.0,2.0,12.0,12.0,1.0,-5.464,5.464,0.835,19.568,12.056,11.976771976027297,-0.8409772691662795,12.01,1.9735721953842436,-0.15941389401873693,1.98,0.007466130689086843,11.979382762072868,0.025142910702472075,-0.8029311133332516,0.8029311133332516,balanced
