idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,1074469.0,0.0,0.057,0.057,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,1074470.0,0.001,0.057,0.057,0.098,2.0,3.0,-1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.336,6.245,0.002499998762872606,2.4870937738449264e-06,0.0025,0.002499998762872606,2.4870937738449264e-06,0.0025,0.0,0.0024997470542253908,5.2985762441948305e-06,-3.556212720695593e-05,3.556212720695593e-05,balanced
2,1,2,1074675.0,0.206,0.022,0.022,0.004,4.0,4.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.057,-0.057,-0.012,11.236,6.811,0.8224999383145926,0.0003173444830967975,0.8224999999999999,0.8199999395517199,0.00031485738932295255,0.82,-0.0007449576075585554,0.8224095024991052,0.0017432161568411806,-0.012200796457766802,0.012200796457766802,balanced
3,1,3,1074884.0,0.415,0.008,0.008,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8224999383145926,0.0003173444830967975,0.8224999999999999,0.0,0.0,0.0,0.0,0.8224095024991052,0.0017432161568411806,-0.012200796457766802,0.012200796457766802,balanced
4,1,4,1074885.0,0.416,0.008,0.008,-0.02,5.0,6.0,-1.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.022,-0.022,-0.003,12.256,7.453,0.8279999382609798,0.00031811242796517974,0.8279999999999998,0.005499999946387334,7.679448683822582e-07,0.0055,0.0,0.8279088770984048,0.0017548728784924864,-0.012283736294863694,0.012283736294863694,balanced
5,1,5,1075090.0,0.621,-0.207,-0.207,-0.379,7.0,8.0,-1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.008,-0.008,0.0,12.776,7.797,2.3654899041226822,-0.005236603998774203,2.3655,1.5374899658617023,-0.005554716426739383,1.5374999999999999,-0.002440623019048981,2.365136223458738,0.005013249075229515,-0.04123776195571434,0.04123776195571434,balanced
6,1,6,1075295.0,0.826,-0.58,-0.58,-0.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3654899041226822,-0.005236603998774203,2.3655,0.0,-0.0,0.0,0.0,2.365136223458738,0.005013249075229515,-0.04123776195571434,0.04123776195571434,balanced
7,1,7,1075296.0,0.827,-0.58,-0.58,-0.882,8.0,9.0,-1.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,-0.207,0.207,0.044,14.176,8.67,2.373989468614876,-0.005322647261357112,2.374,0.008499564492193943,-8.60432625829083e-05,0.0085,0.0,2.3736334939505257,0.005031260271799256,-0.04145315506005682,0.04145315506005682,balanced
8,1,8,1075506.0,1.037,-1.136,-1.136,-1.497,9.0,9.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,-0.58,0.58,0.114,16.196,9.921,4.263617994138366,-0.04279310933378228,4.264,1.88962852552349,-0.03747046207242517,1.89,-0.005134407746607657,4.262472869424537,0.00903492913384245,-0.10767863096583799,0.10767863096583799,balanced
9,1,9,1075711.0,1.242,-1.857,-1.857,-2.202,10.0,10.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-1.136,1.136,0.211,17.716,10.876,6.312541369311485,-0.1092235441449009,6.314,2.0489233751731186,-0.06643043481111863,2.05,-0.006138450686282495,6.310147885655644,0.013375273161248645,-0.2052851261540831,0.2052851261540831,balanced
