idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,171350.0,0.0,-0.061,-0.061,-0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,171351.0,0.001,-0.061,-0.061,-0.106,2.0,3.0,-1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,-0.0,-0.0,10.3,6.223,0.00249999858314836,-2.661626606473902e-06,0.0025,0.00249999858314836,-2.661626606473902e-06,0.0025,0.0,0.0024977807119775527,6.879329950165688e-05,0.00010531626119889307,0.00010531626119889307,balanced
2,1,2,171577.0,0.227,-0.225,-0.225,-0.323,4.0,4.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,-0.061,0.061,0.0,11.44,6.935,0.9064930281839977,-0.003552652200927098,0.9065,0.9039930296008494,-0.0035499905743206243,0.904,-0.0031663052801667044,0.9058005907340666,0.024947350673475123,0.035602265513178785,0.035602265513178785,balanced
3,1,3,171979.0,0.629,-0.648,-0.648,-0.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9064930281839977,-0.003552652200927098,0.9065,0.0,-0.0,0.0,0.0,0.9058005907340666,0.024947350673475123,0.035602265513178785,0.035602265513178785,balanced
4,1,4,171980.0,0.63,-0.648,-0.648,-0.802,6.0,6.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-0.334,0.334,0.0,14.0,8.532,0.9124926444578688,-0.003620509155625045,0.9125,0.005999616273871115,-6.785695469794663e-05,0.006,0.0,0.9117975393317695,0.025112517246745358,0.03579359642158155,0.03579359642158155,balanced
5,1,5,172185.0,0.835,-1.046,-1.046,-1.198,6.0,6.0,0.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,-0.648,0.648,0.0,14.0,8.564,2.1422876787730467,-0.026074318937725896,2.1425,1.2297950343151778,-0.02245380978210085,1.23,-0.005647488148729622,2.141414797439322,0.058978351786891,0.0664758154427837,0.0664758154427837,balanced
6,1,6,172390.0,1.04,-1.244,-1.244,-1.116,7.0,7.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-1.047,1.047,0.0,13.0,7.998,3.5769494579512306,-0.05722844170322221,3.5774999999999997,1.434661779178184,-0.03115412276549631,1.4349999999999998,-0.002408189490556633,3.5760834009430753,0.09849166312490588,0.0973140728610056,0.0973140728610056,balanced
7,1,7,172551.0,1.201,-1.444,-1.444,-1.16,7.0,7.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-1.244,1.244,0.0,13.0,8.024,4.7035915593060444,-0.08562871379365031,4.7044999999999995,1.1266421013548134,-0.028400272090428103,1.127,-0.003097301245775209,4.702900810150824,0.12952620796849118,0.11760018402939076,0.11760018402939076,balanced
8,1,8,172782.0,1.432,-1.71,-1.71,-1.157,7.0,6.0,1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-1.444,1.444,0.0,13.5,8.36,6.204422892045108,-0.13043452445127965,6.2059999999999995,1.5008313327390634,-0.04480581065762935,1.5015,-0.003091958581621656,6.204266841264757,0.17087648445383657,0.13765736771003387,0.13765736771003387,balanced
9,1,9,172987.0,1.637,-1.832,-1.832,-0.961,7.0,8.0,-1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-1.71,1.71,0.0,12.5,7.791,7.74113701645093,-0.17958683723152852,7.743499999999999,1.536714124405822,-0.049152312780248855,1.5374999999999999,-0.0013849116666231412,7.7416699069195305,0.21321928462167802,0.15492188957725217,0.15492188957725217,balanced
10,1,10,173191.0,1.841,-1.92,-1.92,-0.775,7.0,8.0,-1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-1.832,1.832,0.0,12.5,7.824,9.27027804646947,-0.23084803419216787,9.273499999999999,1.5291410300185402,-0.05126119696063937,1.5299999999999998,-0.0010038495044150395,9.27159802797992,0.2553562115918549,0.16975241177399866,0.16975241177399866,balanced
11,1,11,173417.0,2.067,-2.042,-2.042,-0.692,7.0,7.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-1.92,1.92,0.0,13.0,8.157,10.851273438256676,-0.28721798316870445,10.8555,1.5809953917872066,-0.056369948976536556,1.582,-0.001345955554635324,10.853552771823361,0.2989260437910663,0.1817185486290578,0.1817185486290578,balanced
12,1,12,173617.0,2.267,-2.084,-2.084,-0.524,7.0,7.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-2.042,2.042,0.0,13.0,8.187,12.250347460991252,-0.33812848217720043,12.2555,1.399074022734575,-0.05091049900849599,1.4000000000000001,-0.000523598775598302,12.253520108505914,0.3374836208526211,0.1912818232752887,0.1912818232752887,balanced
13,1,13,173821.0,2.471,-2.214,-2.214,-0.564,7.0,7.0,0.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,-2.084,2.084,0.0,13.0,8.221,13.677281468514519,-0.3932949409505259,13.683499999999999,1.426934007523267,-0.05516645877332547,1.428,-0.001588885173384192,13.681505248643424,0.37681285778616264,0.19779638745552738,0.19779638745552738,balanced
