idx,x,y
0,0.0,0.0
1,0.013448731050970279,0.0011754289083853032
2,4.844133353536544,0.8254243767884618
3,4.844133353536544,0.8254243767884618
4,4.858689940258117,0.8290445678079178
5,10.537662106083058,1.9651552093325826
6,15.056710089871588,2.8054037262707667
7,21.190839162309327,2.2147542763648866
8,25.955045072591613,1.6947559163373533
9,32.09310147732889,2.610561339046628
10,37.58627000196623,4.015552285613044
11,40.46171203893296,4.750982154495601
12,43.314835368671176,5.204863488440416
13,48.7734429575766,5.0815622705059145
14,53.83452518768638,4.816853638106057
15,58.452253088591554,4.671977714633897
16,61.7019856790971,4.713668123676488
17,67.20551921908555,6.132572921124918
18,71.92286964575194,7.356340546955232
19,77.57596013414945,7.209395217020727
20,80.5506771980029,7.092830256508749
21,86.02214904336118,6.963505682465028
22,91.67812565066659,7.5221655679176935
23,97.45941531135952,8.66930368478288
24,102.82833410218436,9.662435608309679
25,108.48382103319554,10.226031051124638
26,114.5843567201809,10.44599600701067
27,120.47833705680597,10.461220706584585
28,126.36877167800237,10.6661986893311
