idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,26248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,26249.0,0.001,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9.304,5.602,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0009999830400666677,2.112986052567511e-06,-5.8240517705041346e-06,5.8240517705041346e-06,balanced
2,1,2,26641.0,0.393,1.796,1.796,2.697,3.0,2.0,1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.218,-0.218,-0.259,12.604,7.639,0.9805185757983655,0.030714160674541312,0.981,0.9795185757983655,0.030714160674541312,0.98,0.03198582996512057,0.9806808271305449,0.002072200054121981,0.02500304881703325,0.02500304881703325,balanced
3,1,3,26851.0,0.603,4.284,4.284,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805185757983655,0.030714160674541312,0.981,0.0,0.0,0.0,0.0,0.9806808271305449,0.002072200054121981,0.02500304881703325,0.02500304881703325,balanced
4,1,4,26852.0,0.604,4.284,4.284,5.9,4.0,5.0,-1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,1.796,-1.796,-2.119,13.124,7.983,0.9850060029453086,0.031050311832324432,0.9854999999999999,0.0044874271469430085,0.0003361511577831208,0.0045000000000000005,0.0,0.9851701359327684,0.002081686061888807,0.025313059265694982,0.025313059265694982,balanced
5,1,5,27058.0,0.81,3.832,3.832,3.07,5.0,7.0,-2.0,8.0,10.0,8.0,10.0,-2.0,9.0,9.0,-1.0,4.284,-4.284,-4.992,14.024,8.555,2.2182426756986255,0.11365363486673932,2.2215,1.233236672753317,0.0826033230344149,1.236,-0.006382595646451758,2.2188669791041007,0.004688514496242855,0.10073254712585859,0.10073254712585859,balanced
6,1,6,27449.0,1.201,-0.519,-0.5190000000000001,-5.167,7.0,10.0,-3.0,9.0,11.0,9.0,11.0,-2.0,10.0,10.0,-1.0,2.384,-2.384,-2.245,16.204,9.932,5.541606326632181,0.08354892338178345,5.545,3.323363650933555,-0.030104711484955877,3.3235,-0.022849187830381607,5.541998934613472,0.011710365059192974,0.05127290425955383,0.05127290425955383,balanced
7,1,7,27659.0,1.411,-5.12,-5.12,-11.026,9.0,11.0,-2.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-0.519,0.519,1.139,17.224,10.586,7.633227273640313,-0.1038592248850534,7.645,2.091620947008132,-0.18740814826683685,2.1,-0.038239332802028146,7.632492933112066,0.016127624637424547,-0.14831377425722872,0.14831377425722872,balanced
8,1,8,27864.0,1.616,-8.468,-8.468,-12.883,11.0,10.0,1.0,13.0,11.0,13.0,11.0,2.0,12.0,12.0,1.0,-5.12,5.12,6.443,19.244,11.844,9.762261281422436,-0.42082995493309006,9.7975,2.129034007782124,-0.31697073004803666,2.1525,-0.027146863348092985,9.759644778677819,0.02062234304892283,-0.4776787327853024,0.4776787327853024,balanced
9,1,9,28029.0,1.781,-9.343,-9.343,-10.229,14.0,10.0,4.0,15.0,9.0,15.0,9.0,6.0,12.0,12.0,3.0,-8.468,8.468,10.014,19.664,12.133,11.715994910687169,-0.7422718717393042,11.7775,1.9537336292647334,-0.3214419168062141,1.98,-0.007712944926742615,11.711473178385763,0.024746599181619935,-0.8104938437606499,0.8104938437606499,balanced
10,1,10,28262.0,2.014,-7.437,-7.437,-3.787,15.0,13.0,2.0,16.0,10.0,16.0,10.0,6.0,13.0,13.0,3.0,-9.343,9.343,10.57,20.544,12.719,14.950554258988697,-1.1644919829552354,15.0395,3.2345593483015285,-0.4222201112159313,3.262,0.010198030515944794,14.943518636990115,0.03157598198279211,-1.2515450352509194,1.2515450352509194,balanced
11,1,11,28471.0,2.223,-3.189,-3.189,4.652,16.0,13.0,3.0,15.0,11.0,15.0,11.0,4.0,13.0,13.0,2.0,-7.437,7.437,7.892,20.5,12.745,17.97636141682502,-1.3330781436757397,18.07,3.025807157836322,-0.1685861607205043,3.0305,0.0244651333524894,17.96829262281094,0.037967395624949815,-1.4377507942961782,1.4377507942961782,balanced
