seg_index,sample_n,t0_s,t1_s,duration_s,yaw_start,yaw_end,yaw_delta,yaw_mean,yr_mean,yr_rms,el_mean,er_mean,ed_mean,el_end,er_end,ed_end,outL_mean,outR_mean,out_diff_mean,outL_end,outR_end,x_local,y_local,path_len,x_total_start,y_total_start,x_total_end,y_total_end,motion_level,wheel_bias,turn_state,turn_conf,turn_yaw_eps,turn_y_eps,state,enc_active_ratio,enc_nonzero_ratio,speed_proxy,stiction
1.0,4.0,0.0,0.407,0.407,0.041,-0.171,-0.21200000000000002,-0.065,-0.091,0.12869343417595164,2.75,3.5,-0.75,5.0,7.0,-2.0,-30.0,-30.0,0.0,-60.0,-60.0,0.012499971613864872,-1.325574948186141e-05,0.0125,0.0,0.0,0.012499971613864872,-1.325574948186141e-05,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.5,0.5,0.30712530712530717,0.0
1.0,3.0,0.829,1.252,0.423,-0.389,-0.21,0.17900000000000002,-0.3293333333333333,-0.21533333333333335,0.2463845233234696,1.0,1.0,0.0,9.0,9.0,0.0,4.0,4.0,0.0,12.0,12.0,3.7919746278530893,-0.013879630209382906,3.804,0.012499971613864872,-1.325574948186141e-05,3.804474599466954,-0.013892885958864768,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,0.6666666666666666,0.6666666666666666,0.3546099290780142,0.0
1.0,2.0,1.638,2.051,0.413,-0.153,-0.501,-0.348,-0.327,-0.1295,0.19930504258548004,10.5,11.0,-0.5,13.0,15.0,-2.0,-47.5,-47.5,0.0,-35.0,-35.0,5.78177895763864,-0.05055773933872667,5.782,3.804474599466954,-0.013892885958864768,9.586253557105593,-0.06445062529759144,barely_moving,balanced,straight,0.0,4.5,0.17346,hesitating_straight,1.0,1.0,0.5205811138014528,0.0
1.0,2.0,2.473,2.894,0.421,-0.931,-1.138,-0.20699999999999985,-1.0345,-0.5305,0.5305680917657978,2.5,3.5,-1.0,13.0,14.0,-1.0,-4.0,-4.0,0.0,-40.0,-40.0,5.682378986479221,-0.11287738488898463,5.6834999999999996,9.586253557105593,-0.06445062529759144,15.268632543584815,-0.17732801018657607,barely_moving,balanced,straight,0.0,4.5,0.170505,hesitating_straight,1.0,1.0,0.498812351543943,0.0
1.0,3.0,3.281,3.672,0.391,-1.201,-1.489,-0.28800000000000003,-1.29693,-0.43652,0.44012302583103585,-5.666666666666667,-5.333333333333333,-0.3333333333333333,-6.0,-5.0,-1.0,44.0,44.0,0.0,60.0,60.0,-2.149910856804824,0.050044852978149576,2.1505,15.268632543584815,-0.17732801018657607,13.11872168677999,-0.12728315720842648,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.4219948849104859,0.0
1.0,2.0,4.033,4.364,0.331,-1.469,-1.49,-0.020999999999999908,-1.4795,-0.2715,0.27512269989951754,10.5,10.5,0.0,11.0,11.0,0.0,-18.5,-19.5,1.0,-19.0,-19.0,3.639768899579335,-0.0946750107210807,3.641,13.11872168677999,-0.12728315720842648,16.758490586359326,-0.22195816792950718,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.634441087613293,0.0
1.0,2.0,4.614,5.035,0.421,-1.575,-1.675,-0.10000000000000009,-1.625,-0.261,0.2610478883270271,9.0,9.0,0.0,7.0,7.0,0.0,-6.5,-6.5,0.0,33.0,33.0,2.945740774333119,-0.08614110767407242,2.947,16.758490586359326,-0.22195816792950718,19.704231360692447,-0.3080992756035796,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.42755344418052255,0.0
1.0,2.0,5.396,5.726,0.33,-1.717,-1.801,-0.08399999999999985,-1.759,-0.2165,0.21666679487175694,-1.5,-1.5,0.0,3.0,3.0,0.0,60.0,59.5,0.5,60.0,60.0,0.9895109518724082,-0.031113921716179768,0.9899999999999999,19.704231360692447,-0.3080992756035796,20.693742312564854,-0.33921319731975935,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.2727272727272727,0.0
1.0,2.0,5.976,6.398,0.422,-1.843,-1.705,0.1379999999999999,-1.774,-0.11149999999999999,0.1455146040780787,0.0,1.0,-1.0,9.0,10.0,-1.0,22.5,21.0,1.5,-15.0,-17.0,4.0072250851876685,-0.11928166934898125,4.0089999999999995,20.693742312564854,-0.33921319731975935,24.70096739775252,-0.4584948666687406,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.4265402843601896,0.0
1.0,2.0,6.759,7.089,0.33,-1.811,-1.699,0.11199999999999988,-1.755,-0.035,0.0864060183089118,9.0,10.0,-1.0,10.0,11.0,-1.0,-38.5,-38.5,0.0,-21.0,-21.0,3.4634767088717973,-0.10273308669842304,3.4650000000000003,24.70096739775252,-0.4584948666687406,28.16444410662432,-0.5612279533671637,barely_moving,balanced,straight,0.0,4.5,0.15000000000000002,hesitating_straight,1.0,1.0,0.5757575757575757,0.0
