idx,x,y
0,0.0,0.0
1,0.0099977516650026,-0.00021204161133548757
2,2.419991620817174,-0.09856625173447234
3,2.419991620817174,-0.09856625173447234
4,2.4334059575258555,-0.0970478411621563
5,5.433462053826936,0.38160382659501574
6,11.074588946397041,0.4808579545815004
7,13.874186867910687,0.43340821426109993
8,16.41264320312023,0.08320015576651774
9,18.926881123538287,-0.34236732364407135
10,21.954999710197566,-0.6625591803934352
11,24.81098801061566,-0.6707340121943662
12,27.676237814584955,-0.3424055777664199
13,29.790312595096257,0.020517034378502053
14,32.87556215755004,0.559645161430618
15,35.680691794639685,0.8631414037818872
16,37.933833740216144,0.9253296107339903
17,41.06418729796354,0.6170166958273575
18,42.94011034327965,0.43225271651334624
19,43.990842012797515,0.13488600910950416
20,46.02126597296271,-0.42423342534710545
21,48.3933540113001,-1.0645828130852932
22,51.62975747143786,-1.0024406920374977
23,53.74669444793009,-0.8982385444591193
24,56.74766680738823,-0.5975378664281965
25,58.836807414956326,-0.47049251306966977
26,62.18600046158908,-0.8870629589570447
27,64.03881027111976,-1.1544200417262807
28,67.02876991059509,-1.639169826985173
29,69.19154202201072,-1.8548525664028985
30,72.29366562810117,-1.477421602468483
31,74.76000332491971,-1.0685470920721465
32,77.7630829091629,-0.673130842150943
33,80.37965990528595,-0.38402692768465857
34,82.5653659956642,-0.3088080039791215
35,85.97447851446468,-1.0369205187443917
36,88.03339619549764,-1.540048964302641
37,91.41813195470846,-2.3135784338897096
38,93.4031228836988,-2.729023992087272
39,96.09015002184876,-3.267749719007415
40,99.35197999533287,-3.3010547348555455
41,102.29197518597609,-2.8626661754761176
42,104.33072194294908,-2.3892100941632775
43,107.75030797713119,-1.7119897793271899
44,110.42557091440095,-1.2580619585552497
45,112.51184667344637,-1.0904240833019705
46,115.75766321867575,-1.2094994993846286
47,118.64268700180304,-1.7649108521583026
48,120.80746742034596,-2.145607239707648
49,123.93211010542545,-2.3601581441084387
