idx,seg_index,seg_row_index,tick,t_s,yaw_deg,yaw_unwrapped_deg,yr,el,er,ed,L,R,outL,outR,out_diff,pwm,pc,hd,aa,ae,ao,se,so,x,y,s,dx,dy,ds,kappa,line_progress,line_progress_ratio,line_dev,line_dev_abs,line_dev_side
0,1,0,114417.0,0.0,-0.013,-0.013,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
1,1,1,114418.0,0.001,-0.013,-0.013,-0.03,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,12.2,7.36,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,balanced
2,1,2,114651.0,0.234,-0.089,-0.089,-0.133,3.0,4.0,-1.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,-0.013,0.013,0.005,11.58,7.023,0.815499016150587,-0.001266750735032639,0.8155,0.815499016150587,-0.001266750735032639,0.8155,-0.0016265484138757696,0.8154996951215623,0.0018967282429316983,0.0007051642638775733,0.0007051642638775733,balanced
3,1,3,115042.0,0.625,-0.671,-0.671,-0.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815499016150587,-0.001266750735032639,0.8155,0.0,-0.0,0.0,0.0,0.8154996951215623,0.0018967282429316983,0.0007051642638775733,0.0007051642638775733,balanced
4,1,4,115043.0,0.626,-0.671,-0.671,-0.934,6.0,7.0,-1.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,-0.164,0.164,0.052,13.26,8.091,0.8219985704141134,-0.001342871530320137,0.822,0.006499554263526447,-7.612079528749806e-05,0.006500000000000001,0.0,0.8219994144471623,0.001911845601392705,0.0006447598896934017,0.0006447598896934017,balanced
5,1,5,115253.0,0.836,-1.594,-1.594,-2.137,7.0,9.0,-2.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,-0.671,0.671,0.208,14.28,8.738,2.5013484667051054,-0.048075363732577016,2.502,1.679349896290992,-0.04673249220225688,1.68,-0.009588922021373606,2.5014574023638314,0.005818009414273036,-0.042026856237339046,0.042026856237339046,balanced
6,1,6,115458.0,1.041,-2.875,-2.875,-3.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5013484667051054,-0.048075363732577016,2.502,0.0,-0.0,0.0,0.0,2.5014574023638314,0.005818009414273036,-0.042026856237339046,0.042026856237339046,balanced
7,1,7,115459.0,1.042,-2.875,-2.875,-3.577,9.0,9.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,-1.594,1.594,0.491,15.68,9.614,2.5103371387421287,-0.04852677818830266,2.5109999999999997,0.008988672037023152,-0.00045141445572564046,0.009000000000000001,0.0,2.510447139662098,0.0058389181757749235,-0.042456534382189756,0.042456534382189756,balanced
8,1,8,115664.0,1.247,-4.085,-4.085,-4.38,9.0,10.0,-1.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-2.875,2.875,0.872,17.7,10.868,4.45288945021074,-0.18725949678040277,4.458499999999999,1.9425523114686112,-0.13873271859210012,1.9474999999999998,-0.01084389419724333,4.453329233751469,0.010357766389441355,-0.1764916733081321,0.1764916733081321,balanced
9,1,9,115873.0,1.456,-4.951,-4.951,-4.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45288945021074,-0.18725949678040277,4.458499999999999,0.0,-0.0,0.0,0.0,4.453329233751469,0.010357766389441355,-0.1764916733081321,0.1764916733081321,balanced
10,1,10,115874.0,1.457,-4.951,-4.951,-4.297,10.0,11.0,-1.0,13.0,11.0,13.0,11.0,2.0,12.0,12.0,1.0,-4.085,4.085,1.204,19.22,11.826,4.46335027334952,-0.1881656861972252,4.468999999999999,0.01046082313878019,-0.0009061894168224472,0.0105,0.0,4.463792217512897,0.01038210169811695,-0.1773725653606,0.1773725653606,balanced
11,1,11,116079.0,1.662,-5.805,-5.805,-4.245,11.0,12.0,-1.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-4.951,4.951,1.41,18.5,11.439,6.808760745101373,-0.4266105833889064,6.826499999999999,2.345410471751853,-0.2384448971916812,2.3575,-0.006322422825888263,6.809772402429691,0.01583849475467906,-0.41014546321978845,0.41014546321978845,balanced
12,1,12,116283.0,1.866,-6.208,-6.208,-3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.808760745101373,-0.4266105833889064,6.826499999999999,0.0,-0.0,0.0,0.0,6.809772402429691,0.01583849475467906,-0.41014546321978845,0.41014546321978845,balanced
13,1,13,116284.0,1.867,-6.208,-6.208,-3.45,12.0,12.0,0.0,13.0,9.0,13.0,9.0,4.0,11.0,11.0,2.0,-5.805,5.805,1.615,18.0,11.185,6.820690375598095,-0.42790824136066824,6.838499999999999,0.011929630496722143,-0.00129765797176183,0.012,0.0,6.8217051358426595,0.01586624847747644,-0.4114142710441052,0.4114142710441052,balanced
14,1,14,116494.0,2.077,-5.582,-5.582,-1.205,13.0,11.0,2.0,13.0,9.0,13.0,9.0,4.0,11.0,11.0,2.0,-6.208,6.208,1.676,18.0,11.23,9.328740554349222,-0.673029233661282,9.3585,2.5080501787511276,-0.24512099230061368,2.52,0.004335619491065284,9.33034069536841,0.0217009531934187,-0.650469974767997,0.650469974767997,balanced
15,1,15,116698.0,2.281,-4.01,-4.01,1.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.328740554349222,-0.673029233661282,9.3585,0.0,-0.0,0.0,0.0,9.33034069536841,0.0217009531934187,-0.650469974767997,0.650469974767997,balanced
16,1,16,116699.0,2.282,-4.01,-4.01,1.914,13.0,11.0,2.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-5.582,5.582,1.416,18.0,11.274,9.340711176672398,-0.6738684006267126,9.3705,0.01197062232317643,-0.0008391669654306619,0.012,0.0,9.342313311837245,0.021728799678137303,-0.6512801938063875,0.6512801938063875,balanced
17,1,17,116905.0,2.488,-2.546,-2.546,3.72,13.0,11.0,2.0,12.0,10.0,12.0,10.0,2.0,11.0,11.0,1.0,-4.01,4.01,0.885,18.0,11.32,11.810271015336527,-0.7836782510828636,11.8425,2.4695598386641286,-0.109809850456151,2.472,0.010336415958413024,11.812131455706982,0.027473220989888462,-0.7551182225426745,0.7551182225426745,balanced
18,1,18,117300.0,2.883,0.225,0.2250000000000001,5.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.810271015336527,-0.7836782510828636,11.8425,0.0,0.0,0.0,0.0,11.812131455706982,0.027473220989888462,-0.7551182225426745,0.7551182225426745,balanced
19,1,19,117301.0,2.884,0.225,0.2250000000000001,5.638,13.0,11.0,2.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,-1.495,1.495,0.146,18.0,11.406,11.822270922809105,-0.7836311273141779,11.8545,0.011999907472577648,4.712376868567201e-05,0.012,0.0,11.824131214150926,0.027501130602712528,-0.7550420826252557,0.7550420826252557,balanced
20,1,20,117693.0,3.276,2.591,2.591,5.859,12.0,12.0,0.0,10.0,12.0,10.0,12.0,-2.0,11.0,11.0,-1.0,1.204,-1.204,-0.558,18.0,11.49,16.521461943960475,-0.5709817757271696,16.558500000000002,4.699191021151368,0.21264935158700832,4.704000000000001,0.008778590582947669,16.522794302188746,0.038429506218810736,-0.5310305090159959,0.5310305090159959,balanced
21,1,21,118040.0,3.623,2.396,2.396,2.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.521461943960475,-0.5709817757271696,16.558500000000002,0.0,0.0,0.0,0.0,16.522794302188746,0.038429506218810736,-0.5310305090159959,0.5310305090159959,balanced
22,1,22,118041.0,3.624,2.396,2.396,2.166,12.0,13.0,-1.0,10.0,12.0,10.0,12.0,-2.0,11.0,11.0,-1.0,2.468,-2.468,-0.753,17.5,11.265,16.533951015849677,-0.5704592019559803,16.571,0.012489071889202378,0.0005225737711892449,0.0125,0.0,16.535282073960936,0.038458550876403236,-0.5304777376656786,0.5304777376656786,balanced
23,1,23,118417.0,4.0,1.993,1.993,0.303,12.0,13.0,-1.0,10.0,12.0,10.0,12.0,-2.0,11.0,11.0,-1.0,2.184,-2.184,-0.56,17.5,11.342,21.231107907540054,-0.40700543220562113,21.271,4.697156891690376,0.16345376975035922,4.7,-0.0014965269969227971,21.23202999549313,0.04938247210653064,-0.3556665206828321,0.3556665206828321,balanced
