HB:t=0,m=T,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=137,hd=0,OL=0,OR=0,sb=0,lp=0.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=125,m=T,run=1,el=106,er=48,yaw=0.5,yr=0.0,pc=102,hd=25,OL=127,OR=77,sb=16,lp=46.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=125,m=T,run=1,el=106,er=48,yaw=0.5,yr=0.0,pc=102,hd=25,OL=127,OR=77,sb=16,lp=46.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=208,m=T,run=1,el=108,er=48,yaw=4.1,yr=25.2,pc=80,hd=-56,OL=24,OR=136,sb=4,lp=-70.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=208,m=T,run=1,el=108,er=48,yaw=4.1,yr=25.2,pc=80,hd=-56,OL=24,OR=136,sb=4,lp=-70.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=282,m=T,run=1,el=70,er=83,yaw=7.7,yr=46.9,pc=107,hd=-73,OL=34,OR=180,sb=4,lp=-144.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=283,m=T,run=1,el=70,er=83,yaw=7.7,yr=46.9,pc=107,hd=-73,OL=34,OR=180,sb=4,lp=-144.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=332,m=T,run=1,el=36,er=48,yaw=8.6,yr=46.8,pc=130,hd=-39,OL=91,OR=169,sb=4,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=406,m=T,run=1,el=71,er=96,yaw=6.3,yr=23.8,pc=100,hd=-29,OL=71,OR=129,sb=4,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=407,m=T,run=1,el=71,er=96,yaw=6.3,yr=23.8,pc=100,hd=-29,OL=71,OR=129,sb=4,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=481,m=T,run=1,el=86,er=111,yaw=4.4,yr=7.6,pc=89,hd=-27,OL=62,OR=116,sb=4,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=511,m=T,run=1,el=26,er=37,yaw=4.4,yr=6.6,pc=134,hd=-27,OL=107,OR=161,sb=4,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=521,m=T,run=1,el=12,er=17,yaw=4.4,yr=6.6,pc=151,hd=-26,OL=125,OR=177,sb=4,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=590,m=T,run=1,el=92,er=116,yaw=1.7,yr=-13.4,pc=79,hd=-26,OL=53,OR=105,sb=4,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=649,m=T,run=1,el=68,er=96,yaw=-0.1,yr=-24.4,pc=114,hd=-26,OL=88,OR=140,sb=0,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=650,m=T,run=1,el=68,er=96,yaw=-0.1,yr=-24.4,pc=114,hd=-26,OL=88,OR=140,sb=0,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=723,m=T,run=1,el=90,er=125,yaw=-2.7,yr=-38.6,pc=113,hd=-26,OL=87,OR=139,sb=0,lp=-149.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=773,m=T,run=1,el=47,er=65,yaw=-4.0,yr=-42.6,pc=116,hd=81,OL=197,OR=35,sb=16,lp=-29.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=774,m=T,run=1,el=47,er=65,yaw=-4.0,yr=-42.6,pc=116,hd=81,OL=197,OR=35,sb=16,lp=-29.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=848,m=T,run=1,el=109,er=83,yaw=-6.1,yr=-51.5,pc=81,hd=56,OL=137,OR=25,sb=16,lp=44.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=922,m=T,run=1,el=118,er=84,yaw=-3.7,yr=-27.0,pc=99,hd=21,OL=120,OR=78,sb=16,lp=49.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=923,m=T,run=1,el=118,er=84,yaw=-3.7,yr=-27.0,pc=99,hd=21,OL=120,OR=78,sb=16,lp=49.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=972,m=T,run=1,el=58,er=46,yaw=-2.2,yr=-13.1,pc=115,hd=11,OL=126,OR=104,sb=16,lp=49.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=1046,m=T,run=1,el=104,er=78,yaw=0.3,yr=6.1,pc=84,hd=9,OL=93,OR=75,sb=0,lp=49.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=1047,m=T,run=1,el=104,er=78,yaw=0.3,yr=6.1,pc=84,hd=9,OL=93,OR=75,sb=0,lp=49.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=1081,m=T,run=1,el=37,er=28,yaw=0.8,yr=9.2,pc=127,hd=8,OL=135,OR=119,sb=0,lp=49.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=1149,m=T,run=1,el=104,er=49,yaw=3.1,yr=23.6,pc=100,hd=51,OL=151,OR=49,sb=132,lp=151.00,acuteState=1,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=1149,m=T,run=1,el=104,er=49,yaw=3.1,yr=23.6,pc=100,hd=51,OL=151,OR=49,sb=132,lp=151.00,acuteState=1,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=1222,m=T,run=1,el=130,er=87,yaw=6.7,yr=45.5,pc=100,hd=-24,OL=76,OR=124,sb=68,lp=73.00,acuteState=1,acuteYawDelta=0.0,acuteRearmTick=0
HB:t=1272,m=T,run=1,el=71,er=14,yaw=10.1,yr=62.8,pc=123,hd=-24,OL=200,OR=-60,sb=100,lp=73.00,acuteState=2,acuteYawDelta=3.4,acuteRearmTick=0
HB:t=1273,m=T,run=1,el=71,er=14,yaw=10.1,yr=62.8,pc=123,hd=-24,OL=200,OR=-60,sb=100,lp=73.00,acuteState=2,acuteYawDelta=3.4,acuteRearmTick=0
HB:t=1346,m=T,run=1,el=121,er=-4,yaw=13.7,yr=79.2,pc=118,hd=-24,OL=200,OR=-60,sb=50,lp=73.00,acuteState=2,acuteYawDelta=7.0,acuteRearmTick=0
HB:t=1420,m=T,run=1,el=135,er=-14,yaw=17.3,yr=93.3,pc=124,hd=-24,OL=124,OR=124,sb=6,lp=0.00,acuteState=3,acuteYawDelta=10.6,acuteRearmTick=1666
HB:t=1421,m=T,run=1,el=2,er=0,yaw=17.3,yr=93.3,pc=51,hd=-24,OL=80,OR=80,sb=6,lp=-120.00,acuteState=3,acuteYawDelta=10.6,acuteRearmTick=1666
HB:t=1450,m=T,run=1,el=35,er=6,yaw=20.9,yr=105.4,pc=69,hd=-24,OL=80,OR=80,sb=7,lp=-217.00,acuteState=3,acuteYawDelta=14.2,acuteRearmTick=1666
HB:t=1490,m=T,run=1,el=49,er=6,yaw=24.5,yr=115.9,pc=85,hd=-24,OL=85,OR=85,sb=1,lp=-319.00,acuteState=3,acuteYawDelta=17.8,acuteRearmTick=1666
HB:t=1490,m=T,run=1,el=49,er=6,yaw=24.5,yr=115.9,pc=85,hd=-24,OL=85,OR=85,sb=1,lp=-319.00,acuteState=3,acuteYawDelta=17.8,acuteRearmTick=1666
HB:t=1572,m=T,run=1,el=101,er=26,yaw=28.1,yr=124.8,pc=74,hd=-24,OL=80,OR=80,sb=0,lp=-137.00,acuteState=3,acuteYawDelta=21.4,acuteRearmTick=1666
HB:t=1647,m=T,run=1,el=67,er=31,yaw=31.7,yr=132.6,pc=76,hd=-24,OL=80,OR=80,sb=0,lp=-8.00,acuteState=3,acuteYawDelta=25.0,acuteRearmTick=1666
HB:t=1647,m=T,run=1,el=67,er=31,yaw=31.7,yr=132.6,pc=76,hd=-24,OL=80,OR=80,sb=0,lp=-8.00,acuteState=3,acuteYawDelta=25.0,acuteRearmTick=1666
HB:t=1722,m=T,run=1,el=75,er=42,yaw=35.3,yr=139.2,pc=86,hd=0,OL=86,OR=86,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=1722,m=T,run=1,el=75,er=42,yaw=35.3,yr=139.2,pc=86,hd=0,OL=86,OR=86,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=1771,m=T,run=1,el=53,er=32,yaw=38.9,yr=144.9,pc=118,hd=0,OL=118,OR=118,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=1845,m=T,run=1,el=83,er=56,yaw=42.5,yr=149.8,pc=96,hd=0,OL=96,OR=96,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=1845,m=T,run=1,el=83,er=56,yaw=42.5,yr=149.8,pc=96,hd=0,OL=96,OR=96,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=1911,m=T,run=1,el=85,er=61,yaw=46.1,yr=154.1,pc=96,hd=0,OL=96,OR=96,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=1912,m=T,run=1,el=85,er=61,yaw=46.1,yr=154.1,pc=96,hd=0,OL=96,OR=96,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=1985,m=T,run=1,el=95,er=72,yaw=49.7,yr=157.7,pc=88,hd=0,OL=88,OR=88,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2051,m=T,run=1,el=88,er=69,yaw=53.3,yr=160.8,pc=88,hd=0,OL=88,OR=88,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2051,m=T,run=1,el=88,er=69,yaw=53.3,yr=160.8,pc=88,hd=0,OL=88,OR=88,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2125,m=T,run=1,el=95,er=73,yaw=56.9,yr=163.5,pc=82,hd=0,OL=82,OR=82,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2126,m=T,run=1,el=95,er=73,yaw=56.9,yr=163.5,pc=82,hd=0,OL=82,OR=82,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2160,m=T,run=1,el=9,er=27,yaw=60.5,yr=165.8,pc=141,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2243,m=T,run=1,el=-6,er=89,yaw=60.4,yr=142.1,pc=160,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2243,m=T,run=1,el=-6,er=89,yaw=60.4,yr=142.1,pc=160,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2293,m=T,run=1,el=-14,er=39,yaw=56.9,yr=98.0,pc=175,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2367,m=T,run=1,el=-38,er=74,yaw=53.3,yr=59.1,pc=176,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2441,m=T,run=1,el=-59,er=91,yaw=49.7,yr=25.6,pc=182,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2442,m=T,run=1,el=-59,er=91,yaw=49.7,yr=25.6,pc=182,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2472,m=T,run=1,el=-13,er=17,yaw=46.1,yr=-3.1,pc=193,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2551,m=T,run=1,el=-73,er=93,yaw=42.5,yr=-27.9,pc=189,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2626,m=T,run=1,el=-86,er=104,yaw=38.9,yr=-49.2,pc=192,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2626,m=T,run=1,el=-86,er=104,yaw=38.9,yr=-49.2,pc=192,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2685,m=T,run=1,el=-61,er=71,yaw=35.3,yr=-67.5,pc=195,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2686,m=T,run=1,el=-61,er=71,yaw=35.3,yr=-67.5,pc=195,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2716,m=T,run=1,el=-21,er=24,yaw=31.7,yr=-83.3,pc=199,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2795,m=T,run=1,el=-91,er=100,yaw=28.1,yr=-96.8,pc=197,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2795,m=T,run=1,el=-91,er=100,yaw=28.1,yr=-96.8,pc=197,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2870,m=T,run=1,el=-86,er=93,yaw=24.5,yr=-108.5,pc=198,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
HB:t=2870,m=T,run=1,el=-86,er=93,yaw=24.5,yr=-108.5,pc=198,hd=0,OL=-120,OR=150,sb=0,lp=-3.00,acuteState=0,acuteYawDelta=0.0,acuteRearmTick=1666
