HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,OL=0,OR=0
HB:t=106,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=126,m=S,run=1,el=1,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=146,m=S,run=1,el=2,er=4,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=166,m=S,run=1,el=2,er=1,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=186,m=S,run=1,el=3,er=4,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=322,m=S,run=1,el=58,er=62,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=342,m=S,run=1,el=6,er=6,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=362,m=S,run=1,el=6,er=6,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=382,m=S,run=1,el=6,er=7,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=592,m=S,run=1,el=72,er=73,yaw=-0.0,yr=-0.0,pc=3,hd=0,OL=3,OR=3
HB:t=592,m=S,run=1,el=60,er=59,yaw=-0.0,yr=-0.0,pc=3,hd=0,OL=3,OR=3
HB:t=706,m=S,run=1,el=75,er=74,yaw=-0.0,yr=-0.0,pc=4,hd=0,OL=4,OR=4
HB:t=726,m=S,run=1,el=7,er=6,yaw=-0.0,yr=-0.0,pc=5,hd=0,OL=5,OR=5
HB:t=746,m=S,run=1,el=6,er=6,yaw=-0.0,yr=-0.0,pc=5,hd=0,OL=5,OR=5
HB:t=766,m=S,run=1,el=6,er=7,yaw=-0.0,yr=-0.0,pc=6,hd=0,OL=6,OR=6
HB:t=786,m=S,run=1,el=6,er=7,yaw=-0.0,yr=-0.0,pc=6,hd=0,OL=6,OR=6
HB:t=807,m=S,run=1,el=13,er=13,yaw=-0.4,yr=-0.6,pc=7,hd=0,OL=7,OR=7
HB:t=914,m=S,run=1,el=75,er=74,yaw=-0.4,yr=-0.6,pc=7,hd=0,OL=7,OR=7
HB:t=934,m=S,run=1,el=7,er=7,yaw=-0.4,yr=-0.6,pc=7,hd=0,OL=7,OR=7
HB:t=954,m=S,run=1,el=7,er=7,yaw=-0.4,yr=-0.6,pc=8,hd=0,OL=8,OR=8
HB:t=974,m=S,run=1,el=7,er=7,yaw=-0.4,yr=-0.6,pc=8,hd=0,OL=8,OR=8
HB:t=994,m=S,run=1,el=8,er=7,yaw=-0.4,yr=-0.6,pc=8,hd=0,OL=8,OR=8
HB:t=1200,m=S,run=1,el=135,er=140,yaw=-0.2,yr=-0.2,pc=6,hd=0,OL=6,OR=6
HB:t=1328,m=S,run=1,el=74,er=77,yaw=-0.4,yr=-0.4,pc=6,hd=0,OL=6,OR=6
HB:t=1333,m=S,run=1,el=12,er=12,yaw=-0.4,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=1353,m=S,run=1,el=7,er=7,yaw=-0.4,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=1373,m=S,run=1,el=7,er=7,yaw=-0.4,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=1393,m=S,run=1,el=7,er=8,yaw=-0.4,yr=-0.4,pc=8,hd=0,OL=8,OR=8
HB:t=1513,m=S,run=1,el=76,er=78,yaw=-0.4,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=1590,m=S,run=1,el=48,er=48,yaw=-0.5,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=1713,m=S,run=1,el=81,er=82,yaw=-0.5,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=1733,m=S,run=1,el=8,er=7,yaw=-0.5,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=1753,m=S,run=1,el=8,er=8,yaw=-0.5,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=1773,m=S,run=1,el=7,er=8,yaw=-0.5,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=1815,m=S,run=1,el=22,er=22,yaw=-0.9,yr=-1.0,pc=8,hd=0,OL=8,OR=8
HB:t=1921,m=S,run=1,el=80,er=82,yaw=-0.9,yr=-1.0,pc=7,hd=0,OL=7,OR=7
HB:t=1941,m=S,run=1,el=8,er=7,yaw=-0.9,yr=-1.0,pc=7,hd=0,OL=7,OR=7
HB:t=1961,m=S,run=1,el=8,er=8,yaw=-0.9,yr=-1.0,pc=7,hd=0,OL=7,OR=7
HB:t=1981,m=S,run=1,el=8,er=7,yaw=-0.9,yr=-1.0,pc=8,hd=0,OL=8,OR=8
HB:t=2001,m=S,run=1,el=7,er=8,yaw=-0.9,yr=-1.0,pc=8,hd=0,OL=8,OR=8
HB:t=2178,m=S,run=1,el=122,er=120,yaw=-1.0,yr=-0.8,pc=6,hd=0,OL=6,OR=6
HB:t=2198,m=S,run=1,el=7,er=6,yaw=-1.0,yr=-0.8,pc=7,hd=0,OL=7,OR=7
HB:t=2350,m=S,run=1,el=77,er=74,yaw=-1.2,yr=-0.8,pc=7,hd=0,OL=7,OR=7
HB:t=2350,m=S,run=1,el=21,er=21,yaw=-1.2,yr=-0.8,pc=7,hd=0,OL=7,OR=7
HB:t=2370,m=S,run=1,el=7,er=7,yaw=-1.2,yr=-0.8,pc=7,hd=0,OL=7,OR=7
HB:t=2390,m=S,run=1,el=7,er=7,yaw=-1.2,yr=-0.8,pc=8,hd=0,OL=8,OR=8
