HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=122,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=126,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=146,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=166,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=4,hd=0,OL=4,OR=4
HB:t=206,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=5,hd=0,OL=5,OR=5
HB:t=338,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=7,hd=0,OL=7,OR=7
HB:t=339,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=7,hd=0,OL=7,OR=7
HB:t=359,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=8,hd=0,OL=8,OR=8
HB:t=379,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=8,hd=0,OL=8,OR=8
HB:t=426,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=10,hd=0,OL=10,OR=10
HB:t=558,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=11,hd=0,OL=11,OR=11
HB:t=558,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=12,hd=0,OL=12,OR=12
HB:t=578,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=12,hd=0,OL=12,OR=12
HB:t=598,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=13,hd=0,OL=13,OR=13
HB:t=646,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=778,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=778,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=798,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=818,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=866,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=998,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=998,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1018,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1038,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1086,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1218,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1218,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1238,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1258,m=S,run=1,el=0,er=0,yaw=-0.0,yr=-0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1306,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1438,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1438,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1458,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1478,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1526,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1697,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1697,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1717,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1848,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1851,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
HB:t=1871,m=S,run=1,el=0,er=0,yaw=-0.0,yr=0.0,pc=14,hd=0,OL=14,OR=14
