HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=123,m=S,run=1,el=40,er=40,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=126,m=S,run=1,el=10,er=9,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=199,m=S,run=1,el=42,er=39,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=331,m=S,run=1,el=84,er=76,yaw=0.2,yr=0.3,pc=4,hd=0,OL=4,OR=4
HB:t=331,m=S,run=1,el=22,er=19,yaw=0.2,yr=0.3,pc=5,hd=0,OL=5,OR=5
HB:t=389,m=S,run=1,el=9,er=8,yaw=0.6,yr=2.8,pc=5,hd=0,OL=5,OR=5
HB:t=390,m=S,run=1,el=35,er=30,yaw=0.6,yr=2.8,pc=6,hd=0,OL=6,OR=6
HB:t=527,m=S,run=1,el=94,er=84,yaw=1.4,yr=3.3,pc=7,hd=0,OL=7,OR=7
HB:t=527,m=S,run=1,el=19,er=17,yaw=1.4,yr=3.3,pc=8,hd=-1,OL=7,OR=9
HB:t=607,m=S,run=1,el=9,er=8,yaw=2.5,yr=10.5,pc=9,hd=-1,OL=8,OR=10
HB:t=607,m=S,run=1,el=61,er=61,yaw=2.5,yr=10.5,pc=10,hd=-1,OL=9,OR=11
HB:t=725,m=S,run=1,el=109,er=107,yaw=2.6,yr=9.3,pc=10,hd=-2,OL=8,OR=12
HB:t=734,m=S,run=1,el=4,er=4,yaw=2.6,yr=9.3,pc=11,hd=-1,OL=10,OR=12
HB:t=779,m=S,run=1,el=45,er=45,yaw=2.6,yr=8.1,pc=11,hd=-1,OL=10,OR=12
HB:t=815,m=S,run=1,el=12,er=11,yaw=2.8,yr=8.3,pc=11,hd=-1,OL=10,OR=12
HB:t=937,m=S,run=1,el=124,er=130,yaw=2.9,yr=7.2,pc=9,hd=-2,OL=7,OR=11
HB:t=941,m=S,run=1,el=2,er=2,yaw=2.9,yr=7.2,pc=11,hd=-2,OL=9,OR=13
HB:t=992,m=S,run=1,el=48,er=53,yaw=2.9,yr=6.5,pc=11,hd=-2,OL=9,OR=13
HB:t=1031,m=S,run=1,el=12,er=13,yaw=2.5,yr=2.6,pc=10,hd=-2,OL=8,OR=12
