HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,OL=0,OR=0
HB:t=185,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=186,m=S,run=1,el=24,er=24,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=322,m=S,run=1,el=66,er=56,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=325,m=S,run=1,el=2,er=1,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=345,m=S,run=1,el=7,er=7,yaw=0.0,yr=0.0,pc=4,hd=0,OL=4,OR=4
HB:t=365,m=S,run=1,el=8,er=6,yaw=0.0,yr=0.0,pc=4,hd=0,OL=4,OR=4
HB:t=411,m=S,run=1,el=35,er=30,yaw=0.1,yr=0.3,pc=5,hd=0,OL=5,OR=5
HB:t=582,m=S,run=1,el=84,er=71,yaw=1.3,yr=4.2,pc=6,hd=0,OL=6,OR=6
HB:t=583,m=S,run=1,el=54,er=48,yaw=1.3,yr=4.2,pc=7,hd=0,OL=7,OR=7
HB:t=603,m=S,run=1,el=8,er=7,yaw=1.3,yr=4.2,pc=8,hd=0,OL=8,OR=8
HB:t=733,m=S,run=1,el=98,er=85,yaw=2.2,yr=5.1,pc=8,hd=0,OL=8,OR=8
HB:t=736,m=S,run=1,el=2,er=1,yaw=2.2,yr=5.1,pc=10,hd=0,OL=10,OR=10
HB:t=756,m=S,run=1,el=9,er=8,yaw=2.2,yr=5.1,pc=10,hd=0,OL=10,OR=10
HB:t=776,m=S,run=1,el=10,er=9,yaw=2.2,yr=5.1,pc=10,hd=0,OL=10,OR=10
HB:t=852,m=S,run=1,el=82,er=73,yaw=3.5,yr=12.8,pc=9,hd=-1,OL=8,OR=10
HB:t=970,m=S,run=1,el=112,er=109,yaw=4.0,yr=10.0,pc=8,hd=-1,OL=7,OR=9
HB:t=978,m=S,run=1,el=4,er=4,yaw=4.0,yr=10.0,pc=9,hd=-1,OL=8,OR=10
HB:t=998,m=S,run=1,el=10,er=11,yaw=4.0,yr=10.0,pc=9,hd=-1,OL=8,OR=10
HB:t=1018,m=S,run=1,el=10,er=11,yaw=4.0,yr=10.0,pc=9,hd=-1,OL=8,OR=10
HB:t=1054,m=S,run=1,el=40,er=39,yaw=4.2,yr=7.5,pc=9,hd=-1,OL=8,OR=10
HB:t=1190,m=S,run=1,el=100,er=107,yaw=4.7,yr=6.5,pc=8,hd=-1,OL=7,OR=9
HB:t=1190,m=S,run=1,el=26,er=29,yaw=4.7,yr=6.5,pc=9,hd=-1,OL=8,OR=10
HB:t=1210,m=S,run=1,el=9,er=10,yaw=4.7,yr=6.5,pc=9,hd=-1,OL=8,OR=10
HB:t=1230,m=S,run=1,el=9,er=9,yaw=4.7,yr=6.5,pc=10,hd=-1,OL=9,OR=11
HB:t=1304,m=S,run=1,el=65,er=71,yaw=4.2,yr=0.7,pc=9,hd=-1,OL=8,OR=10
HB:t=1421,m=S,run=1,el=103,er=110,yaw=3.7,yr=-1.0,pc=8,hd=-1,OL=7,OR=9
HB:t=1430,m=S,run=1,el=3,er=2,yaw=3.7,yr=-1.0,pc=9,hd=-1,OL=8,OR=10
HB:t=1450,m=S,run=1,el=10,er=11,yaw=3.7,yr=-1.0,pc=9,hd=-1,OL=8,OR=10
HB:t=1470,m=S,run=1,el=10,er=11,yaw=3.7,yr=-1.0,pc=9,hd=-1,OL=8,OR=10
HB:t=1505,m=S,run=1,el=38,er=41,yaw=3.6,yr=-1.4,pc=9,hd=-1,OL=8,OR=10
HB:t=1676,m=S,run=1,el=100,er=108,yaw=2.6,yr=-4.2,pc=8,hd=-1,OL=7,OR=9
HB:t=1676,m=S,run=1,el=58,er=63,yaw=2.6,yr=-4.2,pc=9,hd=0,OL=9,OR=9
HB:t=1696,m=S,run=1,el=10,er=10,yaw=2.6,yr=-4.2,pc=9,hd=0,OL=9,OR=9
HB:t=1826,m=S,run=1,el=101,er=99,yaw=2.1,yr=-4.2,pc=8,hd=0,OL=8,OR=8
HB:t=1831,m=S,run=1,el=15,er=16,yaw=2.1,yr=-4.2,pc=9,hd=0,OL=9,OR=9
HB:t=1851,m=S,run=1,el=10,er=11,yaw=2.1,yr=-4.2,pc=9,hd=0,OL=9,OR=9
HB:t=1871,m=S,run=1,el=10,er=10,yaw=2.1,yr=-4.2,pc=9,hd=0,OL=9,OR=9
HB:t=1915,m=S,run=1,el=40,er=42,yaw=2.0,yr=-3.5,pc=9,hd=0,OL=9,OR=9
HB:t=2086,m=S,run=1,el=107,er=109,yaw=1.5,yr=-3.7,pc=8,hd=0,OL=8,OR=8
HB:t=2086,m=S,run=1,el=62,er=65,yaw=1.5,yr=-3.7,pc=8,hd=0,OL=8,OR=8
HB:t=2106,m=S,run=1,el=9,er=10,yaw=1.5,yr=-3.7,pc=9,hd=0,OL=9,OR=9
HB:t=2237,m=S,run=1,el=99,er=103,yaw=1.3,yr=-2.9,pc=8,hd=0,OL=8,OR=8
HB:t=2241,m=S,run=1,el=16,er=16,yaw=1.3,yr=-2.9,pc=9,hd=0,OL=9,OR=9
HB:t=2261,m=S,run=1,el=10,er=9,yaw=1.3,yr=-2.9,pc=9,hd=0,OL=9,OR=9
HB:t=2281,m=S,run=1,el=9,er=10,yaw=1.3,yr=-2.9,pc=9,hd=0,OL=9,OR=9
HB:t=2330,m=S,run=1,el=43,er=43,yaw=1.3,yr=-2.3,pc=9,hd=0,OL=9,OR=9
HB:t=2502,m=S,run=1,el=103,er=103,yaw=1.0,yr=-2.4,pc=8,hd=0,OL=8,OR=8
HB:t=2502,m=S,run=1,el=60,er=62,yaw=1.0,yr=-2.4,pc=9,hd=0,OL=9,OR=9
HB:t=2522,m=S,run=1,el=10,er=10,yaw=1.0,yr=-2.4,pc=9,hd=0,OL=9,OR=9
HB:t=2652,m=S,run=1,el=107,er=108,yaw=0.8,yr=-2.1,pc=8,hd=0,OL=8,OR=8
HB:t=2655,m=S,run=1,el=2,er=2,yaw=0.8,yr=-2.1,pc=9,hd=0,OL=9,OR=9
HB:t=2675,m=S,run=1,el=10,er=10,yaw=0.8,yr=-2.1,pc=10,hd=0,OL=10,OR=10
HB:t=2695,m=S,run=1,el=10,er=9,yaw=0.8,yr=-2.1,pc=10,hd=0,OL=10,OR=10
HB:t=2771,m=S,run=1,el=78,er=76,yaw=0.8,yr=-1.2,pc=9,hd=0,OL=9,OR=9
HB:t=2889,m=S,run=1,el=113,er=104,yaw=1.0,yr=-0.2,pc=8,hd=0,OL=8,OR=8
HB:t=2897,m=S,run=1,el=5,er=5,yaw=1.0,yr=-0.2,pc=9,hd=0,OL=9,OR=9
HB:t=2917,m=S,run=1,el=11,er=10,yaw=1.0,yr=-0.2,pc=9,hd=0,OL=9,OR=9
HB:t=2937,m=S,run=1,el=11,er=10,yaw=1.0,yr=-0.2,pc=9,hd=0,OL=9,OR=9
HB:t=2973,m=S,run=1,el=39,er=38,yaw=1.0,yr=0.2,pc=9,hd=0,OL=9,OR=9
HB:t=3109,m=S,run=1,el=108,er=108,yaw=1.3,yr=1.1,pc=8,hd=0,OL=8,OR=8
HB:t=3109,m=S,run=1,el=31,er=30,yaw=1.3,yr=1.1,pc=9,hd=0,OL=9,OR=9
HB:t=3129,m=S,run=1,el=11,er=10,yaw=1.3,yr=1.1,pc=9,hd=0,OL=9,OR=9
HB:t=3149,m=S,run=1,el=10,er=10,yaw=1.3,yr=1.1,pc=9,hd=0,OL=9,OR=9
HB:t=3193,m=S,run=1,el=39,er=37,yaw=1.5,yr=2.1,pc=9,hd=0,OL=9,OR=9
HB:t=3363,m=S,run=1,el=106,er=103,yaw=1.8,yr=2.4,pc=8,hd=0,OL=8,OR=8
HB:t=3363,m=S,run=1,el=60,er=58,yaw=1.8,yr=2.4,pc=8,hd=0,OL=8,OR=8
HB:t=3383,m=S,run=1,el=9,er=8,yaw=1.8,yr=2.4,pc=9,hd=0,OL=9,OR=9
HB:t=3514,m=S,run=1,el=112,er=109,yaw=2.0,yr=1.9,pc=8,hd=0,OL=8,OR=8
