HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=216,m=S,run=1,el=23,er=28,yaw=-0.3,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=216,m=S,run=1,el=34,er=44,yaw=-0.3,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=334,m=S,run=1,el=45,er=56,yaw=-0.6,yr=-1.2,pc=3,hd=0,OL=3,OR=3
HB:t=342,m=S,run=1,el=1,er=1,yaw=-0.6,yr=-1.2,pc=4,hd=0,OL=4,OR=4
HB:t=362,m=S,run=1,el=5,er=6,yaw=-0.6,yr=-1.2,pc=4,hd=0,OL=4,OR=4
HB:t=382,m=S,run=1,el=6,er=5,yaw=-0.6,yr=-1.2,pc=5,hd=0,OL=5,OR=5
HB:t=418,m=S,run=1,el=22,er=25,yaw=-0.8,yr=-1.7,pc=6,hd=0,OL=6,OR=6
HB:t=550,m=S,run=1,el=65,er=63,yaw=-1.5,yr=-3.4,pc=6,hd=0,OL=6,OR=6
HB:t=551,m=S,run=1,el=17,er=15,yaw=-1.5,yr=-3.4,pc=7,hd=0,OL=7,OR=7
HB:t=571,m=S,run=1,el=7,er=6,yaw=-1.5,yr=-3.4,pc=8,hd=0,OL=8,OR=8
HB:t=591,m=S,run=1,el=7,er=6,yaw=-1.5,yr=-3.4,pc=8,hd=0,OL=8,OR=8
HB:t=663,m=S,run=1,el=45,er=43,yaw=-1.6,yr=-3.0,pc=10,hd=0,OL=10,OR=10
HB:t=785,m=S,run=1,el=86,er=84,yaw=-1.4,yr=-1.5,pc=9,hd=0,OL=9,OR=9
HB:t=790,m=S,run=1,el=0,er=0,yaw=-1.4,yr=-1.5,pc=10,hd=0,OL=10,OR=10
HB:t=810,m=S,run=1,el=9,er=9,yaw=-1.4,yr=-1.5,pc=10,hd=0,OL=10,OR=10
HB:t=830,m=S,run=1,el=9,er=9,yaw=-1.4,yr=-1.5,pc=10,hd=0,OL=10,OR=10
HB:t=869,m=S,run=1,el=41,er=43,yaw=-1.4,yr=-0.7,pc=10,hd=0,OL=10,OR=10
HB:t=1036,m=S,run=1,el=108,er=108,yaw=-1.4,yr=-0.4,pc=9,hd=0,OL=9,OR=9
HB:t=1036,m=S,run=1,el=62,er=61,yaw=-1.4,yr=-0.4,pc=9,hd=0,OL=9,OR=9
HB:t=1056,m=S,run=1,el=11,er=11,yaw=-1.4,yr=-0.4,pc=10,hd=0,OL=10,OR=10
HB:t=1191,m=S,run=1,el=114,er=112,yaw=-1.4,yr=-0.3,pc=8,hd=0,OL=8,OR=8
HB:t=1194,m=S,run=1,el=17,er=17,yaw=-1.4,yr=-0.3,pc=9,hd=0,OL=9,OR=9
HB:t=1214,m=S,run=1,el=11,er=10,yaw=-1.4,yr=-0.3,pc=9,hd=0,OL=9,OR=9
HB:t=1234,m=S,run=1,el=10,er=10,yaw=-1.4,yr=-0.3,pc=9,hd=0,OL=9,OR=9
HB:t=1314,m=S,run=1,el=72,er=73,yaw=-1.4,yr=-0.2,pc=9,hd=0,OL=9,OR=9
HB:t=1432,m=S,run=1,el=92,er=93,yaw=-1.4,yr=0.0,pc=8,hd=0,OL=8,OR=8
HB:t=1441,m=S,run=1,el=3,er=4,yaw=-1.4,yr=0.0,pc=9,hd=0,OL=9,OR=9
HB:t=1461,m=S,run=1,el=8,er=9,yaw=-1.4,yr=0.0,pc=10,hd=0,OL=10,OR=10
HB:t=1481,m=S,run=1,el=8,er=9,yaw=-1.4,yr=0.0,pc=10,hd=0,OL=10,OR=10
HB:t=1516,m=S,run=1,el=36,er=34,yaw=-1.4,yr=0.1,pc=10,hd=0,OL=10,OR=10
HB:t=1648,m=S,run=1,el=103,er=98,yaw=-1.3,yr=0.1,pc=9,hd=0,OL=9,OR=9
