HB:t=1,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=9,hd=0,OL=9,OR=9
HB:t=107,m=S,run=1,el=36,er=16,yaw=0.0,yr=0.0,pc=8,hd=0,OL=8,OR=8
HB:t=127,m=S,run=1,el=6,er=4,yaw=0.0,yr=0.0,pc=11,hd=0,OL=11,OR=11
HB:t=147,m=S,run=1,el=6,er=3,yaw=0.0,yr=0.0,pc=12,hd=0,OL=12,OR=12
HB:t=167,m=S,run=1,el=7,er=4,yaw=0.0,yr=0.0,pc=11,hd=0,OL=11,OR=11
HB:t=187,m=S,run=1,el=8,er=4,yaw=0.0,yr=0.0,pc=11,hd=0,OL=11,OR=11
HB:t=306,m=S,run=1,el=109,er=73,yaw=0.0,yr=0.0,pc=5,hd=0,OL=5,OR=5
HB:t=325,m=S,run=1,el=14,er=10,yaw=0.0,yr=0.0,pc=34,hd=0,OL=34,OR=34
HB:t=345,m=S,run=1,el=20,er=18,yaw=0.0,yr=0.0,pc=28,hd=0,OL=28,OR=28
HB:t=365,m=S,run=1,el=21,er=18,yaw=0.0,yr=0.0,pc=23,hd=0,OL=23,OR=23
HB:t=385,m=S,run=1,el=22,er=18,yaw=0.0,yr=0.0,pc=20,hd=0,OL=20,OR=20
HB:t=506,m=S,run=1,el=248,er=199,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=525,m=S,run=1,el=27,er=22,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=545,m=S,run=1,el=40,er=39,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=565,m=S,run=1,el=47,er=50,yaw=0.0,yr=0.0,pc=45,hd=0,OL=45,OR=45
HB:t=585,m=S,run=1,el=46,er=50,yaw=0.0,yr=0.0,pc=34,hd=0,OL=34,OR=34
HB:t=706,m=S,run=1,el=442,er=397,yaw=0.0,yr=0.0,pc=-4,hd=0,OL=-4,OR=-4
HB:t=725,m=S,run=1,el=44,er=38,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=745,m=S,run=1,el=53,er=50,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=765,m=S,run=1,el=57,er=56,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=785,m=S,run=1,el=62,er=60,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=906,m=S,run=1,el=737,er=724,yaw=0.0,yr=0.0,pc=6,hd=0,OL=6,OR=6
HB:t=925,m=S,run=1,el=71,er=68,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=945,m=S,run=1,el=74,er=71,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=965,m=S,run=1,el=76,er=73,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=985,m=S,run=1,el=77,er=74,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1106,m=S,run=1,el=862,er=841,yaw=0.0,yr=0.0,pc=44,hd=0,OL=44,OR=44
HB:t=1125,m=S,run=1,el=81,er=79,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1145,m=S,run=1,el=81,er=79,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1165,m=S,run=1,el=82,er=82,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1185,m=S,run=1,el=82,er=81,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1306,m=S,run=1,el=904,er=893,yaw=0.0,yr=0.0,pc=44,hd=0,OL=44,OR=44
HB:t=1325,m=S,run=1,el=84,er=83,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1345,m=S,run=1,el=84,er=84,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1365,m=S,run=1,el=85,er=85,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1385,m=S,run=1,el=85,er=86,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1506,m=S,run=1,el=734,er=763,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1525,m=S,run=1,el=68,er=69,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1545,m=S,run=1,el=69,er=70,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1565,m=S,run=1,el=70,er=70,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1585,m=S,run=1,el=70,er=71,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1706,m=S,run=1,el=696,er=795,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1725,m=S,run=1,el=64,er=74,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1745,m=S,run=1,el=63,er=72,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1765,m=S,run=1,el=65,er=74,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1785,m=S,run=1,el=64,er=73,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1906,m=S,run=1,el=679,er=787,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1925,m=S,run=1,el=64,er=73,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1945,m=S,run=1,el=65,er=72,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1965,m=S,run=1,el=63,er=73,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=1985,m=S,run=1,el=64,er=73,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=2106,m=S,run=1,el=684,er=781,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=2125,m=S,run=1,el=64,er=72,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=2145,m=S,run=1,el=63,er=72,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=2165,m=S,run=1,el=64,er=72,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=2185,m=S,run=1,el=63,er=73,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
HB:t=2306,m=S,run=1,el=683,er=781,yaw=0.0,yr=0.0,pc=60,hd=0,OL=60,OR=60
