HB:t=141,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=141,m=S,run=1,el=10,er=10,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=204,m=S,run=1,el=3,er=3,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=204,m=S,run=1,el=16,er=18,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=332,m=S,run=1,el=58,er=56,yaw=0.0,yr=0.0,pc=4,hd=0,OL=4,OR=4
HB:t=332,m=S,run=1,el=13,er=13,yaw=0.0,yr=0.0,pc=4,hd=0,OL=4,OR=4
HB:t=386,m=S,run=1,el=6,er=6,yaw=0.0,yr=0.1,pc=5,hd=0,OL=5,OR=5
HB:t=386,m=S,run=1,el=27,er=27,yaw=0.0,yr=0.1,pc=6,hd=0,OL=6,OR=6
HB:t=530,m=S,run=1,el=78,er=77,yaw=0.0,yr=0.1,pc=6,hd=0,OL=6,OR=6
HB:t=530,m=S,run=1,el=14,er=13,yaw=0.0,yr=0.1,pc=7,hd=0,OL=7,OR=7
HB:t=609,m=S,run=1,el=7,er=7,yaw=0.1,yr=0.2,pc=8,hd=0,OL=8,OR=8
HB:t=610,m=S,run=1,el=44,er=44,yaw=0.1,yr=0.2,pc=9,hd=0,OL=9,OR=9
HB:t=728,m=S,run=1,el=85,er=86,yaw=0.0,yr=0.1,pc=10,hd=0,OL=10,OR=10
HB:t=736,m=S,run=1,el=6,er=7,yaw=0.0,yr=0.1,pc=11,hd=0,OL=11,OR=11
HB:t=782,m=S,run=1,el=35,er=36,yaw=0.0,yr=0.0,pc=11,hd=0,OL=11,OR=11
HB:t=822,m=S,run=1,el=10,er=10,yaw=-0.1,yr=-0.6,pc=11,hd=0,OL=11,OR=11
HB:t=822,m=S,run=1,el=29,er=29,yaw=-0.1,yr=-0.6,pc=11,hd=0,OL=11,OR=11
HB:t=945,m=S,run=1,el=128,er=129,yaw=-0.1,yr=-0.6,pc=9,hd=0,OL=9,OR=9
HB:t=949,m=S,run=1,el=0,er=1,yaw=-0.1,yr=-0.6,pc=11,hd=0,OL=11,OR=11
HB:t=999,m=S,run=1,el=54,er=54,yaw=-0.2,yr=-0.8,pc=10,hd=0,OL=10,OR=10
HB:t=1039,m=S,run=1,el=12,er=12,yaw=-0.3,yr=-1.6,pc=10,hd=0,OL=10,OR=10
HB:t=1040,m=S,run=1,el=29,er=30,yaw=-0.3,yr=-1.6,pc=10,hd=0,OL=10,OR=10
HB:t=1163,m=S,run=1,el=127,er=128,yaw=-0.3,yr=-1.3,pc=9,hd=0,OL=9,OR=9
HB:t=1166,m=S,run=1,el=3,er=3,yaw=-0.3,yr=-1.3,pc=10,hd=0,OL=10,OR=10
HB:t=1217,m=S,run=1,el=48,er=50,yaw=-0.3,yr=-1.1,pc=10,hd=0,OL=10,OR=10
HB:t=1258,m=S,run=1,el=12,er=12,yaw=-0.3,yr=-0.9,pc=10,hd=0,OL=10,OR=10
HB:t=1258,m=S,run=1,el=26,er=26,yaw=-0.3,yr=-0.9,pc=10,hd=0,OL=10,OR=10
HB:t=1381,m=S,run=1,el=124,er=125,yaw=-0.3,yr=-0.8,pc=9,hd=0,OL=9,OR=9
HB:t=1384,m=S,run=1,el=19,er=18,yaw=-0.3,yr=-0.8,pc=9,hd=0,OL=9,OR=9
HB:t=1435,m=S,run=1,el=43,er=43,yaw=-0.4,yr=-0.9,pc=10,hd=0,OL=10,OR=10
HB:t=1475,m=S,run=1,el=11,er=11,yaw=-0.4,yr=-1.3,pc=11,hd=0,OL=11,OR=11
HB:t=1475,m=S,run=1,el=32,er=33,yaw=-0.4,yr=-1.3,pc=11,hd=0,OL=11,OR=11
HB:t=1598,m=S,run=1,el=120,er=122,yaw=-0.5,yr=-1.1,pc=9,hd=0,OL=9,OR=9
HB:t=1602,m=S,run=1,el=19,er=19,yaw=-0.5,yr=-1.1,pc=10,hd=0,OL=10,OR=10
HB:t=1652,m=S,run=1,el=41,er=42,yaw=-0.5,yr=-0.9,pc=10,hd=0,OL=10,OR=10
HB:t=1687,m=S,run=1,el=12,er=11,yaw=-0.5,yr=-1.2,pc=10,hd=0,OL=10,OR=10
HB:t=1810,m=S,run=1,el=122,er=121,yaw=-0.5,yr=-1.0,pc=9,hd=0,OL=9,OR=9
HB:t=1814,m=S,run=1,el=19,er=19,yaw=-0.5,yr=-1.0,pc=9,hd=0,OL=9,OR=9
HB:t=1864,m=S,run=1,el=44,er=44,yaw=-0.6,yr=-1.3,pc=10,hd=0,OL=10,OR=10
HB:t=1904,m=S,run=1,el=11,er=12,yaw=-0.7,yr=-2.0,pc=11,hd=0,OL=11,OR=11
HB:t=1904,m=S,run=1,el=34,er=34,yaw=-0.7,yr=-2.0,pc=11,hd=0,OL=11,OR=11
HB:t=2027,m=S,run=1,el=126,er=128,yaw=-0.7,yr=-1.7,pc=9,hd=1,OL=10,OR=8
HB:t=2031,m=S,run=1,el=19,er=18,yaw=-0.7,yr=-1.7,pc=10,hd=0,OL=10,OR=10
HB:t=2081,m=S,run=1,el=41,er=42,yaw=-0.7,yr=-1.5,pc=10,hd=0,OL=10,OR=10
HB:t=2121,m=S,run=1,el=11,er=12,yaw=-0.7,yr=-0.9,pc=10,hd=0,OL=10,OR=10
HB:t=2121,m=S,run=1,el=30,er=29,yaw=-0.7,yr=-0.9,pc=10,hd=0,OL=10,OR=10
HB:t=2244,m=S,run=1,el=120,er=120,yaw=-0.7,yr=-0.8,pc=9,hd=0,OL=9,OR=9
HB:t=2248,m=S,run=1,el=1,er=1,yaw=-0.7,yr=-0.8,pc=11,hd=0,OL=11,OR=11
HB:t=2298,m=S,run=1,el=48,er=48,yaw=-0.7,yr=-0.9,pc=11,hd=0,OL=11,OR=11
HB:t=2339,m=S,run=1,el=12,er=12,yaw=-0.7,yr=-0.8,pc=10,hd=0,OL=10,OR=10
HB:t=2339,m=S,run=1,el=26,er=26,yaw=-0.7,yr=-0.8,pc=10,hd=0,OL=10,OR=10
HB:t=2462,m=S,run=1,el=117,er=118,yaw=-0.7,yr=-0.7,pc=9,hd=1,OL=10,OR=8
HB:t=2466,m=S,run=1,el=4,er=3,yaw=-0.7,yr=-0.7,pc=10,hd=0,OL=10,OR=10
HB:t=2516,m=S,run=1,el=43,er=42,yaw=-0.7,yr=-0.6,pc=11,hd=0,OL=11,OR=11
HB:t=2557,m=S,run=1,el=11,er=10,yaw=-0.7,yr=-0.3,pc=11,hd=0,OL=11,OR=11
HB:t=2557,m=S,run=1,el=23,er=23,yaw=-0.7,yr=-0.3,pc=11,hd=0,OL=11,OR=11
HB:t=2680,m=S,run=1,el=123,er=120,yaw=-0.6,yr=-0.2,pc=9,hd=0,OL=9,OR=9
HB:t=2684,m=S,run=1,el=20,er=20,yaw=-0.6,yr=-0.2,pc=10,hd=0,OL=10,OR=10
HB:t=2734,m=S,run=1,el=44,er=44,yaw=-0.6,yr=-0.1,pc=10,hd=0,OL=10,OR=10
HB:t=2774,m=S,run=1,el=12,er=12,yaw=-0.6,yr=-0.0,pc=11,hd=0,OL=11,OR=11
HB:t=2774,m=S,run=1,el=34,er=34,yaw=-0.6,yr=-0.0,pc=11,hd=0,OL=11,OR=11
HB:t=2897,m=S,run=1,el=132,er=132,yaw=-0.6,yr=-0.0,pc=9,hd=0,OL=9,OR=9
HB:t=2901,m=S,run=1,el=20,er=19,yaw=-0.6,yr=-0.0,pc=9,hd=0,OL=9,OR=9
HB:t=2951,m=S,run=1,el=43,er=41,yaw=-0.6,yr=0.1,pc=10,hd=0,OL=10,OR=10
HB:t=2986,m=S,run=1,el=12,er=12,yaw=-0.5,yr=0.7,pc=10,hd=0,OL=10,OR=10
HB:t=3109,m=S,run=1,el=120,er=118,yaw=-0.5,yr=0.7,pc=9,hd=0,OL=9,OR=9
HB:t=3113,m=S,run=1,el=17,er=18,yaw=-0.5,yr=0.7,pc=9,hd=0,OL=9,OR=9
HB:t=3163,m=S,run=1,el=41,er=41,yaw=-0.4,yr=1.0,pc=10,hd=0,OL=10,OR=10
HB:t=3203,m=S,run=1,el=12,er=11,yaw=-0.3,yr=1.9,pc=11,hd=0,OL=11,OR=11
HB:t=3203,m=S,run=1,el=31,er=32,yaw=-0.3,yr=1.9,pc=11,hd=0,OL=11,OR=11
HB:t=3326,m=S,run=1,el=126,er=125,yaw=-0.2,yr=1.7,pc=9,hd=0,OL=9,OR=9
HB:t=3330,m=S,run=1,el=19,er=18,yaw=-0.2,yr=1.7,pc=10,hd=0,OL=10,OR=10
HB:t=3380,m=S,run=1,el=39,er=38,yaw=-0.2,yr=1.5,pc=10,hd=0,OL=10,OR=10
HB:t=3420,m=S,run=1,el=11,er=11,yaw=-0.2,yr=1.7,pc=10,hd=0,OL=10,OR=10
HB:t=3420,m=S,run=1,el=27,er=27,yaw=-0.2,yr=1.7,pc=10,hd=0,OL=10,OR=10
HB:t=3544,m=S,run=1,el=115,er=112,yaw=-0.1,yr=1.5,pc=9,hd=0,OL=9,OR=9
HB:t=3547,m=S,run=1,el=1,er=2,yaw=-0.1,yr=1.5,pc=11,hd=0,OL=11,OR=11
HB:t=3598,m=S,run=1,el=46,er=46,yaw=-0.1,yr=1.5,pc=11,hd=0,OL=11,OR=11
HB:t=3638,m=S,run=1,el=11,er=11,yaw=0.0,yr=2.2,pc=11,hd=0,OL=11,OR=11
HB:t=3639,m=S,run=1,el=27,er=27,yaw=0.0,yr=2.2,pc=10,hd=0,OL=10,OR=10
HB:t=3762,m=S,run=1,el=126,er=125,yaw=0.1,yr=2.0,pc=9,hd=0,OL=9,OR=9
HB:t=3765,m=S,run=1,el=20,er=19,yaw=0.1,yr=2.0,pc=9,hd=0,OL=9,OR=9
HB:t=3816,m=S,run=1,el=45,er=45,yaw=0.1,yr=1.6,pc=10,hd=0,OL=10,OR=10
HB:t=3857,m=S,run=1,el=11,er=11,yaw=0.1,yr=1.6,pc=10,hd=0,OL=10,OR=10
