HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=123,m=S,run=1,el=33,er=34,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=126,m=S,run=1,el=7,er=6,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=225,m=S,run=1,el=55,er=40,yaw=0.2,yr=3.8,pc=3,hd=0,OL=3,OR=3
HB:t=343,m=S,run=1,el=85,er=62,yaw=1.1,yr=5.2,pc=4,hd=0,OL=4,OR=4
HB:t=351,m=S,run=1,el=6,er=4,yaw=1.1,yr=5.2,pc=5,hd=0,OL=5,OR=5
HB:t=396,m=S,run=1,el=31,er=23,yaw=1.3,yr=7.7,pc=6,hd=0,OL=6,OR=6
HB:t=437,m=S,run=1,el=9,er=6,yaw=2.9,yr=33.5,pc=6,hd=0,OL=6,OR=6
HB:t=437,m=S,run=1,el=24,er=17,yaw=2.9,yr=33.5,pc=7,hd=-1,OL=6,OR=8
HB:t=559,m=S,run=1,el=97,er=70,yaw=3.8,yr=24.6,pc=8,hd=-3,OL=5,OR=11
HB:t=564,m=S,run=1,el=1,er=1,yaw=3.8,yr=24.6,pc=9,hd=-1,OL=8,OR=10
HB:t=613,m=S,run=1,el=41,er=32,yaw=4.4,yr=26.3,pc=10,hd=-2,OL=8,OR=12
HB:t=653,m=S,run=1,el=9,er=9,yaw=6.2,yr=48.9,pc=11,hd=-2,OL=9,OR=13
HB:t=653,m=S,run=1,el=22,er=19,yaw=6.2,yr=48.9,pc=11,hd=-3,OL=8,OR=14
HB:t=776,m=S,run=1,el=107,er=116,yaw=7.0,yr=34.2,pc=10,hd=-5,OL=5,OR=15
HB:t=780,m=S,run=1,el=17,er=21,yaw=7.0,yr=34.2,pc=10,hd=-3,OL=7,OR=13
HB:t=830,m=S,run=1,el=41,er=51,yaw=7.3,yr=28.4,pc=10,hd=-3,OL=7,OR=13
HB:t=870,m=S,run=1,el=11,er=13,yaw=6.7,yr=7.7,pc=11,hd=-3,OL=8,OR=14
HB:t=871,m=S,run=1,el=31,er=41,yaw=6.7,yr=7.7,pc=11,hd=-3,OL=8,OR=14
HB:t=994,m=S,run=1,el=111,er=153,yaw=5.8,yr=2.2,pc=9,hd=-3,OL=6,OR=12
HB:t=997,m=S,run=1,el=17,er=24,yaw=5.8,yr=2.2,pc=9,hd=-3,OL=6,OR=12
HB:t=1069,m=S,run=1,el=58,er=83,yaw=2.3,yr=-61.4,pc=10,hd=-1,OL=9,OR=11
HB:t=1189,m=S,run=1,el=100,er=141,yaw=0.5,yr=-45.5,pc=9,hd=2,OL=11,OR=7
HB:t=1197,m=S,run=1,el=2,er=2,yaw=0.5,yr=-45.5,pc=10,hd=0,OL=10,OR=10
HB:t=1243,m=S,run=1,el=42,er=52,yaw=-0.0,yr=-39.2,pc=10,hd=0,OL=10,OR=10
HB:t=1278,m=S,run=1,el=10,er=12,yaw=-2.7,yr=-71.6,pc=10,hd=0,OL=10,OR=10
