tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
80814,0.302,1,0.0,0.0,0.0,0,0,0,-0.006,-1.5,left_bias,0.0,0.0,0.0,0.0,0.0
81111,0.599,1,0.0,0.25,-0.25,632,619,13,2.225,-0.5,left_bias,0.037125,0.037125,0.03709701040246414,0.0014413341734196403,-0.0185625
81415,0.903,1,0.0,0.25,-0.25,1528,1512,16,2.918,0.0,line_missing,0.038,0.075125,0.07504774012149612,0.0033757885649684932,-0.0185625
81711,1.199,1,0.0,0.0,0.0,2448,2408,40,3.879,0.0,line_missing,0.0,0.075125,0.07504774012149612,0.0033757885649684932,-0.0185625
82015,1.503,1,0.0,0.0,0.0,3318,3334,-16,1.059,0.0,line_missing,0.0,0.075125,0.07504774012149612,0.0033757885649684932,-0.0185625
82311,1.799,1,0.25,0.0,0.25,4085,4069,16,1.806,0.0,line_missing,0.037,0.112125,0.11202936094715435,0.004541859363522652,-0.0185625
82614,2.102,1,0.25,0.25,0.0,4996,5007,-11,1.443,0.0,line_missing,0.07575,0.18787500000000001,0.18775533850905013,0.006449429098881749,-0.0185625
82911,2.399,1,0.0,0.0,0.0,5900,5938,-38,-0.984,0.0,line_missing,0.0,0.18787500000000001,0.18775533850905013,0.006449429098881749,-0.0185625
83214,2.702,1,0.25,0.25,0.0,6916,6963,-47,-2.089,0.0,line_missing,0.07575,0.263625,0.2634549958505372,0.0036882014042788343,-0.0185625
83511,2.998,1,0.25,0.25,0.0,7811,7793,18,1.164,0.0,line_missing,0.07425,0.337875,0.3376896739647365,0.0051965333575388255,-0.0185625
83814,3.302,1,0.0,0.25,-0.25,8732,8687,45,3.448,0.0,line_missing,0.037875,0.37575,0.37549611238357516,0.007474435700168638,-0.0185625
84110,3.598,1,0.0,0.25,-0.25,9666,9602,64,4.321,0.0,line_missing,0.037,0.41274999999999995,0.4123909430436699,0.010262171441398696,-0.0185625
84414,3.901,1,0.25,0.0,0.25,10612,10539,73,4.933,0.0,line_missing,0.038,0.45074999999999993,0.4502501885478156,0.013529820421449155,-0.0185625
84710,4.198,1,0.25,0.0,0.25,11360,11399,-39,-0.965,0.0,line_missing,0.037,0.4877499999999999,0.4872449408257683,0.01290668007376215,-0.0185625
85013,4.501,1,0.0,0.25,-0.25,12247,12423,-176,-9.221,0.0,line_missing,0.037875,0.5256249999999999,0.5246305048975254,0.006837477157682507,-0.0185625
85310,4.798,1,0.25,0.0,0.25,13216,13435,-219,-13.366,0.0,line_missing,0.037125,0.5627499999999999,0.5607499085204416,-0.001744731586275152,-0.0185625
85613,5.101,1,0.0,0.25,-0.25,14220,14471,-251,-15.669,0.0,line_missing,0.037875,0.6006249999999999,0.5972173983174459,-0.011973994165043418,-0.0185625
85909,5.397,1,0.25,0.25,0.0,15136,15266,-130,-10.796,0.0,line_missing,0.074,0.6746249999999998,0.6699076227388141,-0.02583513674316926,-0.0185625
86213,5.701,1,0.25,0.0,0.25,16055,15994,61,-2.287,0.0,line_missing,0.038,0.7126249999999998,0.7078773547891872,-0.02735152983958774,-0.0185625
86509,5.997,1,0.25,0.25,0.0,16959,16847,112,6.263,0.0,line_missing,0.074,0.7866249999999998,0.7814356940420363,-0.019278691035129907,-0.0185625
86813,6.3,1,0.25,0.0,0.25,17900,17773,127,7.434,0.0,line_missing,0.038,0.8246249999999998,0.8191162872817411,-0.014362097386687095,-0.0185625
87109,6.597,1,0.25,0.25,0.0,18788,18741,47,3.675,0.0,line_missing,0.074,0.8986249999999998,0.8929641196615394,-0.009618928318941754,-0.0185625
87412,6.9,1,0.25,0.25,0.0,19653,19688,-35,-2.002,0.0,line_missing,0.07575,0.9743749999999998,0.9686678824817792,-0.012265207755602595,-0.0185625
87709,7.197,1,0.25,0.25,0.0,20492,20574,-82,-5.522,0.0,line_missing,0.07425,1.0486249999999997,1.042573312204359,-0.019410133054080063,-0.0185625
88012,7.5,1,0.0,0.0,0.0,21418,21519,-101,-7.147,0.0,line_missing,0.0,1.0486249999999997,1.042573312204359,-0.019410133054080063,-0.0185625
88309,7.797,1,0.25,0.0,0.25,22361,22468,-107,-8.351,0.0,line_missing,0.037125,1.0857499999999998,1.0793046722296915,-0.024802054389689996,-0.0185625
88612,8.1,1,0.25,0.25,0.0,23355,23502,-147,-10.037,0.0,line_missing,0.07575,1.1614999999999998,1.1538953495808868,-0.03800407515508321,-0.0185625
88908,8.396,1,0.0,0.0,0.0,24292,24429,-137,-10.642,0.0,line_missing,0.0,1.1614999999999998,1.1538953495808868,-0.03800407515508321,-0.0185625
89212,8.7,1,0.25,0.25,0.0,25313,25415,-102,-8.796,0.0,line_missing,0.076,1.2374999999999998,1.2290015181001888,-0.04962575534127881,-0.0185625
89508,8.996,1,0.25,0.25,0.0,26249,26322,-73,-7.077,0.0,line_missing,0.074,1.3114999999999999,1.3024377472312043,-0.05874278616370062,-0.0185625
89811,9.299,1,0.25,0.0,0.25,27160,27210,-50,-5.752,0.0,line_missing,0.037875,1.349375,1.3401220473796742,-0.06253872442979816,-0.0185625
90108,9.596,1,0.0,0.25,-0.25,28067,28128,-61,-5.784,0.0,line_missing,0.037125,1.3865,1.3770580399312766,-0.06628012513380989,-0.0185625
90411,9.899,1,0.0,0.25,-0.25,29086,29107,-21,-4.459,0.0,line_missing,0.037875,1.4243750000000002,1.4148184007386968,-0.06922474339318536,-0.0185625
