tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
15994,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.12,0.0,0.0,0.026848,-0.000659,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=15994 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.026848 p=-0.740311 r=6.193292 yr=-0.000659 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=58 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=58 fail=0 rx=6 txdrop=0
21997,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=21997 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
22195,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=22195 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0CMD #EXP=RUN,29,5000!"
22782,29,300.0,1,18.0,1.8,0.981,0.981,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.981,0.981,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=22782 exp_id=29 t_ms=300 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.981 rt=0.981 la=0.000 ra=0.000 lse=0.981 rse=0.981 lso=26.000 rso=26.000 lp=0.000 lpr=0.000 y=0.000 yr=0.000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
23078,29,596.0,1,18.0,1.8,1.327,1.327,0.5,0.004,0.0,0.0,0.0,5.934,103.931,0.25,0.25,0.0,0,0,0,0,0.25,0.25,1.077,1.077,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=23078 exp_id=29 t_ms=596 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.327 rt=1.327 la=0.250 ra=0.250 lse=1.077 rse=1.077 lso=26.000 rso=26.000 lp=0.000 lpr=0.000 y=5.934 yr=103.931 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
23381,29,899.0,1,18.0,1.8,1.682,1.682,0.5,0.004,0.0,0.9,1.5,16.007,126.3,0.25,0.25,0.0,0,0,0,0,0.25,0.25,1.432,1.432,23.606,23.668,23.0,23.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=23381 exp_id=29 t_ms=899 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.682 rt=1.682 la=0.250 ra=0.250 lse=1.432 rse=1.432 lso=23.606 rso=23.668 lp=0.900 lpr=1.500 y=16.007 yr=126.300 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=23 R=23 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
23682,29,1200.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.9,1.5,19.865,60.562,0.25,0.0,0.25,0,0,0,0,0.25,0.0,1.55,1.8,26.653,29.25,26.0,29.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=23682 exp_id=29 t_ms=1200 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.000 lse=1.550 rse=1.800 lso=26.653 rso=29.250 lp=0.900 lpr=1.500 y=19.865 yr=60.562 el=0.250 er=0.000 ed=0.250 dl=0 dr=0 cl=0 cr=0 L=26 R=29 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
23978,29,1496.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.9,1.5,20.152,2.938,0.25,0.0,0.25,0,0,0,0,0.25,0.0,1.55,1.8,26.986,29.541,26.0,29.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=23978 exp_id=29 t_ms=1496 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.000 lse=1.550 rse=1.800 lso=26.986 rso=29.541 lp=0.900 lpr=1.500 y=20.152 yr=2.938 el=0.250 er=0.000 ed=0.250 dl=0 dr=0 cl=0 cr=0 L=26 R=29 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
24281,29,1799.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.9,1.5,16.004,-47.682,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.8,1.8,29.736,29.704,29.0,29.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=24281 exp_id=29 t_ms=1799 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.000 lse=1.800 rse=1.800 lso=29.736 rso=29.704 lp=0.900 lpr=1.500 y=16.004 yr=-47.682 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=29 R=29 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
24577,29,2095.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.9,1.5,12.023,-58.848,0.25,0.0,0.25,0,1,0,0,0.25,0.0,1.55,1.8,27.701,30.246,27.0,30.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=24577 exp_id=29 t_ms=2095 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.000 lse=1.550 rse=1.800 lso=27.701 rso=30.246 lp=0.900 lpr=1.500 y=12.023 yr=-58.848 el=0.250 er=0.000 ed=0.250 dl=0 dr=1 cl=0 cr=0 L=27 R=30 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
