tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
87296,0,0.0,0,0.0,1.5,0.0,0.12,0.0,0.0,0.077478,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=87296 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.077478 p=-1.257351 r=5.773551 yr=-0.000673 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=317 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=317 fail=0 rx=6 txdrop=0
93222,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=93222 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0 er=0 ed=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
93421,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=93421 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0CMD #EXP=RUN,5,5000!"
94012,5,294.0,1,18.0,0.5,0.004,0.0,0.5,0.5,0.0,0.0,0.0,0.0,31.0,23.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=94012 exp_id=5 t_ms=294 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=2.108 rt=1.492 lp=0.500 lpr=0.500 y=0.000 el=0 er=0 ed=0 L=31 R=23 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=150 txdrop=0
94307,5,589.0,1,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=94307 exp_id=5 t_ms=589 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 rt=1.434 lp=0.50.500 y=|.400 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=150 txdrop=0
94620,5,902.0,1,18.0,0.5,0.004,0.0,0.5,0.5,0.301,0.0,0.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=94620 exp_id=5 t_ms=902 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=2.230 rt=1.370 lp=0.500 lpr=0.500 y=0.301 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=150 txdrop=0
94923,5,1205.0,1,18.0,0.5,0.004,0.0,0.5,0.5,0.293,0.0,0.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=94923 exp_id=5 t_ms=1205 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=2.290 rt=1.310 lp=0.500 lpr=0.500 y=0.293 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=150 txdrop=0
95226,5,1508.0,1,18.0,0.5,0.004,0.0,0.5,0.5,0.3,0.0,0.0,0.0,14.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=95226 exp_id=5 t_ms=1508 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=2.350 rt=1.250 lp=0.500 lpr=0.500 y=0.300 el=0 er=0 ed=0 L=14 R=0 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=150 txdrop=0
95527,5,1809.0,1,18.0,0.5,0.004,0.0,0.5,0.5,7.327,0.0,0.0,0.0,1.0,1.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=95527 exp_id=5 t_ms=1809 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.150 lt=0.150 rt=0.150 lp=0.500 lpr=0.500 y=7.327 el=0 er=0 ed=0 L=1 R=1 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=150 txdrop=0
95828,5,2110.0,1,18.0,0.5,0.004,0.0,-1.5,-1.5,15.984,0.0,0.0,0.0,5.0,38.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=95828 exp_id=5 t_ms=2110 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.864 rt=2.736 lp=-1.500 lpr=-1.500 y=15.984 el=0 er=0 ed=0 L=5 R=38 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=150 txdrop=0
