tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
94276,0,0.0,0,0.0,1.5,0.0,0.12,0.0,0.0,0.022423,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=94276 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.022423 p=-0.935994 r=5.801015 yr=-0.000111 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=352 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=352 fail=0 rx=6 txdrop=0
100205,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=100205 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0 er=0 ed=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
100404,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=100404 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=CMD #EXP=RUN,19,5000!"
101018,19,307.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.127,0.0,0.0,0.0,26.0,26.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=101018 exp_id=19 t_ms=307 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.998 rt=0.980 lp=0.225 lpr=0.500 y=0.127 el=0 er=0 ed=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
101323,19,612.0,1,18.0,0.5,0.004,0.0,0.225,0.5,1.353,0.0,0.0,0.0,26.0,26.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=101323 exp_id=19 t_ms=612 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.355 rt=1.334 lp=0.225 lpr=0.500 y=1.353 el=0 er=0 ed=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
101638,19,927.0,1,18.0,0.5,0.004,0.0,-0.9,-1.5,3.995,0.0,0.0,0.0,19.0,22.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=101638 exp_id=19 t_ms=927 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.684 rt=1.745 lp=-0.900 lpr=-1.500 y=3.995 el=0 er=0 ed=0 L=19 R=22 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
101942,19,1231.0,1,18.0,0.5,0.004,0.0,-0.9,-1.5,1.924,0.0,0.0,0.0,30.0,32.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=101942 exp_id=19 t_ms=1231 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.749 rt=1.851 lp=-0.900 lpr=-1.500 y=1.924 el=0 er=0 ed=0 L=30 R=32 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
102257,19,1546.0,1,18.0,0.5,0.004,0.0,-0.9,-1.5,-4.279,0.0,0.0,0.0,11.0,13.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=102257 exp_id=19 t_ms=1546 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.721 rt=1.879 lp=-0.900 lpr=-1.500 y=-4.279 el=0 er=0 ed=0 L=11 R=13 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
102561,19,1850.0,1,18.0,0.5,0.004,0.0,0.225,0.5,-9.628,0.0,1.0,-1.0,31.0,28.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=102561 exp_id=19 t_ms=1850 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.805 rt=1.795 lp=0.225 lpr=0.500 y=-9.628 el=0 er=1 ed=-1 L=31 R=28 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
102877,19,2166.0,1,18.0,0.5,0.004,0.0,0.9,1.5,-12.368,0.0,0.0,0.0,26.0,23.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=102877 exp_id=19 t_ms=2166 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.832 rt=1.768 lp=0.900 lpr=1.500 y=-12.368 el=0 er=0 ed=0 L=26 R=23 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=151 txdrop=0
