tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,lc,rc,cd,cde,cdi,cdo,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
101035,38,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,1.62,2.5,5.603146,-156.199387,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39006,39572,-566,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=101035 exp_id=38 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=39006 rc=39572 cd=-566 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=1.620000 lpr=2.500000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=5.603146 yr=-156.199387 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=191 txdrop=0
104754,38,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,1.62,2.5,5.603146,-156.199387,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39006,39572,-566,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=104754 exp_id=38 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=39006 rc=39572 cd=-566 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=1.620000 lpr=2.500000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=5.603146 yr=-156.199387 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=197 txdrop=0
108474,38,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,1.62,2.5,5.603146,-156.199387,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39006,39572,-566,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=108474 exp_id=38 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=39006 rc=39572 cd=-566 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=1.620000 lpr=2.500000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=5.603146 yr=-156.199387 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=203 txdrop=0
115622,38,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,1.62,2.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39006,39572,-566,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=115622 exp_id=38 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=39006 rc=39572 cd=-566 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=1.620000 lpr=2.500000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=317 txdrop=0
115821,38,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=115821 exp_id=38 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 laCMD #EXP=RUN,39,15000!"
116414,39,294.0,1,18.0,1.8,0.974,0.974,0.5,0.004,0.0,0.0,0.0,-0.0,-0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.974,0.974,26.0,26.0,0,0,0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=116414 exp_id=39 t_ms=294 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.974 rt=0.974 la=0.000 ra=0.000 lse=0.974 rse=0.974 lso=26.000 rso=26.000 lc=0 rc=0 cd=0 cde=0.000 cdo=0.000 lp=0.000 lpr=0.000 y=-0.000 yr=-0.004 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=349 txdrop=0
116717,39,597.0,1,18.0,1.8,1.328,1.328,0.5,0.004,0.0,0.0,0.0,-2.003,-26.4,0.25,0.0,0.25,0,1,0,0,0.25,0.0,1.078,1.328,26.157,25.959,601,628,-27,27.0,0.0,0.041,26.0,25.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=116717 exp_id=39 t_ms=597 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.328 rt=1.328 la=0.250 ra=0.000 lse=1.078 rse=1.328 lso=26.157 rso=25.959 lc=601 rc=628 cd=-27 cde=27.000 cdo=0.041 lp=0.000 lpr=0.000 y=-2.003 yr=-26.400 el=0.250 er=0.000 ed=0.250 dl=0 dr=1 cl=0 cr=0 L=26 R=25 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=349 txdrop=0
117014,39,894.0,1,18.0,1.8,1.676,1.676,0.5,0.004,0.0,0.0,0.0,-4.155,-32.484,0.25,0.0,0.25,0,1,0,0,0.25,0.0,1.426,1.676,24.404,26.658,1439,1491,-52,52.0,0.0,0.078,24.0,26.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=117014 exp_id=39 t_ms=894 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.676 rt=1.676 la=0.250 ra=0.000 lse=1.426 rse=1.676 lso=24.404 rso=26.658 lc=1439 rc=1491 cd=-52 cde=52.000 cdo=0.078 lp=0.000 lpr=0.000 y=-4.155 yr=-32.484 el=0.250 er=0.000 ed=0.250 dl=0 dr=1 cl=0 cr=0 L=24 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=349 txdrop=0
117318,39,1198.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,2.5,2.5,-6.965,-41.688,0.0,0.25,-0.25,0,0,0,0,0.0,0.25,1.8,1.55,29.784,25.91,2279,2391,-112,112.0,0.0,0.168,29.0,25.0,0.0,0.0,0.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=117318 exp_id=39 t_ms=1198 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.250 lse=1.800 rse=1.550 lso=29.784 rso=25.910 lc=2279 rc=2391 cd=-112 cde=112.000 cdo=0.168 lp=2.500 lpr=2.500 y=-6.965 yr=-41.688 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=29 R=25 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=349 txdrop=0
117614,39,1494.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,2.5,2.5,-6.465,13.141,0.25,0.25,0.0,0,0,0,0,0.25,0.25,1.55,1.55,26.622,26.191,3189,3259,-70,70.0,0.0,0.105,26.0,26.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=117614 exp_id=39 t_ms=1494 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.250 lse=1.550 rse=1.550 lso=26.622 rso=26.191 lc=3189 rc=3259 cd=-70 cde=70.000 cdo=0.105 lp=2.500 lpr=2.500 y=-6.465 yr=13.141 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=349 txdrop=0
