tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
9459,0,0.0,0,0.0,1.5,0.0,0.12,0.0,0.0,-0.007166,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=9459 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-0.007166 p=-1.386931 r=5.466473 yr=-0.000514 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=35 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=35 fail=0 rx=6 txdrop=0
15320,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=15320 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0 er=0 ed=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
15519,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=15519 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0CMD #EXP=RUN,11,5000!"
16121,11,316.0,1,18.0,0.5,0.004,0.0,0.5,0.5,0.415,0.0,0.0,0.0,27.0,16.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=16121 exp_id=11 t_ms=316 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.464 rt=0.892 lp=0.500 lpr=0.500 y=0.415 el=0 er=0 ed=0 L=27 R=16 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
16410,11,605.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=16410 exp_id=11 t_ms=605 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
16607,11,802.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=16607 exp_id=11 t_ms=802 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
16804,11,999.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=16804 exp_id=11 t_ms=999 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
17001,11,1196.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=17001 exp_id=11 t_ms=1196 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
17198,11,1393.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=17198 exp_id=11 t_ms=1393 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
17395,11,1590.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=17395 exp_id=11 t_ms=1590 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
17592,11,1787.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=17592 exp_id=11 t_ms=1787 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
17789,11,1984.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=17789 exp_id=11 t_ms=1984 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
17986,11,2181.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=17986 exp_id=11 t_ms=2181 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
18183,11,2378.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=18183 exp_id=11 t_ms=2378 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
18380,11,2575.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=18380 exp_id=11 t_ms=2575 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
18577,11,2772.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=18577 exp_id=11 t_ms=2772 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
18774,11,2969.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=18774 exp_id=11 t_ms=2969 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
18971,11,3166.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=18971 exp_id=11 t_ms=3166 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
19168,11,3363.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=19168 exp_id=11 t_ms=3363 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
19365,11,3560.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=19365 exp_id=11 t_ms=3560 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
19562,11,3757.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=19562 exp_id=11 t_ms=3757 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
19759,11,3954.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=19759 exp_id=11 t_ms=3954 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
19956,11,4151.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=19956 exp_id=11 t_ms=4151 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
20153,11,4348.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=20153 exp_id=11 t_ms=4348 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
20350,11,4545.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=20350 exp_id=11 t_ms=4545 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
20547,11,4742.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=20547 exp_id=11 t_ms=4742 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
20744,11,0.0,0,18.0,0.5,0.004,0.0,0.5,0.5,4.761,36.0,26.0,10.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=20744 exp_id=11 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.500 lpr=0.500 y=4.761 el=36 er=26 ed=10 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
