tick,exp_id,t_ms,run,ts,kp,ki,kd,lp,lpr,y,el,er,ed,L,R,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
65923,0,0.0,0,0.0,1.5,0.0,0.12,0.0,0.0,0.056036,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=65923 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.056036 p=-1.173587 r=5.710526 yr=-0.000203 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=246 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=246 fail=0 rx=6 txdrop=0
71722,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=71722 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0 er=0 ed=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
71920,0,0.0,0,18.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=71920 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0CMD #EXP=RUN,18,5000!"
72513,18,307.0,1,18.0,0.5,0.004,0.0,0.225,0.5,0.063,0.0,0.0,0.0,19.0,19.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=72513 exp_id=18 t_ms=307 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.998 rt=0.980 lp=0.225 lpr=0.500 y=0.063 el=0 er=0 ed=0 L=19 R=19 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
72816,18,610.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=72816 exp_id=18 t_ms=610 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
73013,18,807.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=73013 exp_id=18 t_ms=807 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
73210,18,1004.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=73210 exp_id=18 t_ms=1004 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
73407,18,1201.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=73407 exp_id=18 t_ms=1201 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
73604,18,1398.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=73604 exp_id=18 t_ms=1398 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
73801,18,1595.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=73801 exp_id=18 t_ms=1595 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
73998,18,1792.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=73998 exp_id=18 t_ms=1792 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
74195,18,1989.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=74195 exp_id=18 t_ms=1989 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
74392,18,2186.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=74392 exp_id=18 t_ms=2186 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
74589,18,2383.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=74589 exp_id=18 t_ms=2383 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
74786,18,2580.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=74786 exp_id=18 t_ms=2580 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
74983,18,2777.0,0,18.0,0.5,0.004,0.0,0.8,0.5,4.501,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=74983 exp_id=18 t_ms=2777 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 lp=0.800 lpr=0.500 y=4.501 el=0 er=0 ed=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
