tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
13507,0.306,1,0.0,0.0,0.0,0,0,0,0.0,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
13803,0.602,1,0.25,0.0,0.25,508,551,-43,-3.834,0.0,line_missing,0.037,0.037,0.03691719270087093,-0.002474041852265619,0.0
14106,0.905,1,0.0,0.25,-0.25,1256,1379,-123,-8.533,0.0,line_missing,0.037875,0.074875,0.07437293793413752,-0.008093897190317178,0.0
14403,1.202,1,0.25,0.25,0.0,2074,2201,-127,-10.247,-3.5,left_bias,0.07425,0.149125,0.14743865142906065,-0.021302379748045164,-0.25987499999999997
14706,1.505,1,0.25,0.0,0.25,2945,3055,-110,-8.891,0.0,line_missing,0.037875,0.187,0.18485855131602774,-0.027156157797250634,-0.25987499999999997
15002,1.801,1,0.0,0.0,0.0,3829,3924,-95,-8.029,0.0,line_missing,0.0,0.187,0.18485855131602774,-0.027156157797250634,-0.25987499999999997
15306,2.105,1,0.0,0.25,-0.25,4793,4882,-89,-7.752,-3.0,left_bias,0.038,0.225,0.22251127652074215,-0.03228180747882891,-0.37387499999999996
15602,2.401,1,0.0,0.25,-0.25,5731,5755,-24,-4.696,0.0,line_missing,0.037,0.262,0.2593870713974662,-0.03531095788938481,-0.37387499999999996
15905,2.704,1,0.25,0.0,0.25,6692,6656,36,-0.583,0.0,line_missing,0.037875,0.299875,0.2972601106992964,-0.035696339572945504,-0.37387499999999996
16202,3.001,1,0.25,0.25,0.0,7591,7563,28,-0.149,0.0,line_missing,0.07425,0.374125,0.37150985963006705,-0.035889429493778144,-0.37387499999999996
16505,3.304,1,0.0,0.25,-0.25,8516,8507,9,-1.559,0.0,line_missing,0.037875,0.412,0.40937083979784206,-0.036919869077329553,-0.37387499999999996
16801,3.6,1,0.25,0.0,0.25,9365,9382,-17,-3.513,0.0,line_missing,0.037,0.44899999999999995,0.4463013138842987,-0.03918704435717755,-0.37387499999999996
17105,3.904,1,0.25,0.25,0.0,10270,10325,-55,-5.595,0.0,line_missing,0.076,0.5249999999999999,0.5219392431892116,-0.04659674411256652,-0.37387499999999996
17401,4.2,1,0.0,0.25,-0.25,11163,11244,-81,-7.289,0.0,line_missing,0.037,0.5619999999999999,0.5586402394908617,-0.051291088631907025,-0.37387499999999996
17704,4.503,1,0.25,0.25,0.0,12134,12217,-83,-8.09,0.0,line_missing,0.07575,0.6377499999999999,0.6336363932573943,-0.0619512678155136,-0.37387499999999996
18001,4.8,1,0.25,0.0,0.25,13035,13106,-71,-7.289,0.0,line_missing,0.037125,0.6748749999999999,0.6704613794114149,-0.0666614716068789,-0.37387499999999996
18318,5.117,1,16.0,15.75,0.25,13995,14108,-113,-9.763,0.0,line_missing,5.032375,5.70725,5.629955559551441,-0.9200169765297768,-0.37387499999999996
18622,5.421,1,0.25,0.0,0.25,14687,14700,-13,-5.638,0.0,line_missing,0.038,5.74525,5.667771733094995,-0.9237502081759253,-0.37387499999999996
18925,5.724,1,0.0,0.25,-0.25,15473,15478,-5,-1.739,0.0,line_missing,0.037875,5.783125,5.705629289210374,-0.9248995862559636,-0.37387499999999996
19221,6.02,1,0.0,0.0,0.0,16424,16396,28,-0.256,0.0,line_missing,0.0,5.783125,5.705629289210374,-0.9248995862559636,-0.37387499999999996
19524,6.323,1,0.0,0.25,-0.25,17476,17449,27,0.044,0.0,line_missing,0.037875,5.821,5.743504278042186,-0.9248705003468379,-0.37387499999999996
19820,6.619,1,0.25,0.0,0.25,18476,18422,54,0.922,0.0,line_missing,0.037,5.858,5.780499487563261,-0.9242751244220607,-0.37387499999999996
20123,6.922,1,0.25,0.25,0.0,19424,19399,25,0.236,0.0,line_missing,0.07575,5.93375,5.856248844977987,-0.9239631127939468,-0.37387499999999996
20420,7.219,1,0.0,0.25,-0.25,20361,20362,-1,-1.515,0.0,line_missing,0.037125,5.9708749999999995,5.893360867474216,-0.9249446479381718,-0.37387499999999996
20723,7.522,1,0.25,0.25,0.0,21305,21305,0,-1.895,0.0,line_missing,0.07575,6.046625,5.969069440213665,-0.9274495458913176,-0.37387499999999996
21019,7.818,1,0.25,0.25,0.0,22215,22222,-7,-2.469,0.0,line_missing,0.074,6.1206249999999995,6.043000744216286,-0.9306373803399738,-0.37387499999999996
21295,8.094,1,0.0,0.25,-0.25,23046,23058,-12,-2.699,0.0,line_missing,0.0345,6.155125,6.077462473261837,-0.9322619514190662,-0.37387499999999996
21506,8.305,1,0.25,0.25,0.0,23718,23724,-6,35.281,0.0,line_missing,0.05275,6.207875,6.120523836981843,-0.9017942397463238,-0.37387499999999996
21705,8.504,1,0.25,0.25,0.0,24377,24374,3,35.281,0.0,line_missing,0.04975,6.257625,6.161136213191707,-0.8730592889270075,-0.37387499999999996
21905,8.703,1,0.25,0.25,0.0,25030,25022,8,35.281,0.0,line_missing,0.05,6.307625,6.201952671694082,-0.8441799413699057,-0.37387499999999996
22104,8.903,1,0.25,0.25,0.0,25681,25673,8,35.281,0.0,line_missing,0.04975,6.357375,6.242565047903946,-0.8154449905505894,-0.37387499999999996
22303,9.102,1,0.25,0.0,0.25,26334,26325,9,35.281,0.0,line_missing,0.024875,6.38225,6.262871236008877,-0.8010775151409313,-0.37387499999999996
