tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
116414,0.294,1,0.0,0.0,0.0,0,0,0,-0.0,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
116717,0.597,1,0.25,0.0,0.25,601,628,-27,-2.003,0.0,line_missing,0.037875,0.037875,0.03785185831121013,-0.0013238003580875427,0.0
117014,0.894,1,0.25,0.0,0.25,1439,1491,-52,-4.155,0.0,line_missing,0.037125,0.075,0.07487928233094317,-0.00401368798824915,0.0
117318,1.198,1,0.0,0.25,-0.25,2279,2391,-112,-6.965,-2.5,left_bias,0.038,0.11299999999999999,0.11259885799434335,-0.008621682321256544,-0.095
117614,1.494,1,0.25,0.25,0.0,3189,3259,-70,-6.465,0.0,line_missing,0.074,0.187,0.18612827883726304,-0.016953805130289525,-0.095
117918,1.797,1,0.0,0.25,-0.25,4105,4133,-28,-3.537,-2.5,left_bias,0.038,0.225,0.22405589517855953,-0.019298142705686826,-0.19
118214,2.094,1,0.25,0.25,0.0,5019,4985,34,-0.118,0.0,line_missing,0.074,0.299,0.2980557382433757,-0.019450544748235554,-0.19
118517,2.397,1,0.0,0.0,0.0,5751,5795,-44,-3.504,0.0,line_missing,0.0,0.299,0.2980557382433757,-0.019450544748235554,-0.19
118814,2.694,1,0.25,0.25,0.0,6640,6732,-92,-7.556,-2.5,left_bias,0.07425,0.37324999999999997,0.3716610116515957,-0.02921405981716358,-0.375625
119117,2.997,1,0.25,0.0,0.25,7560,7657,-97,-8.098,0.0,line_missing,0.037875,0.41112499999999996,0.40915834394843986,-0.03454938507623167,-0.375625
119413,3.293,1,0.0,0.0,0.0,8417,8472,-55,-6.845,0.0,line_missing,0.0,0.41112499999999996,0.40915834394843986,-0.03454938507623167,-0.375625
119717,3.597,1,0.25,0.25,0.0,9231,9158,73,0.124,0.0,line_missing,0.076,0.487125,0.48515816596420636,-0.03438490537592206,-0.375625
120013,3.893,1,0.25,0.25,0.0,10078,9955,123,4.401,0.0,line_missing,0.074,0.561125,0.5589399705317875,-0.028706409558254892,-0.375625
120316,4.196,1,0.0,0.25,-0.25,10785,10748,37,0.385,0.0,line_missing,0.037875,0.599,0.5968141154705757,-0.028451909743593153,-0.375625
120612,4.492,1,0.25,0.25,0.0,11472,11579,-107,-6.363,0.0,line_missing,0.074,0.6729999999999999,0.670358252933137,-0.03665311970846384,-0.375625
120916,4.796,1,0.25,0.25,0.0,12277,12461,-184,-14.295,0.0,line_missing,0.076,0.7489999999999999,0.744005086399125,-0.05541861784821593,-0.375625
121212,5.092,1,0.0,0.25,-0.25,13136,13287,-151,-13.823,0.0,line_missing,0.037,0.7859999999999999,0.7799335089825176,-0.06425877908368936,-0.375625
121516,5.396,1,0.25,0.0,0.25,14031,14099,-68,-8.735,0.0,line_missing,0.038,0.824,0.8174927584739481,-0.07002963496825958,-0.375625
121812,5.692,1,0.0,0.0,0.0,14908,14881,27,-3.676,0.0,line_missing,0.0,0.824,0.8174927584739481,-0.07002963496825958,-0.375625
