tick,t_s,run,el,er,ed,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
26320,0.295,1,0.0,0.0,0.0,0.091,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
26633,0.608,1,0.2,0.2,0.0,-6.399,0.0,line_missing,0.0626,0.0626,0.06220999351827075,-0.0069768693879641306,0.0
26936,0.911,1,0.0,0.0,0.0,-8.978,0.0,line_missing,0.0,0.0626,0.06220999351827075,-0.0069768693879641306,0.0
27239,1.214,1,0.0,0.125,-0.125,-12.874,0.0,line_missing,0.0189375,0.0815375,0.08067145024695613,-0.01119629135132324,0.0
27552,1.527,1,12.5,13.0,-0.5,-18.105,0.0,line_missing,3.99075,4.0722875,3.873833896047465,-1.2513592734906476,0.0
27855,1.83,1,0.0,0.0,0.0,-19.222,0.0,line_missing,0.0,4.0722875,3.873833896047465,-1.2513592734906476,0.0
28159,2.134,1,0.0,0.125,-0.125,-20.558,0.0,line_missing,0.019,4.0912875,3.891623922802268,-1.258031225833358,0.0
28472,2.447,1,4.0,4.0,0.0,-22.11,0.0,line_missing,1.252,5.3432875,5.0515555402576915,-1.7292664567183647,0.0
28775,2.75,1,0.0,0.0,0.0,-23.051,0.0,line_missing,0.0,5.3432875,5.0515555402576915,-1.7292664567183647,0.0
29078,3.053,1,0.0,0.0,0.0,-24.23,0.0,line_missing,0.0,5.3432875,5.0515555402576915,-1.7292664567183647,0.0
29391,3.366,1,14.0,14.0,0.0,-26.723,-2.5,left_bias,4.382,9.7252875,8.965518275035553,-3.6997536327157636,-10.954999999999998
29694,3.669,1,0.0,0.0,0.0,-27.796,1.5,right_bias,0.0,9.7252875,8.965518275035553,-3.6997536327157636,-10.954999999999998
29998,3.973,1,0.0,0.125,-0.125,-29.17,0.0,line_missing,0.019,9.7442875,8.982108645641635,-3.70901428081149,-10.954999999999998
30311,4.286,1,9.333,10.0,-0.667,-30.547,0.0,line_missing,3.0256144999999997,12.769902,11.587805777497675,-5.2467676939592085,-10.954999999999998
30614,4.589,1,0.0,0.0,0.0,-30.823,0.0,line_missing,0.0,12.769902,11.587805777497675,-5.2467676939592085,-10.954999999999998
30917,4.892,1,0.143,0.143,0.0,-32.884,0.0,line_missing,0.04332899999999999,12.813231,11.624192237458796,-5.270292739602048,-10.954999999999998
