tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,lc,rc,cd,cde,cdi,cdo,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
6996,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.12,0.0,0.0,0.022457,0.000653,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=6996 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.022457 p=-0.705820 r=4.638552 yr=0.000653 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=26 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=26 fail=0 rx=6 txdrop=0
12940,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=12940 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=0 rc=0 cd=0 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=72 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
13139,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=13139 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0CMD #EXP=RUN,60,15000!"
13745,60,300.0,1,18.0,1.8,1.215,1.215,0.5,0.004,0.0,0.225,0.5,0.0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.215,1.215,26.0,26.0,0,0,0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=13745 exp_id=60 t_ms=300 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.215 rt=1.215 la=0.000 ra=0.000 lse=1.215 rse=1.215 lso=26.000 rso=26.000 lc=0 rc=0 cd=0 cde=0.000 cdo=0.000 lp=0.225 lpr=0.500 y=0.000 yr=0.001 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=152 txdrop=0
14049,60,603.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,0.9,1.5,-5.246,-82.635,0.167,0.167,0.0,0,0,0,0,0.167,0.167,1.633,1.633,27.08,25.866,611,695,-84,84.0,0.0,0.134,27.0,25.0,0.0,0.0,0.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=14049 exp_id=60 t_ms=603 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.167 ra=0.167 lse=1.633 rse=1.633 lso=27.080 rso=25.866 lc=611 rc=695 cd=-84 cde=84.000 cdo=0.134 lp=0.900 lpr=1.500 y=-5.246 yr=-82.635 el=0.167 er=0.167 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=27 R=25 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=152 txdrop=0
14362,60,917.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,2.5,2.5,-11.135,-51.642,6.25,5.75,0.5,0,0,0,0,6.25,5.75,-4.45,-3.95,2.184,0.0,1504,1656,-152,152.0,0.0,0.243,2.0,0.0,0.0,0.0,0.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=14362 exp_id=60 t_ms=917 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=6.250 ra=5.750 lse=-4.450 rse=-3.950 lso=2.184 rso=0.000 lc=1504 rc=1656 cd=-152 cde=152.000 cdo=0.243 lp=2.500 lpr=2.500 y=-11.135 yr=-51.642 el=6.250 er=5.750 ed=0.500 dl=0 dr=0 cl=0 cr=0 L=2 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=152 txdrop=0
14667,60,1222.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,3.5,3.5,-9.768,0.326,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.8,1.8,28.97,27.875,1650,1764,-114,114.0,0.0,0.182,28.0,27.0,0.0,0.0,0.0,1,-3.5,left_bias,0,0,0,0,0,0,0,1,TRK tick=14667 exp_id=60 t_ms=1222 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.000 lse=1.800 rse=1.800 lso=28.970 rso=27.875 lc=1650 rc=1764 cd=-114 cde=114.000 cdo=0.182 lp=3.500 lpr=3.500 y=-9.768 yr=0.326 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=28 R=27 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=1 rx=152 txdrop=0
14981,60,1536.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,3.5,3.5,-6.111,39.015,0.25,0.25,0.0,0,0,0,0,0.25,0.25,1.55,1.55,25.898,23.856,2433,2523,-90,90.0,0.0,0.144,25.0,23.0,0.0,0.0,0.0,1,-3.5,left_bias,0,0,0,0,0,0,0,1,TRK tick=14981 exp_id=60 t_ms=1536 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.250 lse=1.550 rse=1.550 lso=25.898 rso=23.856 lc=2433 rc=2523 cd=-90 cde=90.000 cdo=0.144 lp=3.500 lpr=3.500 y=-6.111 yr=39.015 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=25 R=23 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=1 rx=152 txdrop=0
15285,60,1840.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,3.5,3.5,-1.139,63.735,0.25,0.0,0.25,0,0,0,0,0.25,0.0,1.55,1.8,26.731,29.307,3480,3484,-4,4.0,0.0,0.006,26.0,29.0,0.0,0.0,0.0,1,-3.5,left_bias,0,0,0,0,0,0,0,1,TRK tick=15285 exp_id=60 t_ms=1840 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.250 ra=0.000 lse=1.550 rse=1.800 lso=26.731 rso=29.307 lc=3480 rc=3484 cd=-4 cde=4.000 cdo=0.006 lp=3.500 lpr=3.500 y=-1.139 yr=63.735 el=0.250 er=0.000 ed=0.250 dl=0 dr=0 cl=0 cr=0 L=26 R=29 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=1 rx=152 txdrop=0
15588,60,2143.0,1,18.0,1.8,1.8,1.8,0.5,0.004,0.0,3.5,3.5,-1.567,-7.808,0.0,0.25,-0.25,1,0,0,0,0.0,0.25,1.8,1.55,29.624,26.854,4570,4603,-33,33.0,0.0,0.053,29.0,26.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=15588 exp_id=60 t_ms=2143 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.250 lse=1.800 rse=1.550 lso=29.624 rso=26.854 lc=4570 rc=4603 cd=-33 cde=33.000 cdo=0.053 lp=3.500 lpr=3.500 y=-1.567 yr=-7.808 el=0.000 er=0.250 ed=-0.250 dl=1 dr=0 cl=0 cr=0 L=29 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
