tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,lc,rc,cd,cde,cdi,cdo,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
13981,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.12,0.0,0.0,2.9e-05,0.003516,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=13981 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.000029 p=-0.468476 r=4.820350 yr=0.003516 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=53 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=53 fail=0 rx=6 txdrop=0
19729,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=19729 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=0 rc=0 cd=0 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=72 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
19928,0,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=19928 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0CMD #EXP=RUN,71,15000!"
20522,71,295.0,1,18.0,1.8,1.205,1.205,0.5,0.004,0.0,0.225,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.205,1.205,26.0,26.0,0,0,0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=20522 exp_id=71 t_ms=295 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.205 rt=1.205 la=0.000 ra=0.000 lse=1.205 rse=1.205 lso=26.000 rso=26.000 lc=0 rc=0 cd=0 cde=0.000 cdo=0.000 lp=0.225 lpr=0.500 y=0.000 yr=0.000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=152 txdrop=0
20826,71,599.0,1,18.0,1.8,1.798,1.798,0.5,0.004,0.0,0.225,0.5,-3.023,-40.464,0.182,0.182,0.0,0,0,0,0,0.182,0.182,1.616,1.616,26.938,25.896,630,695,-65,65.0,0.0,0.104,26.0,25.0,0.0,0.0,0.0,1,-0.5,left_bias,0,0,0,0,1,0,0,0,TRK tick=20826 exp_id=71 t_ms=599 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.798 rt=1.798 la=0.182 ra=0.182 lse=1.616 rse=1.616 lso=26.938 rso=25.896 lc=630 rc=695 cd=-65 cde=65.000 cdo=0.104 lp=0.225 lpr=0.500 y=-3.023 yr=-40.464 el=0.182 er=0.182 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=25 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=152 txdrop=0
21124,71,897.0,1,18.0,1.8,1.803,1.797,0.5,0.004,0.0,0.9,1.5,-6.789,-56.988,0.5,0.5,0.0,0,0,0,0,0.5,0.5,1.303,1.297,22.673,22.581,1562,1679,-117,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=21124 exp_id=71 t_ms=897 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.803 rt=1.797 la=0.500 ra=0.500 lse=1.303 rse=1.297 lso=22.673 rso=22.581 lc=1562 rc=1679 cd=-117 cde=0.000 cdo=0.000 lp=0.900 lpr=1.500 y=-6.789 yr=-56.988 el=0.500 er=0.500 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=22 R=22 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=152 txdrop=0
21439,71,1212.0,1,18.0,1.8,1.18,0.516,0.5,0.004,0.0,2.5,2.5,-10.573,-38.172,0.25,0.25,0.0,0,0,0,0,0.25,0.25,0.93,0.266,15.976,5.987,2492,2664,-172,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,1,-2.5,left_bias,0,0,0,0,0,0,1,0,TRK tick=21439 exp_id=71 t_ms=1212 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.180 rt=0.516 la=0.250 ra=0.250 lse=0.930 rse=0.266 lso=15.976 rso=5.987 lc=2492 rc=2664 cd=-172 cde=0.000 cdo=0.000 lp=2.500 lpr=2.500 y=-10.573 yr=-38.172 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=15 R=5 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=1 s8=0 rx=152 txdrop=0
21744,71,1517.0,1,18.0,1.8,1.921,1.679,0.5,0.004,0.0,0.9,1.5,-3.704,123.633,0.0,0.25,-0.25,1,0,0,0,0.0,0.25,1.921,1.429,24.0,23.405,3088,3014,74,0.0,0.0,0.0,24.0,23.0,0.0,0.0,0.0,1,-1.5,left_bias,0,0,0,0,0,1,0,0,TRK tick=21744 exp_id=71 t_ms=1517 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.921 rt=1.679 la=0.000 ra=0.250 lse=1.921 rse=1.429 lso=24.000 rso=23.405 lc=3088 rc=3014 cd=74 cde=0.000 cdo=0.000 lp=0.900 lpr=1.500 y=-3.704 yr=123.633 el=0.000 er=0.250 ed=-0.250 dl=1 dr=0 cl=0 cr=0 L=24 R=23 s1=0 s2=0 s3=0 s4=0 s5=0 s6=1 s7=0 s8=0 rx=152 txdrop=0
22042,71,1815.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.8,0.5,9.13,132.033,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3824,3586,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=22042 exp_id=71 t_ms=1815 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lc=3824 rc=3586 cd=238 cde=0.000 cdo=0.000 lp=0.800 lpr=0.500 y=9.130 yr=132.033 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
22240,71,2013.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,0.8,0.5,9.13,132.033,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3824,3586,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=22240 exp_id=71 t_ms=2013 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lc=3824 rc=3586 cd=238 cde=0.000 cdo=0.000 lp=0.800 lpr=0.500 y=9.130 yr=132.033 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
