tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
56701,0.287,1,0.0,0.0,0.0,0,0,0,0.001,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
57005,0.591,1,0.0,0.25,-0.25,666,718,-52,4.061,0.0,line_missing,0.038,0.038,0.03790459030775469,0.002691102673862301,0.0
57301,0.887,1,0.25,0.0,0.25,1675,1687,-12,4.995,0.0,line_missing,0.037,0.075,0.07476407541041397,0.005912648570918317,0.0
57605,1.191,1,0.0,0.25,-0.25,2627,2722,-95,1.936,0.0,line_missing,0.038,0.11299999999999999,0.11274238450298471,0.007196408076884386,0.0
57901,1.487,1,0.25,0.25,0.0,3625,3767,-142,-3.538,0.0,line_missing,0.074,0.187,0.18660134716125215,0.0026298300314926337,0.0
58204,1.79,1,0.0,0.25,-0.25,4577,4586,-9,3.355,0.0,line_missing,0.037875,0.224875,0.22441143316669554,0.00484636364526325,0.0
58501,2.087,1,0.0,0.25,-0.25,5646,5509,137,10.729,0.0,line_missing,0.037125,0.262,0.2608874397692248,0.011757699791931385,0.0
58804,2.39,1,0.25,0.25,0.0,6774,6527,247,19.9,0.0,line_missing,0.07575,0.33775,0.332114265390264,0.03754145072056993,0.0
59101,2.686,1,0.25,0.0,0.25,7753,7514,239,20.371,0.0,line_missing,0.037125,0.374875,0.3669174046884289,0.05046457418173558,0.0
59404,2.99,1,0.25,0.25,0.0,8707,8565,142,15.144,0.0,line_missing,0.07575,0.450625,0.44003678089144027,0.07025394819109966,0.0
59700,3.286,1,0.0,0.25,-0.25,9645,9620,25,8.326,0.0,line_missing,0.037,0.487625,0.4766468075670869,0.07561174128233061,0.0
60004,3.59,1,0.25,0.25,0.0,10664,10680,-16,4.037,0.0,line_missing,0.076,0.5636249999999999,0.552458236024709,0.08096219128348443,0.0
60300,3.886,1,0.25,0.25,0.0,11671,11709,-38,2.351,0.0,line_missing,0.074,0.6376249999999999,0.626395948541634,0.08399775840752347,0.0
60603,4.189,1,0.25,0.25,0.0,12638,12700,-62,1.315,0.0,line_missing,0.07575,0.7133749999999999,0.7021259986831896,0.08573615006577398,0.0
60900,4.486,1,0.25,0.0,0.25,13687,13772,-85,-0.369,0.0,line_missing,0.037125,0.7504999999999998,0.7392502287688063,0.08549705688270154,0.0
61203,4.789,1,0.25,0.0,0.25,14813,14673,140,31.624,0.0,line_missing,0.037875,0.7883749999999998,0.7715010705107499,0.10535653401418997,0.0
61499,5.085,1,0.25,0.0,0.25,16003,15702,301,40.058,0.0,line_missing,0.037,0.8253749999999999,0.7998206249285849,0.1291683553971771,0.0
61802,5.388,1,0.0,0.25,-0.25,17025,16582,443,53.423,0.0,line_missing,0.037875,0.8632499999999999,0.8223904342123244,0.15958412982255754,0.0
62099,5.685,1,0.0,0.25,-0.25,17945,17455,490,99.707,0.0,line_missing,0.037125,0.9003749999999998,0.8161307952126835,0.19617760662641118,0.0
62402,5.988,1,0.0,0.0,0.0,18765,18263,502,151.727,0.0,line_missing,0.0,0.9003749999999998,0.8161307952126835,0.19617760662641118,0.0
62699,6.285,1,0.25,0.0,0.25,19486,18792,694,164.236,0.0,line_missing,0.037125,0.9374999999999998,0.7804021079569775,0.20626356379387667,0.0
63002,6.588,1,0.0,0.0,0.0,20132,19399,733,164.219,0.0,line_missing,0.0,0.9374999999999998,0.7804021079569775,0.20626356379387667,0.0
63299,6.885,1,0.0,0.25,-0.25,20142,20067,75,164.288,0.0,line_missing,0.037125,0.9746249999999997,0.744664281692767,0.2163170904840042,0.0
