tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
8988,0.529,1,0.0,0.0,0.0,0,0,0,-30.232,-0.07142857142857142,left_bias,0.0,0.0,0.0,0.0,0.0
9284,0.825,1,0.143,0.214,-0.071,890,927,-37,-29.9,-0.07142857142857142,left_bias,0.052835999999999994,0.052835999999999994,0.04580335662676151,-0.026338098217633374,-0.0037739999999999996
9601,1.142,1,0.25,0.25,0.0,1498,1560,-62,-30.052,0.0,balanced,0.07925,0.13208599999999998,0.11439987910657673,-0.06602537078298112,-0.0037739999999999996
9799,1.34,1,0.25,0.25,0.0,1498,1560,-62,-30.051842,0.0,balanced,0.0495,0.18158599999999997,0.15724572491273436,-0.09081414842841909,-0.0037739999999999996
9921,1.462,1,0.5,0.25,0.25,2505,2618,-113,-30.182,-1.5,left_bias,0.04575,0.22733599999999998,0.19679352494899133,-0.11381488781419175,-0.07239899999999999
10803,0.315,1,10.5,11.75,-1.25,42,47,-5,-0.058,-1.5,left_bias,9.81225,10.039586,10.00903849748123,-0.12374773815044281,-14.790774000000003
11106,0.618,1,10.5,11.75,-1.25,42,47,-5,-0.042,-1.5,left_bias,3.370875,13.410461,13.37991259181964,-0.1262187183609208,-19.847086500000003
11403,0.915,1,10.5,11.75,-1.25,42,47,-5,-0.05,-0.8333333333333334,left_bias,3.304125,16.714586,16.684036333702178,-0.12910211100232213,-22.600524000000004
11708,1.219,1,0.0,0.25,-0.25,52,58,-6,-0.336,-0.8333333333333334,left_bias,0.038125,16.752711,16.722160678143,-0.12932568639803455,-22.632294833333336
12006,1.518,1,0.25,0.25,0.0,1096,1021,75,-0.046,-1.5,left_bias,0.0745,16.827211000000002,16.79666065413275,-0.12938549882507483,-22.744044833333337
13601,0.516,1,0.087,0.087,0.0,21,22,-1,0.526,0.0,line_missing,0.138765,16.965976,16.935419806593877,-0.1281115940916211,-22.744044833333337
13904,0.819,1,0.167,0.167,0.0,1044,1090,-46,0.554,0.0,line_missing,0.050601,17.016577,16.98601844121897,-0.12762233436898587,-22.744044833333337
14219,1.134,1,0.25,0.25,0.0,2108,2221,-113,0.497,-0.5,left_bias,0.07875,17.095327,17.064765478534806,-0.12693924288278274,-22.783419833333337
