tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
753216,0.305,1,0.0,0.0,0.0,0,2,-2,0.007,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
753513,0.602,1,0.25,0.25,0.0,597,699,-102,-4.836,0.0,line_missing,0.07425,0.07425,0.07398567640135889,-0.0062595676714455005,0.0
753816,0.905,1,0.25,0.25,0.0,1554,1761,-207,-11.865,0.0,line_missing,0.07575,0.15,0.148117259887557,-0.021834253216548492,0.0
754113,1.202,1,0.0,0.0,0.0,2516,2787,-271,-16.866,0.0,line_missing,0.0,0.15,0.148117259887557,-0.021834253216548492,0.0
754416,1.505,1,0.25,0.25,0.0,3625,3935,-310,-19.928,0.0,line_missing,0.07575,0.22575,0.21933147668617853,-0.04765280905840246,0.0
754713,1.802,1,0.0,0.0,0.0,4649,4835,-186,-14.885,0.0,line_missing,0.0,0.22575,0.21933147668617853,-0.04765280905840246,0.0
755016,2.105,1,0.0,0.25,-0.25,5753,5720,33,-6.034,0.0,line_missing,0.037875,0.263625,0.2569966375141946,-0.051634176260719096,0.0
755312,2.401,1,0.0,0.25,-0.25,6882,6667,215,5.924,0.0,line_missing,0.037,0.300625,0.2937990453861946,-0.047815436308463743,0.0
755616,2.705,1,0.25,0.25,0.0,8031,7680,351,18.616,0.0,line_missing,0.076,0.376625,0.3658226724000771,-0.023554415065219707,0.0
755912,3.001,1,0.25,0.25,0.0,9176,8797,379,22.217,0.0,line_missing,0.074,0.450625,0.4343287966965751,0.0044261305669291914,0.0
756215,3.304,1,0.25,0.25,0.0,10310,9980,330,19.584,0.0,line_missing,0.07575,0.526375,0.5056967419007478,0.029816658275785717,0.0
756512,3.601,1,0.0,0.25,-0.25,11192,11082,110,12.952,0.0,line_missing,0.037125,0.5635,0.5418772142364473,0.038137658610221524,0.0
756815,3.904,1,0.25,0.25,0.0,12254,12281,-27,-1.81,0.0,line_missing,0.07575,0.63925,0.6175894197534508,0.035745079300977145,0.0
757112,4.201,1,0.25,0.25,0.0,13334,13451,-117,-8.903,0.0,line_missing,0.07425,0.7135,0.6909448382154698,0.024253992221762638,0.0
757415,4.504,1,0.0,0.0,0.0,14433,14634,-201,-14.852,0.0,line_missing,0.0,0.7135,0.6909448382154698,0.024253992221762638,0.0
757711,4.8,1,0.25,0.25,0.0,15525,15725,-200,-16.595,0.0,line_missing,0.074,0.7875,0.7618625533508386,0.0031192416914470993,0.0
758015,5.104,1,0.25,0.25,0.0,16587,16795,-208,-16.988,0.0,line_missing,0.076,0.8634999999999999,0.8345463670081479,-0.019085785492268213,0.0
758311,5.4,1,0.25,0.0,0.25,17659,17852,-193,-16.46,0.0,line_missing,0.037,0.9005,0.870030024916588,-0.029569583536717396,0.0
758615,5.704,1,0.25,0.0,0.25,18764,18991,-227,-18.305,0.0,line_missing,0.038,0.9385,0.9061071516911914,-0.041504445232153755,0.0
758911,6.0,1,0.0,0.0,0.0,19795,20052,-257,-20.589,0.0,line_missing,0.0,0.9385,0.9061071516911914,-0.041504445232153755,0.0
759214,6.303,1,0.25,0.25,0.0,20877,21146,-269,-21.622,0.0,line_missing,0.07575,1.01425,0.9765270080671914,-0.06941692143874521,0.0
759511,6.599,1,0.0,0.0,0.0,21914,22159,-245,-20.802,0.0,line_missing,0.0,1.01425,0.9765270080671914,-0.06941692143874521,0.0
759813,6.902,1,0.25,0.25,0.0,23035,23156,-121,-15.07,0.0,line_missing,0.0755,1.08975,1.0494304798941156,-0.08904684236525098,0.0
760110,7.199,1,0.25,0.25,0.0,24106,24130,-24,-8.073,0.0,line_missing,0.07425,1.164,1.12294465837942,-0.09947411725521114,0.0
760413,7.502,1,0.25,0.0,0.25,25226,25178,48,-3.052,0.0,line_missing,0.037875,1.201875,1.1607659374215833,-0.10149066792772539,0.0
760710,7.799,1,0.0,0.25,-0.25,26276,26242,34,-3.748,0.0,line_missing,0.037125,1.239,1.197811534680618,-0.10391746596658213,0.0
761013,8.102,1,0.25,0.25,0.0,27409,27365,44,-3.294,0.0,line_missing,0.07575,1.31475,1.2734363835023512,-0.1082700216169998,0.0
761310,8.399,1,0.0,0.25,-0.25,28517,28484,33,-3.527,0.0,line_missing,0.037125,1.3518750000000002,1.310491065750813,-0.11055391050780217,0.0
761613,8.702,1,0.25,0.25,0.0,29688,29656,32,-4.261,0.0,line_missing,0.07575,1.4276250000000001,1.3860316881234094,-0.11618213150211253,0.0
