tick,t_s,run,el,er,ed,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
94012,0.294,1,0.0,0.0,0.0,0.0,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
94307,0.589,1,0.0,0.0,0.0,0.0,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
94620,0.902,1,0.0,0.0,0.0,0.301,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
94923,1.205,1,0.0,0.0,0.0,0.293,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
95226,1.508,1,0.0,0.0,0.0,0.3,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
95527,1.809,1,0.0,0.0,0.0,7.327,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
95828,2.11,1,0.0,0.0,0.0,15.984,1.5,right_bias,0.0,0.0,0.0,0.0,0.0
96123,2.405,1,0.0,0.0,0.0,9.329,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
96425,2.707,1,0.0,0.0,0.0,2.012,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
96727,3.009,1,0.0,0.0,0.0,12.005,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
97023,3.305,1,0.0,0.0,0.0,12.016,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
97325,3.607,1,0.0,0.0,0.0,12.018,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
97627,3.909,1,0.0,0.0,0.0,12.018,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
97922,4.204,1,0.0,0.0,0.0,12.019,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
98224,4.506,1,0.0,0.0,0.0,12.019,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
98526,4.808,1,0.0,0.0,0.0,12.019,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
