tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,lc,rc,cd,cde,cdi,cdo,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
75406,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.12,0.0,0.0,0.007072,-5e-06,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=75406 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=0.007072 p=-0.237496 r=5.730437 yr=-0.000005 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=280 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=280 fail=0 rx=6 txdrop=0
81288,0,0.0,0,26.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,STAT tick=81288 exp_id=0 t_ms=0 run=0 ts=26.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=0 rc=0 cd=0 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=72 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
81487,0,0.0,0,26.0,0.0,0.0,0.0,0.5,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,"TRK tick=81487 exp_id=0 t_ms=0 run=0 ts=26.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0CMD #EXP=RUN,48,15000!"
82073,48,321.0,1,26.0,2.6,1.452,1.452,0.5,0.004,0.0,0.0,0.0,0.0,-0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.452,1.452,26.001,25.999,0,1,-1,1.0,0.0,0.001,26.0,25.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=82073 exp_id=48 t_ms=321 run=1 ts=26.000 kp=0.500 ki=0.004 kd=0.000 st=2.600 lt=1.452 rt=1.452 la=0.000 ra=0.000 lse=1.452 rse=1.452 lso=26.001 rso=25.999 lc=0 rc=1 cd=-1 cde=1.000 cdo=0.001 lp=0.000 lpr=0.000 y=0.000 yr=-0.012 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=25 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
82370,48,618.0,1,26.0,2.6,1.954,1.954,0.5,0.004,0.0,-0.9,-1.5,6.003,104.128,0.25,0.0,0.25,0,0,0,0,0.25,0.0,1.704,1.954,27.487,30.235,659,615,44,-44.0,0.0,-0.053,27.0,30.0,0.0,0.0,0.0,1,1.5,right_bias,0,0,1,0,0,0,0,0,TRK tick=82370 exp_id=48 t_ms=618 run=1 ts=26.000 kp=0.500 ki=0.004 kd=0.000 st=2.600 lt=1.954 rt=1.954 la=0.250 ra=0.000 lse=1.704 rse=1.954 lso=27.487 rso=30.235 lc=659 rc=615 cd=44 cde=-44.000 cdo=-0.053 lp=-0.900 lpr=-1.500 y=6.003 yr=104.128 el=0.250 er=0.000 ed=0.250 dl=0 dr=0 cl=0 cr=0 L=27 R=30 s1=0 s2=0 s3=1 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
82673,48,921.0,1,26.0,2.6,2.466,2.466,0.5,0.004,0.0,-0.9,-1.5,7.496,15.435,0.0,0.25,-0.25,0,0,0,0,0.0,0.25,2.466,2.216,39.466,37.023,1706,1665,41,-41.0,0.0,-0.049,39.0,37.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=82673 exp_id=48 t_ms=921 run=1 ts=26.000 kp=0.500 ki=0.004 kd=0.000 st=2.600 lt=2.466 rt=2.466 la=0.000 ra=0.250 lse=2.466 rse=2.216 lso=39.466 rso=37.023 lc=1706 rc=1665 cd=41 cde=-41.000 cdo=-0.049 lp=-0.900 lpr=-1.500 y=7.496 yr=15.435 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=39 R=37 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
82969,48,1217.0,1,26.0,2.6,2.6,2.6,0.5,0.004,0.0,-0.9,-1.5,5.351,-18.447,0.25,0.25,0.0,0,1,0,0,0.25,0.25,2.35,2.35,39.532,39.664,3113,3094,19,-19.0,0.0,-0.023,39.0,39.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=82969 exp_id=48 t_ms=1217 run=1 ts=26.000 kp=0.500 ki=0.004 kd=0.000 st=2.600 lt=2.600 rt=2.600 la=0.250 ra=0.250 lse=2.350 rse=2.350 lso=39.532 rso=39.664 lc=3113 rc=3094 cd=19 cde=-19.000 cdo=-0.023 lp=-0.900 lpr=-1.500 y=5.351 yr=-18.447 el=0.250 er=0.250 ed=0.000 dl=0 dr=1 cl=0 cr=0 L=39 R=39 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
83273,48,1521.0,1,26.0,2.6,2.6,2.6,0.5,0.004,0.0,-0.9,-1.5,2.159,-43.96,0.25,0.25,0.0,0,0,0,0,0.25,0.25,2.35,2.35,40.608,40.527,4738,4781,-43,43.0,0.0,0.052,40.0,40.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=83273 exp_id=48 t_ms=1521 run=1 ts=26.000 kp=0.500 ki=0.004 kd=0.000 st=2.600 lt=2.600 rt=2.600 la=0.250 ra=0.250 lse=2.350 rse=2.350 lso=40.608 rso=40.527 lc=4738 rc=4781 cd=-43 cde=43.000 cdo=0.052 lp=-0.900 lpr=-1.500 y=2.159 yr=-43.960 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=40 R=40 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
83569,48,1817.0,1,26.0,2.6,2.6,2.6,0.5,0.004,0.0,-0.9,-1.5,-2.569,-74.334,0.25,0.5,-0.25,1,0,0,0,0.25,0.5,2.35,2.1,40.703,37.57,6355,6466,-111,111.0,0.0,0.133,40.0,37.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=83569 exp_id=48 t_ms=1817 run=1 ts=26.000 kp=0.500 ki=0.004 kd=0.000 st=2.600 lt=2.600 rt=2.600 la=0.250 ra=0.500 lse=2.350 rse=2.100 lso=40.703 rso=37.570 lc=6355 rc=6466 cd=-111 cde=111.000 cdo=0.133 lp=-0.900 lpr=-1.500 y=-2.569 yr=-74.334 el=0.250 er=0.500 ed=-0.250 dl=1 dr=0 cl=0 cr=0 L=40 R=37 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
83872,48,2120.0,1,26.0,2.6,2.6,2.6,0.5,0.004,0.0,-0.9,-1.5,-4.626,-27.793,0.5,0.25,0.25,1,0,0,0,0.5,0.25,2.1,2.35,38.701,40.822,8012,8147,-135,135.0,0.0,0.162,38.0,40.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=83872 exp_id=48 t_ms=2120 run=1 ts=26.000 kp=0.500 ki=0.004 kd=0.000 st=2.600 lt=2.600 rt=2.600 la=0.500 ra=0.250 lse=2.100 rse=2.350 lso=38.701 rso=40.822 lc=8012 rc=8147 cd=-135 cde=135.000 cdo=0.162 lp=-0.900 lpr=-1.500 y=-4.626 yr=-27.793 el=0.500 er=0.250 ed=0.250 dl=1 dr=0 cl=0 cr=0 L=38 R=40 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=152 txdrop=0
