tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
20662,0.293,1,0.0,0.0,0.0,0,0,0,-0.001,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
20959,0.59,1,0.25,0.25,0.0,564,562,2,1.648,-2.5,left_bias,0.07425,0.07425,0.07421928817173534,0.002135360222750858,-0.18562499999999998
21263,0.894,1,0.25,0.25,0.0,1453,1432,21,3.197,-1.5,left_bias,0.076,0.15025,0.15010100827889375,0.006373821450469273,-0.299625
21559,1.19,1,0.0,0.0,0.0,2285,2252,33,3.727,0.0,line_missing,0.0,0.15025,0.15010100827889375,0.006373821450469273,-0.299625
21862,1.493,1,0.25,0.25,0.0,3206,3177,29,3.771,0.0,line_missing,0.07575,0.22599999999999998,0.22568700079612639,0.0113558125368575,-0.299625
22159,1.79,1,0.25,0.25,0.0,3976,4028,-52,-0.71,0.0,line_missing,0.07425,0.30024999999999996,0.2999313000416427,0.010435742136166009,-0.299625
22462,2.093,1,0.25,0.0,0.25,4833,4947,-114,-5.227,0.0,line_missing,0.037875,0.33812499999999995,0.3376487998252188,0.006985258825680462,-0.299625
22758,2.389,1,0.25,0.25,0.0,5714,5891,-177,-9.341,0.0,line_missing,0.074,0.41212499999999996,0.4106675466888753,-0.00502567812616682,-0.299625
23062,2.693,1,0.25,0.25,0.0,6625,6846,-221,-12.442,0.0,line_missing,0.076,0.488125,0.4848826568001346,-0.021399969902413437,-0.299625
23358,2.989,1,0.25,0.0,0.25,7548,7803,-255,-15.124,0.0,line_missing,0.037,0.525125,0.5206011035735406,-0.031053599276662486,-0.299625
23662,3.293,1,0.0,0.25,-0.25,8523,8836,-313,-18.341,0.0,line_missing,0.038,0.563125,0.5566707243325335,-0.04301112654204771,-0.299625
23958,3.589,1,0.0,0.0,0.0,9491,9775,-284,-18.501,0.0,line_missing,0.0,0.563125,0.5566707243325335,-0.04301112654204771,-0.299625
24261,3.892,1,0.25,0.25,0.0,10544,10743,-199,-12.951,0.0,line_missing,0.07575,0.638875,0.6304938025843158,-0.059988040791440246,-0.299625
24557,4.188,1,0.25,0.0,0.25,11521,11643,-122,-7.839,0.0,line_missing,0.037,0.675875,0.6671480461794373,-0.06503446789083289,-0.299625
24861,4.492,1,0.0,0.25,-0.25,12521,12609,-88,-5.41,0.0,line_missing,0.038,0.713875,0.7049787761081832,-0.06861718655942774,-0.299625
25157,4.788,1,0.25,0.25,0.0,13533,13575,-42,-3.093,0.0,line_missing,0.074,0.787875,0.7788709780768897,-0.07260999111461106,-0.299625
25460,5.091,1,0.0,0.25,-0.25,14504,14524,-20,-1.658,0.0,line_missing,0.037875,0.82575,0.816730121255755,-0.07370584820482765,-0.299625
25757,5.388,1,0.25,0.25,0.0,15502,15471,31,1.112,0.0,line_missing,0.07425,0.9,0.8909661377154118,-0.07226489012023118,-0.299625
26060,5.691,1,0.25,0.25,0.0,16494,16453,41,2.06,0.0,line_missing,0.07575,0.97575,0.9666671829432727,-0.06954197781731643,-0.299625
26357,5.988,1,0.25,0.25,0.0,17474,17419,55,2.537,0.0,line_missing,0.07425,1.05,1.0408444064419735,-0.06625533606260837,-0.299625
26660,6.291,1,0.25,0.0,0.25,18459,18398,61,2.896,0.0,line_missing,0.037875,1.0878750000000001,1.078671035779671,-0.06434176924944496,-0.299625
