tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
12603,0.294,1,0.0,0.0,0.0,9,12,-3,0.049,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
12907,0.598,1,0.25,0.25,0.0,687,577,110,7.124,0.0,line_missing,0.076,0.076,0.07541328583409425,0.009425302101534954,0.0
13203,0.894,1,0.0,0.25,-0.25,1572,1363,209,15.953,0.0,line_missing,0.037,0.11299999999999999,0.11098832256184366,0.01959470531997803,0.0
13506,1.197,1,0.0,0.25,-0.25,2292,2102,190,15.824,0.0,line_missing,0.037875,0.15087499999999998,0.1474280061318654,0.029922584401216708,0.0
13803,1.494,1,0.0,0.0,0.0,3139,2984,155,13.074,0.0,line_missing,0.0,0.15087499999999998,0.1474280061318654,0.029922584401216708,0.0
14106,1.797,1,0.0,0.25,-0.25,4103,4015,88,9.539,3.5,right_bias,0.037875,0.18874999999999997,0.18477930959462857,0.03619918815106242,0.1325625
14402,2.093,1,0.25,0.25,0.0,5035,4981,54,6.51,0.0,line_missing,0.074,0.26275,0.25830216372594905,0.044589058256407944,0.1325625
14706,2.397,1,0.0,0.0,0.0,5898,5887,11,3.87,0.0,line_missing,0.0,0.26275,0.25830216372594905,0.044589058256407944,0.1325625
15002,2.693,1,0.0,0.0,0.0,6724,6785,-61,-0.43,0.0,line_missing,0.0,0.26275,0.25830216372594905,0.044589058256407944,0.1325625
15305,2.996,1,0.25,0.25,0.0,7507,7520,-13,0.797,0.0,line_missing,0.07575,0.33849999999999997,0.334044835193475,0.045642727541540265,0.1325625
15602,3.293,1,0.25,0.25,0.0,8316,8209,107,7.285,0.0,line_missing,0.07425,0.41274999999999995,0.4076954649905519,0.055057993363274965,0.1325625
15905,3.596,1,0.25,0.25,0.0,9180,9016,164,12.316,0.0,line_missing,0.07575,0.48849999999999993,0.4817021580533522,0.07121571232074127,0.1325625
16201,3.892,1,0.0,0.25,-0.25,10006,9879,127,11.148,0.0,line_missing,0.037,0.5255,0.5180040062681033,0.0783694397542666,0.1325625
16504,4.195,1,0.0,0.25,-0.25,10604,10716,-112,2.998,0.0,line_missing,0.037875,0.563375,0.5558271690665721,0.0803503438207265,0.1325625
16801,4.492,1,0.25,0.25,0.0,11433,11603,-170,-9.108,0.0,line_missing,0.07425,0.637625,0.629141003838038,0.06859687067011216,0.1325625
17104,4.795,1,0.0,0.25,-0.25,12276,12297,-21,-1.634,0.0,line_missing,0.037875,0.6755,0.6670006027270587,0.06751687207638209,0.1325625
17401,5.092,1,0.25,0.0,0.25,13127,12865,262,6.096,0.0,line_missing,0.037125,0.712625,0.703915674229746,0.07145934857618409,0.1325625
17704,5.395,1,0.0,0.0,0.0,13740,13482,258,18.599,0.0,line_missing,0.0,0.712625,0.703915674229746,0.07145934857618409,0.1325625
18000,5.691,1,0.0,0.25,-0.25,14340,14343,-3,11.845,0.0,line_missing,0.037,0.749625,0.7401278138434985,0.07905414578177795,0.1325625
18304,5.995,1,0.0,0.25,-0.25,14887,15235,-348,-5.275,0.0,line_missing,0.038,0.787625,0.7779668803349362,0.07556057353312522,0.1325625
18600,6.291,1,0.25,0.0,0.25,15704,16103,-399,-25.066,0.0,line_missing,0.037,0.824625,0.8114822338236083,0.0598850805415361,0.1325625
18904,6.594,1,0.0,0.25,-0.25,16638,16875,-237,-16.981,0.0,line_missing,0.038,0.8626250000000001,0.8478254968089572,0.04878700703404115,0.1325625
19199,6.89,1,0.0,0.0,0.0,17566,17316,250,-8.374,0.0,line_missing,0.0,0.8626250000000001,0.8478254968089572,0.04878700703404115,0.1325625
19502,7.193,1,0.0,0.25,-0.25,18486,18043,443,21.94,0.0,line_missing,0.037875,0.9005000000000001,0.8829574239170506,0.06293844945775241,0.1325625
19799,7.49,1,0.25,0.25,0.0,19469,18960,509,41.082,0.0,line_missing,0.07425,0.9747500000000001,0.9389248371829985,0.11173098118463248,0.1325625
20102,7.793,1,0.0,0.25,-0.25,20398,19941,457,38.353,0.0,line_missing,0.037875,1.012625,0.9686265153571019,0.13523259684487993,0.1325625
20399,8.09,1,0.0,0.0,0.0,21194,20977,217,27.086,0.0,line_missing,0.0,1.012625,0.9686265153571019,0.13523259684487993,0.1325625
20702,8.393,1,0.25,0.25,0.0,22099,22096,3,16.177,0.0,line_missing,0.07575,1.088375,1.041377239747208,0.15633697081604503,0.1325625
20999,8.69,1,0.0,0.25,-0.25,23032,23176,-144,3.718,0.0,line_missing,0.037125,1.1255000000000002,1.0784241025965362,0.1587443714937617,0.1325625
21302,8.993,1,0.25,0.25,0.0,24037,24223,-186,-2.511,0.0,line_missing,0.07575,1.2012500000000002,1.15410136963184,0.15542567384749983,0.1325625
21599,9.29,1,0.25,0.25,0.0,24972,25122,-150,-1.586,0.0,line_missing,0.07425,1.2755,1.228322925031744,0.15337062785799363,0.1325625
21902,9.593,1,0.0,0.0,0.0,25816,25790,26,7.808,0.0,line_missing,0.0,1.2755,1.228322925031744,0.15337062785799363,0.1325625
22199,9.89,1,0.25,0.0,0.25,26734,26596,138,15.484,0.0,line_missing,0.037125,1.3126250000000002,1.2641004747407754,0.1632818619798265,0.1325625
22502,10.193,1,0.25,0.25,0.0,27486,27491,-5,11.438,1.5,right_bias,0.07575,1.3883750000000001,1.3383460697208793,0.17830365035705906,0.2461875
22799,10.49,1,0.0,0.0,0.0,28331,28436,-105,4.115,0.0,line_missing,0.0,1.3883750000000001,1.3383460697208793,0.17830365035705906,0.2461875
23102,10.793,1,0.25,0.0,0.25,29285,29434,-149,-0.129,0.0,line_missing,0.037875,1.4262500000000002,1.3762209737241098,0.17821837582351296,0.2461875
23398,11.089,1,0.0,0.25,-0.25,30217,30418,-201,-3.51,0.0,line_missing,0.037,1.4632500000000002,1.413151566468963,0.17595313422187328,0.2461875
23702,11.393,1,0.0,0.0,0.0,31074,31186,-112,0.06,0.0,line_missing,0.0,1.4632500000000002,1.413151566468963,0.17595313422187328,0.2461875
23998,11.689,1,0.25,0.0,0.25,32038,31976,62,8.0,0.0,line_missing,0.037,1.50025,1.449791485012401,0.1811025389573957,0.2461875
24301,11.992,1,0.0,0.25,-0.25,32838,32700,138,21.997,0.0,line_missing,0.037875,1.5381250000000002,1.4849093163496894,0.1952889249371216,0.2461875
24598,12.289,1,0.25,0.0,0.25,33651,33336,315,37.266,0.0,line_missing,0.037125,1.5752500000000003,1.5144546143040403,0.2177687157232616,0.2461875
24901,12.592,1,0.0,0.0,0.0,34028,33916,112,87.854,0.0,line_missing,0.0,1.5752500000000003,1.5144546143040403,0.2177687157232616,0.2461875
25215,12.906,1,0.0,0.25,-0.25,34707,34519,188,86.341,0.5,left_bias,0.03925,1.6145000000000003,1.5169594785893015,0.2569387062123136,0.2658125
25519,13.21,1,0.0,0.0,0.0,34994,35073,-79,45.594,0.0,line_missing,0.0,1.6145000000000003,1.5169594785893015,0.2569387062123136,0.2658125
25821,13.512,1,0.0,0.25,-0.25,35834,35887,-53,6.376,0.0,line_missing,0.03775,1.6522500000000002,1.5544759768692933,0.26113094389729485,0.2658125
26117,13.808,1,0.25,0.25,0.0,36896,36667,229,15.778,0.0,line_missing,0.074,1.7262500000000003,1.6256878397013945,0.2812523402698628,0.2658125
26420,14.111,1,0.25,0.0,0.25,37954,37570,384,35.487,0.0,line_missing,0.037875,1.7641250000000004,1.6565274544739488,0.30323946799679535,0.2658125
26733,14.424,1,0.0,0.25,-0.25,38672,38675,-3,21.213,0.0,line_missing,0.039125,1.8032500000000005,1.6930014120508752,0.317396305344048,0.2658125
27037,14.728,1,0.0,0.25,-0.25,39006,39572,-566,5.603,0.0,line_missing,0.038,1.8412500000000005,1.7308198590400539,0.3211064357092344,0.2658125
