tick,t_s,run,el,er,ed,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
21980,0.299,1,0.0,0.0,0.0,-0.005,-0.5,left_bias,0.0,0.0,0.0,0.0,0.0
22283,0.602,1,0.25,0.0,0.25,-2.932,0.0,line_missing,0.037875,0.037875,0.03782541954161106,-0.0019373336060441323,0.0
22579,0.898,1,0.25,0.25,0.0,-6.589,0.0,line_missing,0.074,0.111875,0.1113366357511073,-0.010428569758730945,0.0
22882,1.201,1,0.25,0.0,0.25,-14.262,0.0,line_missing,0.037875,0.14975,0.14804430303485583,-0.019759313972651904,0.0
23194,1.513,1,0.0,0.0,0.0,-24.724,0.0,line_missing,0.0,0.14975,0.14804430303485583,-0.019759313972651904,0.0
23497,1.816,1,0.25,0.25,0.0,-43.746,0.0,line_missing,0.07575,0.22549999999999998,0.2027670299889644,-0.07213760770876057,0.0
23801,2.12,1,0.25,0.0,0.25,-52.956,0.0,line_missing,0.038,0.26349999999999996,0.2256592998287445,-0.10246818603464639,0.0
24103,2.422,1,0.25,0.25,0.0,-76.095,0.0,line_missing,0.0755,0.33899999999999997,0.24380291264672024,-0.17575569734395055,0.0
24399,2.717,1,0.0,0.25,-0.25,-84.696,0.0,line_missing,0.037,0.37599999999999995,0.24722319641772733,-0.21259727248570834,0.0
24701,3.02,1,0.25,0.25,0.0,-103.888,0.0,line_missing,0.0755,0.45149999999999996,0.22910132924040386,-0.2858901638873132,0.0
24998,3.317,1,0.0,0.0,0.0,-115.44,0.0,line_missing,0.0,0.45149999999999996,0.22910132924040386,-0.2858901638873132,0.0
25300,3.619,1,0.0,0.0,0.0,-128.934,0.0,line_missing,0.0,0.45149999999999996,0.22910132924040386,-0.2858901638873132,0.0
25614,3.933,1,0.25,0.25,0.0,-149.279,0.0,line_missing,0.0785,0.5299999999999999,0.1616176196680493,-0.3259925197078146,0.0
25918,4.237,1,0.25,0.0,0.25,-158.49,0.0,line_missing,0.038,0.568,0.12626418335140588,-0.3399257368741778,0.0
26221,4.54,1,0.0,0.25,-0.25,-173.589,0.0,line_missing,0.037875,0.6058749999999999,0.08862603465074281,-0.3441548487651988,0.0
26516,4.835,1,0.0,0.25,-0.25,169.433,0.0,line_missing,0.036875,0.6427499999999999,0.052376392816716265,-0.3373925198834605,0.0
