tick,exp_id,t_ms,run,ts,st,lt,rt,kp,ki,kd,lp,lpr,y,yr,el,er,ed,dl,dr,cl,cr,la,ra,lse,rse,lso,rso,L,R,pwm_max,miss,lost,sensor_count,sensor_score,sensor_state,s1,s2,s3,s4,s5,s6,s7,s8,raw_line
24103,30,2422.0,1,18.0,1.8,1.68,1.92,0.5,0.004,0.0,2.5,2.5,-76.095,-145.681,0.25,0.25,0.0,0,0,0,0,0.25,0.25,1.43,1.67,26.978,31.149,26.0,31.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=24103 exp_id=30 t_ms=2422 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.680 rt=1.920 la=0.250 ra=0.250 lse=1.430 rse=1.670 lso=26.978 rso=31.149 lp=2.500 lpr=2.500 y=-76.095 yr=-145.681 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=31 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
24399,30,2717.0,1,18.0,1.8,1.68,1.92,0.5,0.004,0.0,2.5,2.5,-84.696,-134.46,0.0,0.25,-0.25,0,0,0,0,0.0,0.25,1.68,1.67,27.589,28.968,27.0,28.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=24399 exp_id=30 t_ms=2717 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.680 rt=1.920 la=0.000 ra=0.250 lse=1.680 rse=1.670 lso=27.589 rso=28.968 lp=2.500 lpr=2.500 y=-84.696 yr=-134.460 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=27 R=28 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
24701,30,3020.0,1,18.0,1.8,1.68,1.92,0.5,0.004,0.0,2.5,2.5,-103.888,-159.001,0.25,0.25,0.0,0,0,0,0,0.25,0.25,1.43,1.67,25.641,29.591,25.0,29.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=24701 exp_id=30 t_ms=3020 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.680 rt=1.920 la=0.250 ra=0.250 lse=1.430 rse=1.670 lso=25.641 rso=29.591 lp=2.500 lpr=2.500 y=-103.888 yr=-159.001 el=0.250 er=0.250 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=25 R=29 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
24998,30,3317.0,1,18.0,1.8,1.68,1.92,0.5,0.004,0.0,2.5,2.5,-115.44,-136.86,0.0,0.0,0.0,0,1,0,0,0.0,0.0,1.68,1.92,28.094,32.024,28.0,32.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=24998 exp_id=30 t_ms=3317 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.680 rt=1.920 la=0.000 ra=0.000 lse=1.680 rse=1.920 lso=28.094 rso=32.024 lp=2.500 lpr=2.500 y=-115.440 yr=-136.860 el=0.000 er=0.000 ed=0.000 dl=0 dr=1 cl=0 cr=0 L=28 R=32 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
25300,30,3619.0,1,18.0,1.8,1.68,1.92,0.5,0.004,0.0,2.5,2.5,-128.934,-157.355,0.0,0.0,0.0,0,1,0,0,0.0,0.0,1.68,1.92,28.426,32.403,28.0,32.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=25300 exp_id=30 t_ms=3619 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.680 rt=1.920 la=0.000 ra=0.000 lse=1.680 rse=1.920 lso=28.426 rso=32.403 lp=2.500 lpr=2.500 y=-128.934 yr=-157.355 el=0.000 er=0.000 ed=0.000 dl=0 dr=1 cl=0 cr=0 L=28 R=32 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
25614,30,3933.0,1,18.0,1.8,1.68,1.92,0.5,0.004,0.0,2.5,2.5,-149.279,-105.609,0.25,0.25,0.0,38,47,0,0,0.25,0.25,1.43,1.67,26.049,30.054,26.0,30.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=25614 exp_id=30 t_ms=3933 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.680 rt=1.920 la=0.250 ra=0.250 lse=1.430 rse=1.670 lso=26.049 rso=30.054 lp=2.500 lpr=2.500 y=-149.279 yr=-105.609 el=0.250 er=0.250 ed=0.000 dl=38 dr=47 cl=0 cr=0 L=26 R=30 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
25918,30,4237.0,1,18.0,1.8,1.68,1.92,0.5,0.004,0.0,2.5,2.5,-158.49,-150.157,0.25,0.0,0.25,0,0,0,0,0.25,0.0,1.43,1.92,25.762,32.284,25.0,32.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=25918 exp_id=30 t_ms=4237 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.680 rt=1.920 la=0.250 ra=0.000 lse=1.430 rse=1.920 lso=25.762 rso=32.284 lp=2.500 lpr=2.500 y=-158.490 yr=-150.157 el=0.250 er=0.000 ed=0.250 dl=0 dr=0 cl=0 cr=0 L=25 R=32 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
26221,30,4540.0,1,18.0,1.8,1.68,1.92,0.5,0.004,0.0,2.5,2.5,-173.589,-160.313,0.0,0.25,-0.25,1,0,0,0,0.0,0.25,1.68,1.67,28.52,29.987,28.0,29.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=26221 exp_id=30 t_ms=4540 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.680 rt=1.920 la=0.000 ra=0.250 lse=1.680 rse=1.670 lso=28.520 rso=29.987 lp=2.500 lpr=2.500 y=-173.589 yr=-160.313 el=0.000 er=0.250 ed=-0.250 dl=1 dr=0 cl=0 cr=0 L=28 R=29 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
26516,30,4835.0,1,18.0,1.8,1.68,1.92,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.25,-0.25,0,0,0,0,0.0,0.25,1.68,1.67,28.307,29.747,28.0,29.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=26516 exp_id=30 t_ms=4835 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.680 rt=1.920 la=0.000 ra=0.250 lse=1.680 rse=1.670 lso=28.307 rso=29.747 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=28 R=29 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
26714,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=26714 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
26912,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=26912 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
27109,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=27109 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
27307,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=27307 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
27504,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=27504 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
27702,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=27702 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
27900,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=27900 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
28097,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=28097 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
28295,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=28295 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
28492,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=28492 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
28690,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=28690 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
28887,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=28887 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
29085,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=29085 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
29283,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=29283 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
29480,30,0.0,0,18.0,0.0,0.0,0.0,0.5,0.004,0.0,2.5,2.5,169.433,-140.945,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,line_missing,0,0,0,0,0,0,0,0,TRK tick=29480 exp_id=30 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lp=2.500 lpr=2.500 y=169.433 yr=-140.945 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
