0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=48BNO tick=13476 run=0 y=-0.006 yr=0.001 q0=0.99872 q1=0.05029 q2=0.00775 q3=0.00055 who=0x85 addr=0x4A paddr=0x4A st=6 pwho=0xF8 sfa=0x00 sla=0x00 shc=0 ch=3 rid=0x08 len=137 txch=2 txlen=21 wfail=0 scl=1 sda=1 rst=1 int=1 iok=50 if=0 rx=0 txd=0
HB tick=13477 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=0.001 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=49 fail=0 vofa=firewater rx=0 txdrop=0
HB tick=13695 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=0.001 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=50 fail=0 vofa=firewater rx=0 txdrop=0
HB tick=13981 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=-0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=51 fail=0 vofa=firewater rx=0 txdrop=0
STAT tick=14179 run=0 ts=0.000000 as=0.000000 ta=0.000000 aa=0.000000 se=0.000000 so=0.000000 ae=0.000000 ao=0.000000 pwm=0 pc=0 hd=0 y=-0.006116 p=-0.890969 r=5.766681 yr=-0.000031 ax=0 ay=0 az=0 gx=0 gy=0 gz=0 who=0x85 addr=0x4A icm_ok=52 icm_fail=0 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 skp=0.600000 ski=0.012000 skd=0.000000 akp=1.500000 aki=0.000000 akd=0.120000 ok=52 fail=0 rx=6 txdrop=0
HB tick=14250 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=-0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=52 fail=0 vofa=firewater rx=6 txdrop=0
BNO tick=14548 run=0 y=-0.006 yr=-0.000 q0=0.99872 q1=0.05029 q2=0.00781 q3=0.00055 who=0x85 addr=0x4A paddr=0x4A st=6 pwho=0xF8 sfa=0x00 sla=0x00 shc=0 ch=3 rid=0x08 len=41 txch=2 txlen=21 wfail=0 scl=1 sda=1 rst=1 int=0 iok=54 if=0 rx=6 txd=0
HB tick=14549 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=-0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=53 fail=0 vofa=firewater rx=6 txdrop=0
HB tick=14812 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=-0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=54 fail=0 vofa=firewater rx=6 txdrop=0
HB tick=15031 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=-0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=55 fail=0 vofa=firewater rx=6 txdrop=0
HB tick=15332 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=56 fail=0 vofa=firewater rx=6 txdrop=0
BNO tick=15594 run=0 y=-0.006 yr=0.000 q0=0.99872 q1=0.05029 q2=0.00775 q3=0.00055 who=0x85 addr=0x4A paddr=0x4A st=6 pwho=0xF8 sfa=0x00 sla=0x00 shc=0 ch=3 rid=0x08 len=125 txch=2 txlen=21 wfail=0 scl=1 sda=1 rst=1 int=1 iok=58 if=0 rx=6 txd=0
HB tick=15595 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=57 fail=0 vofa=firewater rx=6 txdrop=0
HB tick=15814 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=-0.006 yr=-0.000 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=58 fail=0 vofa=firewater rx=6 txdrop=0
HB tick=16099 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=0.001 yr=0.008 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=59 fail=0 vofa=firewater rx=6 txdrop=0
OK STOP
HB tick=16367 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=0.001 yr=0.005 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=60 fail=0 vofa=firewater rx=12 txdrop=0
BNO tick=16638 run=0 y=0.008 yr=0.013 q0=0.99872 q1=0.05017 q2=0.00781 q3=0.00043 who=0x85 addr=0x4A paddr=0x4A st=6 pwho=0xF8 sfa=0x00 sla=0x00 shc=0 ch=3 rid=0x08 len=125 txch=2 txlen=21 wfail=0 scl=1 sda=1 rst=1 int=0 iok=62 if=0 rx=12 txd=0
HB tick=16639 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=0.008 yr=0.013 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=61 fail=0 vofa=firewater rx=12 txdrop=0
OK MODE
HB tick=16838 run=0 ts=0.000 as=0.000 ta=0.000 aa=0.000 se=0.000 so=0.000 ae=0.000 ao=0.000 pwm=0 pc=0 hd=0 y=0.001 yr=-0.004 L=0 R=0 OL=0 OR=0 el=0 er=0 ed=0 dl=0 dr=0 cl=0 cr=0 ok=62 fail=0 vofa=firewater rx=24 txdrop=0
OK STOP
OK CAL
OK TS
OK SKP
OK SKI
OK SKD
OK AKP
OK AKI
OK AKD
OK PWM_MAX
STAT tick=20156 exp_id=0 t_ms=0 run=0 ts=18.000000 skp=10.000000 ski=0.250000 skd=0.000000 kp=0.500000 ki=0.004000 kd=0.000000 st=0.000000 lt=0.000000 rt=0.000000 la=0.000000 ra=0.000000 lse=0.000000 rse=0.000000 lso=0.000000 rso=0.000000 lc=0 rc=0 cd=0 cde=0.000000 cdi=0.000000 cdo=0.000000 lp=0.000000 lpr=0.000000 le=0.000000 li=0.000000 lout=0.000000 diff=0.000000 y=0.000000 yr=0.000000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 pwm_max=60 miss=0 lost=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=120 txdrop=0
OK EXP_STREAM
TRK tick=20355 exp_id=0 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0CMD #EXP=RUN,32,5000!
.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lc=0 rc=0 cd=0 cde=0.000 cdo=0.000 lp=0.000 lpr=0.000 y=0.000 yr=0.000 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=134 txdrop=0
OK EXP_START
TRK tick=20960 exp_id=32 t_ms=306 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=0.988 rt=0.988 la=0.000 ra=0.000 lse=0.988 rse=0.988 lso=26.000 rso=26.000 lc=0 rc=0 cd=0 cde=0.000 cdo=0.000 lp=0.000 lpr=0.000 y=0.000 yr=-0.001 el=0.000 er=0.000 ed=0.000 dl=0 dr=0 cl=0 cr=0 L=26 R=26 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=21263 exp_id=32 t_ms=609 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.343 rt=1.343 la=0.000 ra=0.250 lse=1.343 rse=1.093 lso=20.000 rso=54.000 lc=606 rc=667 cd=-61 cde=61.000 cdo=6.000 lp=0.000 lpr=0.000 y=0.306 yr=1.861 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=20 R=54 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=21547 exp_id=32 t_ms=893 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.675 rt=1.675 la=0.000 ra=0.500 lse=1.675 rse=1.175 lso=0.000 rso=60.000 lc=1265 rc=2262 cd=-997 cde=997.000 cdo=6.000 lp=0.000 lpr=0.000 y=-4.692 yr=-66.912 el=0.000 er=0.500 ed=-0.500 dl=0 dr=0 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=21855 exp_id=32 t_ms=1201 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=-0.750 ra=20.500 lse=2.550 rse=-18.700 lso=6.000 rso=54.000 lc=1276 rc=4452 cd=-3176 cde=3176.000 cdo=6.000 lp=0.000 lpr=0.000 y=-56.564 yr=-158.448 el=-0.750 er=20.500 ed=-21.250 dl=0 dr=0 cl=0 cr=0 L=6 R=54 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=22158 exp_id=32 t_ms=1504 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.250 lse=1.800 rse=1.550 lso=0.000 rso=66.000 lc=1276 rc=6290 cd=-5014 cde=5014.000 cdo=6.000 lp=0.000 lpr=0.000 y=-7.424 yr=84.287 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=22461 exp_id=32 t_ms=1807 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.250 lse=1.800 rse=1.550 lso=6.000 rso=54.000 lc=1230 rc=8266 cd=-7036 cde=7036.000 cdo=6.000 lp=0.000 lpr=0.000 y=7.752 yr=-107.344 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=6 R=54 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=22763 exp_id=32 t_ms=2109 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=-0.250 ra=0.500 lse=2.050 rse=1.300 lso=0.000 rso=66.000 lc=1222 rc=10114 cd=-8892 cde=8892.000 cdo=6.000 lp=2.500 lpr=2.500 y=-42.288 yr=-45.570 el=-0.250 er=0.500 ed=-0.750 dl=0 dr=1 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=23047 exp_id=32 t_ms=2393 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=-0.250 ra=0.500 lse=2.050 rse=1.300 lso=0.000 rso=66.000 lc=1166 rc=12000 cd=-10834 cde=10834.000 cdo=6.000 lp=2.500 lpr=2.500 y=6.492 yr=82.673 el=-0.250 er=0.500 ed=-0.750 dl=0 dr=1 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=23355 exp_id=32 t_ms=2701 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.250 lse=1.800 rse=1.550 lso=0.000 rso=66.000 lc=1094 rc=14012 cd=-12918 cde=12918.000 cdo=6.000 lp=0.225 lpr=0.500 y=-25.253 yr=-124.484 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=1 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=23659 exp_id=32 t_ms=3005 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.500 lse=1.800 rse=1.300 lso=6.000 rso=54.000 lc=1045 rc=15977 cd=-14932 cde=14932.000 cdo=6.000 lp=0.225 lpr=0.500 y=-68.813 yr=38.665 el=0.000 er=0.500 ed=-0.500 dl=0 dr=0 cl=0 cr=0 L=6 R=54 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=23962 exp_id=32 t_ms=3308 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.500 lse=1.800 rse=1.300 lso=0.000 rso=66.000 lc=1043 rc=17761 cd=-16718 cde=16718.000 cdo=6.000 lp=0.225 lpr=0.500 y=-30.833 yr=-68.126 el=0.000 er=0.500 ed=-0.500 dl=0 dr=0 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=24246 exp_id=32 t_ms=3592 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=-0.250 ra=0.500 lse=2.050 rse=1.300 lso=0.000 rso=66.000 lc=946 rc=19650 cd=-18704 cde=18704.000 cdo=6.000 lp=0.225 lpr=0.500 y=-79.613 yr=-130.561 el=-0.250 er=0.500 ed=-0.750 dl=0 dr=0 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=24554 exp_id=32 t_ms=3900 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=18.750 lse=1.800 rse=-16.950 lso=0.000 rso=66.000 lc=887 rc=21638 cd=-20751 cde=20751.000 cdo=6.000 lp=0.225 lpr=0.500 y=-124.073 yr=37.643 el=0.000 er=18.750 ed=-18.750 dl=-1 dr=1 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=24846 exp_id=32 t_ms=4192 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.250 lse=1.800 rse=1.550 lso=0.000 rso=66.000 lc=829 rc=23500 cd=-22671 cde=22671.000 cdo=6.000 lp=-0.900 lpr=-1.500 y=-84.113 yr=-68.311 el=0.000 er=0.250 ed=-0.250 dl=0 dr=1 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=25141 exp_id=32 t_ms=4487 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.250 lse=1.800 rse=1.550 lso=6.000 rso=54.000 lc=756 rc=25406 cd=-24650 cde=24650.000 cdo=6.000 lp=-0.900 lpr=-1.500 y=-132.355 yr=-145.906 el=0.000 er=0.250 ed=-0.250 dl=0 dr=0 cl=0 cr=0 L=6 R=54 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
TRK tick=25426 exp_id=32 t_ms=4772 run=1 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=1.800 lt=1.800 rt=1.800 la=0.000 ra=0.250 lse=1.800 rse=1.550 lso=0.000 rso=60.000 lc=755 rc=27069 cd=-26314 cde=26314.000 cdo=6.000 lp=-0.900 lpr=-1.500 y=178.865 yr=-163.571 el=0.000 er=0.250 ed=-0.250 dl=0 dr=1 cl=0 cr=0 L=0 R=60 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
EXP_END id=32
TRK tick=25624 exp_id=32 t_ms=0 run=0 ts=18.000 kp=0.500 ki=0.004 kd=0.000 st=0.000 lt=0.000 rt=0.000 la=0.000 ra=0.000 lse=0.000 rse=0.000 lso=0.000 rso=0.000 lc=755 rc=27069 cd=-26314 cde=0.000 cdo=0.000 lp=-0.900 lpr=-1.500 y=178.865 yr=-163.571 el=0.000 er=0.000 ed=0.000 dl=0 dr=1 cl=0 cr=0 L=0 R=0 s1=0 s2=0 s3=0 s4=0 s5=0 s6=0 s7=0 s8=0 rx=151 txdrop=0
