tick,t_s,run,el,er,ed,lc,rc,cd,yaw_deg,sensor_score,sensor_state,forward_ds,path_s,traj_x,traj_y,sensor_y_accum
11627,0.306,1,0.0,0.0,0.0,1,0,1,-0.409,0.0,line_missing,0.0,0.0,0.0,0.0,0.0
11929,0.608,1,0.25,0.25,0.0,555,626,-71,-5.743,0.0,line_missing,0.0755,0.0755,0.07512104670851276,-0.007555020940900413,0.0
12225,0.904,1,0.0,0.0,0.0,1388,1543,-155,-11.503,0.0,line_missing,0.0,0.0755,0.07512104670851276,-0.007555020940900413,0.0
12528,1.207,1,0.0,0.25,-0.25,2348,2569,-221,-15.943,0.0,line_missing,0.037875,0.113375,0.11153920129541356,-0.017958560794459715,0.0
12825,1.504,1,0.25,0.25,0.0,3355,3587,-232,-17.49,0.0,line_missing,0.07425,0.187625,0.18235658067731236,-0.040273606783213844,0.0
13128,1.807,1,0.25,0.25,0.0,4412,4621,-209,-16.564,0.0,line_missing,0.07575,0.26337499999999997,0.25496309873749623,-0.061868884859131036,0.0
13424,2.103,1,0.25,0.25,0.0,5428,5630,-202,-15.918,0.0,line_missing,0.074,0.337375,0.326125583187011,-0.08216422439737392,0.0
13727,2.406,1,0.25,0.25,0.0,6509,6688,-179,-14.777,0.0,line_missing,0.07575,0.41312499999999996,0.39937021656712424,-0.10148483983821326,0.0
14024,2.703,1,0.25,0.25,0.0,7531,7688,-157,-13.645,0.0,line_missing,0.07425,0.48737499999999995,0.4715245860993899,-0.11900081704193356,0.0
14327,3.006,1,0.0,0.25,-0.25,8535,8670,-135,-12.535,0.0,line_missing,0.037875,0.52525,0.5084967828105779,-0.12722105398190198,0.0
14623,3.302,1,0.25,0.0,0.25,9518,9588,-70,-9.595,0.0,line_missing,0.037,0.56225,0.5449791745160614,-0.13338831394461367,0.0
14926,3.605,1,0.0,0.25,-0.25,10480,10484,-4,-5.155,0.0,line_missing,0.037875,0.600125,0.5827009805231639,-0.13679139733508885,0.0
15223,3.902,1,0.25,0.0,0.25,11483,11417,66,-1.163,0.0,line_missing,0.037125,0.63725,0.6198183327372896,-0.1375449154918279,0.0
15526,4.205,1,0.25,0.25,0.0,12473,12436,37,-1.49,0.0,line_missing,0.07575,0.713,0.6955427200328498,-0.13951460295739282,0.0
15823,4.502,1,0.25,0.25,0.0,13402,13409,-7,-4.817,0.0,line_missing,0.07425,0.78725,0.7695304681174301,-0.14574963570571753,0.0
16126,4.805,1,0.25,0.25,0.0,14321,14374,-53,-7.712,0.0,line_missing,0.07575,0.863,0.8445953181528617,-0.15591481101941307,0.0
16422,5.101,1,0.25,0.0,0.25,15244,15338,-94,-10.551,0.0,line_missing,0.037,0.9,0.880969733510288,-0.16268990566121938,0.0
16725,5.404,1,0.0,0.25,-0.25,16156,16270,-114,-12.128,0.0,line_missing,0.037875,0.937875,0.9179993893050898,-0.1706473057842807,0.0
17022,5.701,1,0.25,0.25,0.0,17093,17175,-82,-10.636,0.0,line_missing,0.07425,1.012125,0.9909737427556088,-0.18435154740790718,0.0
17325,6.004,1,0.25,0.25,0.0,18075,18129,-54,-8.861,0.0,line_missing,0.07575,1.087875,1.0658196623324234,-0.19601991587573453,0.0
