HB:t=87,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,OL=0,OR=0
HB:t=194,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=316,m=S,run=1,el=23,er=34,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=324,m=S,run=1,el=0,er=1,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=344,m=S,run=1,el=4,er=6,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=364,m=S,run=1,el=3,er=7,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=384,m=S,run=1,el=4,er=7,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=505,m=S,run=1,el=49,er=80,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=603,m=S,run=1,el=48,er=76,yaw=-0.9,yr=-1.6,pc=2,hd=0,OL=2,OR=2
HB:t=709,m=S,run=1,el=56,er=84,yaw=-0.9,yr=-1.6,pc=3,hd=0,OL=3,OR=3
HB:t=729,m=S,run=1,el=6,er=8,yaw=-0.9,yr=-1.6,pc=4,hd=0,OL=4,OR=4
HB:t=749,m=S,run=1,el=5,er=9,yaw=-0.9,yr=-1.6,pc=4,hd=0,OL=4,OR=4
HB:t=769,m=S,run=1,el=6,er=8,yaw=-0.9,yr=-1.6,pc=4,hd=0,OL=4,OR=4
HB:t=789,m=S,run=1,el=6,er=7,yaw=-0.9,yr=-1.6,pc=5,hd=0,OL=5,OR=5
HB:t=920,m=S,run=1,el=67,er=92,yaw=-5.3,yr=-8.8,pc=5,hd=2,OL=7,OR=3
HB:t=940,m=S,run=1,el=5,er=8,yaw=-5.3,yr=-8.8,pc=6,hd=2,OL=8,OR=4
HB:t=960,m=S,run=1,el=5,er=7,yaw=-5.3,yr=-8.8,pc=6,hd=2,OL=8,OR=4
HB:t=980,m=S,run=1,el=5,er=8,yaw=-5.3,yr=-8.8,pc=7,hd=2,OL=9,OR=5
HB:t=1000,m=S,run=1,el=6,er=8,yaw=-5.3,yr=-8.8,pc=7,hd=2,OL=9,OR=5
HB:t=1196,m=S,run=1,el=61,er=88,yaw=-8.8,yr=-9.8,pc=7,hd=2,OL=9,OR=5
