HB:t=184,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=184,m=S,run=1,el=21,er=23,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=322,m=S,run=1,el=52,er=51,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=325,m=S,run=1,el=9,er=9,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=381,m=S,run=1,el=24,er=23,yaw=-0.0,yr=-0.1,pc=5,hd=0,OL=5,OR=5
HB:t=526,m=S,run=1,el=78,er=75,yaw=0.1,yr=-0.0,pc=5,hd=0,OL=5,OR=5
HB:t=527,m=S,run=1,el=15,er=15,yaw=0.1,yr=-0.0,pc=6,hd=0,OL=6,OR=6
HB:t=606,m=S,run=1,el=48,er=47,yaw=0.2,yr=0.9,pc=8,hd=0,OL=8,OR=8
HB:t=724,m=S,run=1,el=84,er=82,yaw=0.2,yr=0.9,pc=9,hd=0,OL=9,OR=9
HB:t=732,m=S,run=1,el=6,er=6,yaw=0.2,yr=0.9,pc=10,hd=0,OL=10,OR=10
HB:t=778,m=S,run=1,el=34,er=33,yaw=0.3,yr=0.8,pc=11,hd=0,OL=11,OR=11
HB:t=818,m=S,run=1,el=10,er=10,yaw=0.3,yr=1.1,pc=11,hd=0,OL=11,OR=11
HB:t=819,m=S,run=1,el=29,er=27,yaw=0.3,yr=1.1,pc=11,hd=0,OL=11,OR=11
HB:t=942,m=S,run=1,el=122,er=120,yaw=0.3,yr=1.0,pc=10,hd=0,OL=10,OR=10
HB:t=945,m=S,run=1,el=20,er=20,yaw=0.3,yr=1.0,pc=10,hd=0,OL=10,OR=10
HB:t=996,m=S,run=1,el=39,er=40,yaw=0.4,yr=1.4,pc=10,hd=0,OL=10,OR=10
HB:t=1037,m=S,run=1,el=12,er=11,yaw=0.5,yr=2.1,pc=10,hd=0,OL=10,OR=10
HB:t=1037,m=S,run=1,el=33,er=32,yaw=0.5,yr=2.1,pc=10,hd=0,OL=10,OR=10
HB:t=1160,m=S,run=1,el=125,er=123,yaw=0.5,yr=1.8,pc=9,hd=0,OL=9,OR=9
HB:t=1163,m=S,run=1,el=0,er=0,yaw=0.5,yr=1.8,pc=11,hd=0,OL=11,OR=11
HB:t=1214,m=S,run=1,el=51,er=51,yaw=0.6,yr=2.2,pc=11,hd=0,OL=11,OR=11
HB:t=1254,m=S,run=1,el=13,er=12,yaw=0.7,yr=2.7,pc=10,hd=0,OL=10,OR=10
HB:t=1254,m=S,run=1,el=28,er=29,yaw=0.7,yr=2.7,pc=10,hd=0,OL=10,OR=10
HB:t=1377,m=S,run=1,el=125,er=124,yaw=0.7,yr=2.3,pc=9,hd=-1,OL=8,OR=10
HB:t=1381,m=S,run=1,el=3,er=4,yaw=0.7,yr=2.3,pc=10,hd=0,OL=10,OR=10
HB:t=1431,m=S,run=1,el=46,er=44,yaw=0.7,yr=2.0,pc=10,hd=0,OL=10,OR=10
HB:t=1466,m=S,run=1,el=12,er=10,yaw=0.7,yr=1.7,pc=10,hd=0,OL=10,OR=10
HB:t=1589,m=S,run=1,el=117,er=117,yaw=0.8,yr=1.5,pc=9,hd=-1,OL=8,OR=10
HB:t=1593,m=S,run=1,el=1,er=2,yaw=0.8,yr=1.5,pc=11,hd=0,OL=11,OR=11
HB:t=1643,m=S,run=1,el=48,er=48,yaw=0.8,yr=1.7,pc=11,hd=-1,OL=10,OR=12
HB:t=1683,m=S,run=1,el=12,er=12,yaw=0.9,yr=2.3,pc=11,hd=-1,OL=10,OR=12
HB:t=1683,m=S,run=1,el=27,er=28,yaw=0.9,yr=2.3,pc=10,hd=-1,OL=9,OR=11
HB:t=1806,m=S,run=1,el=126,er=130,yaw=0.9,yr=2.0,pc=9,hd=-1,OL=8,OR=10
HB:t=1810,m=S,run=1,el=18,er=20,yaw=0.9,yr=2.0,pc=9,hd=-1,OL=8,OR=10
HB:t=1880,m=S,run=1,el=67,er=72,yaw=0.4,yr=-1.8,pc=10,hd=0,OL=10,OR=10
HB:t=2000,m=S,run=1,el=129,er=132,yaw=0.2,yr=-1.9,pc=9,hd=0,OL=9,OR=9
HB:t=2009,m=S,run=1,el=0,er=0,yaw=0.2,yr=-1.9,pc=11,hd=0,OL=11,OR=11
HB:t=2054,m=S,run=1,el=52,er=55,yaw=0.1,yr=-2.1,pc=11,hd=0,OL=11,OR=11
HB:t=2093,m=S,run=1,el=12,er=12,yaw=-0.1,yr=-3.3,pc=10,hd=0,OL=10,OR=10
HB:t=2093,m=S,run=1,el=28,er=28,yaw=-0.1,yr=-3.3,pc=10,hd=0,OL=10,OR=10
HB:t=2216,m=S,run=1,el=128,er=131,yaw=-0.2,yr=-3.0,pc=9,hd=0,OL=9,OR=9
HB:t=2220,m=S,run=1,el=19,er=20,yaw=-0.2,yr=-3.0,pc=9,hd=0,OL=9,OR=9
HB:t=2270,m=S,run=1,el=45,er=47,yaw=-0.3,yr=-3.3,pc=10,hd=0,OL=10,OR=10
HB:t=2305,m=S,run=1,el=12,er=11,yaw=-0.6,yr=-4.9,pc=11,hd=0,OL=11,OR=11
HB:t=2428,m=S,run=1,el=124,er=126,yaw=-0.7,yr=-4.3,pc=9,hd=0,OL=9,OR=9
HB:t=2432,m=S,run=1,el=3,er=3,yaw=-0.7,yr=-4.3,pc=10,hd=0,OL=10,OR=10
HB:t=2482,m=S,run=1,el=49,er=47,yaw=-0.8,yr=-4.2,pc=10,hd=0,OL=10,OR=10
HB:t=2522,m=S,run=1,el=12,er=12,yaw=-0.8,yr=-4.2,pc=10,hd=0,OL=10,OR=10
HB:t=2522,m=S,run=1,el=25,er=25,yaw=-0.8,yr=-4.2,pc=10,hd=0,OL=10,OR=10
HB:t=2645,m=S,run=1,el=126,er=126,yaw=-0.8,yr=-3.6,pc=9,hd=1,OL=10,OR=8
HB:t=2649,m=S,run=1,el=19,er=19,yaw=-0.8,yr=-3.6,pc=9,hd=0,OL=9,OR=9
HB:t=2699,m=S,run=1,el=46,er=46,yaw=-0.9,yr=-3.4,pc=10,hd=0,OL=10,OR=10
HB:t=2739,m=S,run=1,el=12,er=13,yaw=-1.1,yr=-4.1,pc=11,hd=0,OL=11,OR=11
HB:t=2739,m=S,run=1,el=33,er=35,yaw=-1.1,yr=-4.1,pc=11,hd=0,OL=11,OR=11
HB:t=2897,m=S,run=1,el=133,er=135,yaw=-1.2,yr=-3.7,pc=9,hd=1,OL=10,OR=8
HB:t=2897,m=S,run=1,el=64,er=58,yaw=-1.2,yr=-3.7,pc=9,hd=1,OL=10,OR=8
HB:t=2933,m=S,run=1,el=13,er=10,yaw=-1.2,yr=-3.7,pc=10,hd=1,OL=11,OR=9
HB:t=2937,m=S,run=1,el=28,er=26,yaw=-1.2,yr=-3.7,pc=10,hd=1,OL=11,OR=9
HB:t=3061,m=S,run=1,el=134,er=128,yaw=-1.2,yr=-3.1,pc=9,hd=1,OL=10,OR=8
HB:t=3065,m=S,run=1,el=20,er=19,yaw=-1.2,yr=-3.1,pc=9,hd=1,OL=10,OR=8
HB:t=3115,m=S,run=1,el=40,er=40,yaw=-1.1,yr=-1.9,pc=10,hd=1,OL=11,OR=9
HB:t=3156,m=S,run=1,el=11,er=11,yaw=-0.8,yr=0.4,pc=10,hd=1,OL=11,OR=9
HB:t=3156,m=S,run=1,el=30,er=30,yaw=-0.8,yr=0.4,pc=10,hd=0,OL=10,OR=10
HB:t=3279,m=S,run=1,el=119,er=123,yaw=-0.6,yr=0.6,pc=9,hd=0,OL=9,OR=9
HB:t=3282,m=S,run=1,el=1,er=1,yaw=-0.6,yr=0.6,pc=11,hd=0,OL=11,OR=11
