HB:t=11,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=19,hd=0,OL=19,OR=19
HB:t=147,m=S,run=1,el=72,er=71,yaw=0.0,yr=0.0,pc=-12,hd=0,OL=-12,OR=-12
HB:t=187,m=S,run=1,el=35,er=33,yaw=0.0,yr=0.0,pc=28,hd=0,OL=28,OR=28
HB:t=203,m=S,run=1,el=16,er=13,yaw=0.2,yr=1.5,pc=13,hd=0,OL=13,OR=13
HB:t=333,m=S,run=1,el=75,er=73,yaw=0.1,yr=0.2,pc=-10,hd=0,OL=-10,OR=-10
HB:t=380,m=S,run=1,el=0,er=0,yaw=0.2,yr=1.7,pc=9,hd=0,OL=9,OR=9
HB:t=392,m=S,run=1,el=19,er=21,yaw=0.1,yr=-0.9,pc=-1,hd=0,OL=-1,OR=-1
HB:t=413,m=S,run=1,el=3,er=4,yaw=0.2,yr=1.0,pc=14,hd=0,OL=14,OR=14
HB:t=531,m=S,run=1,el=79,er=84,yaw=0.3,yr=1.1,pc=-12,hd=0,OL=-12,OR=-12
HB:t=578,m=S,run=1,el=9,er=9,yaw=0.1,yr=-2.2,pc=6,hd=0,OL=6,OR=6
HB:t=593,m=S,run=1,el=16,er=16,yaw=-0.0,yr=-14.1,pc=-11,hd=0,OL=-11,OR=-11
HB:t=613,m=S,run=1,el=-1,er=0,yaw=0.0,yr=-4.6,pc=14,hd=0,OL=14,OR=14
HB:t=732,m=S,run=1,el=75,er=72,yaw=0.1,yr=-2.9,pc=-10,hd=0,OL=-10,OR=-10
HB:t=779,m=S,run=1,el=7,er=7,yaw=0.1,yr=-1.4,pc=8,hd=0,OL=8,OR=8
HB:t=792,m=S,run=1,el=21,er=19,yaw=0.2,yr=0.2,pc=5,hd=0,OL=5,OR=5
HB:t=813,m=S,run=1,el=8,er=5,yaw=0.2,yr=1.2,pc=12,hd=0,OL=12,OR=12
HB:t=932,m=S,run=1,el=87,er=81,yaw=0.1,yr=0.5,pc=-10,hd=0,OL=-10,OR=-10
HB:t=979,m=S,run=1,el=8,er=7,yaw=0.5,yr=5.8,pc=10,hd=0,OL=10,OR=10
HB:t=991,m=S,run=1,el=22,er=21,yaw=0.6,yr=3.0,pc=3,hd=0,OL=3,OR=3
HB:t=1013,m=S,run=1,el=26,er=27,yaw=0.6,yr=1.0,pc=-9,hd=0,OL=-9,OR=-9
HB:t=1132,m=S,run=1,el=38,er=34,yaw=0.8,yr=1.3,pc=5,hd=0,OL=5,OR=5
HB:t=1179,m=S,run=1,el=-1,er=0,yaw=0.4,yr=-2.1,pc=6,hd=0,OL=6,OR=6
HB:t=1193,m=S,run=1,el=4,er=4,yaw=0.4,yr=-2.6,pc=60,hd=0,OL=60,OR=60
HB:t=1213,m=S,run=1,el=0,er=1,yaw=0.6,yr=5.3,pc=30,hd=-1,OL=29,OR=31
HB:t=1331,m=S,run=1,el=51,er=49,yaw=0.6,yr=2.4,pc=-1,hd=0,OL=-1,OR=-1
HB:t=1378,m=S,run=1,el=7,er=8,yaw=0.7,yr=1.9,pc=9,hd=0,OL=9,OR=9
HB:t=1393,m=S,run=1,el=6,er=5,yaw=0.7,yr=-3.3,pc=60,hd=0,OL=60,OR=60
HB:t=1413,m=S,run=1,el=4,er=5,yaw=0.7,yr=-0.5,pc=40,hd=0,OL=40,OR=40
HB:t=1532,m=S,run=1,el=83,er=81,yaw=0.7,yr=-0.0,pc=-7,hd=0,OL=-7,OR=-7
HB:t=1579,m=S,run=1,el=10,er=11,yaw=0.7,yr=-1.3,pc=11,hd=0,OL=11,OR=11
HB:t=1591,m=S,run=1,el=24,er=22,yaw=0.6,yr=-1.4,pc=5,hd=0,OL=5,OR=5
HB:t=1613,m=S,run=1,el=30,er=27,yaw=0.6,yr=-0.1,pc=-6,hd=0,OL=-6,OR=-6
HB:t=1732,m=S,run=1,el=66,er=53,yaw=0.6,yr=-0.3,pc=3,hd=0,OL=3,OR=3
HB:t=1779,m=S,run=1,el=1,er=0,yaw=0.5,yr=-1.9,pc=10,hd=0,OL=10,OR=10
HB:t=1791,m=S,run=1,el=18,er=15,yaw=0.4,yr=-2.8,pc=8,hd=0,OL=8,OR=8
HB:t=1813,m=S,run=1,el=20,er=16,yaw=0.5,yr=1.5,pc=0,hd=0,OL=0,OR=0
HB:t=1932,m=S,run=1,el=60,er=46,yaw=0.4,yr=0.5,pc=4,hd=0,OL=4,OR=4
HB:t=1979,m=S,run=1,el=3,er=1,yaw=0.4,yr=-0.6,pc=11,hd=0,OL=11,OR=11
HB:t=1991,m=S,run=1,el=19,er=18,yaw=0.4,yr=0.0,pc=9,hd=0,OL=9,OR=9
HB:t=2013,m=S,run=1,el=25,er=24,yaw=0.5,yr=2.1,pc=-7,hd=0,OL=-7,OR=-7
HB:t=2132,m=S,run=1,el=42,er=36,yaw=0.4,yr=1.0,pc=8,hd=0,OL=8,OR=8
HB:t=2179,m=S,run=1,el=2,er=3,yaw=0.2,yr=-3.6,pc=9,hd=0,OL=9,OR=9
HB:t=2191,m=S,run=1,el=16,er=16,yaw=0.2,yr=-0.8,pc=14,hd=0,OL=14,OR=14
HB:t=2213,m=S,run=1,el=23,er=23,yaw=0.3,yr=1.2,pc=-3,hd=0,OL=-3,OR=-3
HB:t=2332,m=S,run=1,el=57,er=52,yaw=0.3,yr=0.7,pc=4,hd=0,OL=4,OR=4
HB:t=2379,m=S,run=1,el=2,er=2,yaw=0.2,yr=-0.6,pc=11,hd=0,OL=11,OR=11
HB:t=2391,m=S,run=1,el=18,er=17,yaw=0.2,yr=-0.5,pc=13,hd=0,OL=13,OR=13
HB:t=2413,m=S,run=1,el=25,er=23,yaw=0.2,yr=-0.0,pc=-3,hd=0,OL=-3,OR=-3
HB:t=2531,m=S,run=1,el=60,er=54,yaw=0.2,yr=-0.1,pc=4,hd=0,OL=4,OR=4
HB:t=2578,m=S,run=1,el=2,er=2,yaw=0.2,yr=0.5,pc=11,hd=0,OL=11,OR=11
HB:t=2591,m=S,run=1,el=18,er=18,yaw=0.2,yr=-0.4,pc=10,hd=0,OL=10,OR=10
HB:t=2613,m=S,run=1,el=20,er=20,yaw=0.2,yr=0.4,pc=-1,hd=0,OL=-1,OR=-1
HB:t=2732,m=S,run=1,el=52,er=52,yaw=0.3,yr=0.5,pc=4,hd=0,OL=4,OR=4
HB:t=2779,m=S,run=1,el=3,er=2,yaw=0.1,yr=-0.8,pc=11,hd=0,OL=11,OR=11
HB:t=2791,m=S,run=1,el=17,er=19,yaw=0.1,yr=-1.1,pc=10,hd=0,OL=10,OR=10
HB:t=2813,m=S,run=1,el=19,er=20,yaw=0.2,yr=1.4,pc=1,hd=0,OL=1,OR=1
HB:t=2932,m=S,run=1,el=65,er=62,yaw=0.3,yr=1.3,pc=1,hd=0,OL=1,OR=1
HB:t=2979,m=S,run=1,el=2,er=2,yaw=0.3,yr=1.2,pc=12,hd=0,OL=12,OR=12
HB:t=2991,m=S,run=1,el=19,er=19,yaw=0.3,yr=0.6,pc=8,hd=0,OL=8,OR=8
HB:t=3013,m=S,run=1,el=23,er=21,yaw=0.3,yr=0.1,pc=-1,hd=0,OL=-1,OR=-1
HB:t=3132,m=S,run=1,el=60,er=52,yaw=0.3,yr=-0.1,pc=4,hd=0,OL=4,OR=4
HB:t=3178,m=S,run=1,el=2,er=2,yaw=0.3,yr=0.3,pc=11,hd=0,OL=11,OR=11
HB:t=3191,m=S,run=1,el=19,er=17,yaw=0.3,yr=-0.4,pc=9,hd=0,OL=9,OR=9
HB:t=3213,m=S,run=1,el=22,er=19,yaw=0.3,yr=0.0,pc=-1,hd=0,OL=-1,OR=-1
HB:t=3332,m=S,run=1,el=60,er=49,yaw=0.2,yr=-0.4,pc=4,hd=0,OL=4,OR=4
HB:t=3362,m=S,run=1,el=2,er=2,yaw=0.1,yr=-2.3,pc=11,hd=0,OL=11,OR=11
HB:t=3400,m=S,run=1,el=5,er=8,yaw=0.3,yr=5.2,pc=7,hd=0,OL=7,OR=7
HB:t=3412,m=S,run=1,el=2,er=2,yaw=0.4,yr=3.2,pc=16,hd=0,OL=16,OR=16
HB:t=3532,m=S,run=1,el=72,er=72,yaw=0.4,yr=2.1,pc=-3,hd=0,OL=-3,OR=-3
HB:t=3578,m=S,run=1,el=16,er=15,yaw=0.4,yr=0.9,pc=10,hd=0,OL=10,OR=10
HB:t=3590,m=S,run=1,el=22,er=22,yaw=0.4,yr=0.1,pc=10,hd=0,OL=10,OR=10
HB:t=3613,m=S,run=1,el=26,er=28,yaw=0.4,yr=0.7,pc=-5,hd=0,OL=-5,OR=-5
HB:t=3732,m=S,run=1,el=64,er=69,yaw=0.6,yr=1.0,pc=2,hd=0,OL=2,OR=2
HB:t=3778,m=S,run=1,el=0,er=0,yaw=0.1,yr=-3.4,pc=12,hd=0,OL=12,OR=12
HB:t=3791,m=S,run=1,el=17,er=17,yaw=0.1,yr=-1.5,pc=10,hd=0,OL=10,OR=10
HB:t=3813,m=S,run=1,el=17,er=20,yaw=0.2,yr=1.3,pc=0,hd=0,OL=0,OR=0
HB:t=3932,m=S,run=1,el=50,er=56,yaw=0.3,yr=1.2,pc=4,hd=0,OL=4,OR=4
HB:t=3978,m=S,run=1,el=4,er=3,yaw=0.2,yr=-0.7,pc=10,hd=0,OL=10,OR=10
HB:t=3991,m=S,run=1,el=18,er=18,yaw=0.2,yr=-0.1,pc=11,hd=0,OL=11,OR=11
HB:t=4013,m=S,run=1,el=19,er=18,yaw=0.2,yr=0.6,pc=1,hd=0,OL=1,OR=1
HB:t=4132,m=S,run=1,el=63,er=57,yaw=0.2,yr=0.3,pc=2,hd=0,OL=2,OR=2
HB:t=4178,m=S,run=1,el=1,er=0,yaw=0.3,yr=0.4,pc=13,hd=0,OL=13,OR=13
HB:t=4191,m=S,run=1,el=18,er=16,yaw=0.3,yr=0.8,pc=10,hd=0,OL=10,OR=10
