HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=123,m=S,run=1,el=26,er=34,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=126,m=S,run=1,el=1,er=1,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=225,m=S,run=1,el=45,er=44,yaw=-0.1,yr=-0.8,pc=3,hd=0,OL=3,OR=3
HB:t=343,m=S,run=1,el=68,er=68,yaw=-0.1,yr=-0.7,pc=4,hd=0,OL=4,OR=4
HB:t=352,m=S,run=1,el=2,er=1,yaw=-0.1,yr=-0.7,pc=5,hd=0,OL=5,OR=5
HB:t=397,m=S,run=1,el=30,er=31,yaw=-0.1,yr=-0.5,pc=6,hd=0,OL=6,OR=6
HB:t=437,m=S,run=1,el=8,er=8,yaw=-0.1,yr=-0.4,pc=6,hd=0,OL=6,OR=6
HB:t=437,m=S,run=1,el=17,er=17,yaw=-0.1,yr=-0.4,pc=7,hd=0,OL=7,OR=7
HB:t=560,m=S,run=1,el=86,er=85,yaw=-0.2,yr=-0.5,pc=7,hd=0,OL=7,OR=7
HB:t=564,m=S,run=1,el=13,er=13,yaw=-0.2,yr=-0.5,pc=8,hd=0,OL=8,OR=8
HB:t=614,m=S,run=1,el=34,er=33,yaw=-0.2,yr=-0.4,pc=10,hd=0,OL=10,OR=10
HB:t=654,m=S,run=1,el=9,er=9,yaw=-0.1,yr=-0.1,pc=11,hd=0,OL=11,OR=11
HB:t=654,m=S,run=1,el=29,er=28,yaw=-0.1,yr=-0.1,pc=11,hd=0,OL=11,OR=11
HB:t=777,m=S,run=1,el=118,er=117,yaw=-0.1,yr=-0.0,pc=10,hd=0,OL=10,OR=10
HB:t=781,m=S,run=1,el=19,er=20,yaw=-0.1,yr=-0.0,pc=10,hd=0,OL=10,OR=10
HB:t=831,m=S,run=1,el=41,er=39,yaw=-0.0,yr=0.2,pc=10,hd=0,OL=10,OR=10
HB:t=871,m=S,run=1,el=11,er=12,yaw=0.0,yr=0.8,pc=11,hd=0,OL=11,OR=11
HB:t=872,m=S,run=1,el=30,er=31,yaw=0.0,yr=0.8,pc=10,hd=0,OL=10,OR=10
HB:t=994,m=S,run=1,el=121,er=123,yaw=0.1,yr=0.8,pc=9,hd=0,OL=9,OR=9
HB:t=998,m=S,run=1,el=1,er=1,yaw=0.1,yr=0.8,pc=11,hd=0,OL=11,OR=11
HB:t=1048,m=S,run=1,el=46,er=45,yaw=0.1,yr=0.5,pc=11,hd=0,OL=11,OR=11
HB:t=1089,m=S,run=1,el=11,er=11,yaw=0.0,yr=-0.3,pc=11,hd=0,OL=11,OR=11
HB:t=1089,m=S,run=1,el=27,er=27,yaw=0.0,yr=-0.3,pc=11,hd=0,OL=11,OR=11
HB:t=1212,m=S,run=1,el=125,er=123,yaw=0.1,yr=-0.1,pc=9,hd=0,OL=9,OR=9
HB:t=1216,m=S,run=1,el=4,er=4,yaw=0.1,yr=-0.1,pc=10,hd=0,OL=10,OR=10
HB:t=1266,m=S,run=1,el=44,er=44,yaw=0.1,yr=0.1,pc=10,hd=0,OL=10,OR=10
HB:t=1302,m=S,run=1,el=11,er=10,yaw=0.3,yr=1.0,pc=11,hd=0,OL=11,OR=11
HB:t=1425,m=S,run=1,el=121,er=119,yaw=0.3,yr=0.9,pc=9,hd=0,OL=9,OR=9
HB:t=1428,m=S,run=1,el=0,er=1,yaw=0.3,yr=0.9,pc=11,hd=0,OL=11,OR=11
HB:t=1479,m=S,run=1,el=50,er=49,yaw=0.4,yr=1.5,pc=11,hd=0,OL=11,OR=11
HB:t=1518,m=S,run=1,el=11,er=12,yaw=0.5,yr=2.0,pc=11,hd=0,OL=11,OR=11
HB:t=1519,m=S,run=1,el=29,er=28,yaw=0.5,yr=2.0,pc=10,hd=0,OL=10,OR=10
HB:t=1642,m=S,run=1,el=127,er=126,yaw=0.5,yr=1.7,pc=9,hd=0,OL=9,OR=9
HB:t=1645,m=S,run=1,el=19,er=19,yaw=0.5,yr=1.7,pc=9,hd=0,OL=9,OR=9
HB:t=1696,m=S,run=1,el=45,er=44,yaw=0.5,yr=1.4,pc=10,hd=0,OL=10,OR=10
HB:t=1736,m=S,run=1,el=11,er=11,yaw=0.5,yr=1.5,pc=10,hd=0,OL=10,OR=10
HB:t=1736,m=S,run=1,el=23,er=23,yaw=0.5,yr=1.5,pc=10,hd=0,OL=10,OR=10
HB:t=1859,m=S,run=1,el=116,er=116,yaw=0.6,yr=1.4,pc=9,hd=0,OL=9,OR=9
HB:t=1863,m=S,run=1,el=18,er=18,yaw=0.6,yr=1.4,pc=10,hd=0,OL=10,OR=10
HB:t=1913,m=S,run=1,el=40,er=40,yaw=0.6,yr=1.3,pc=10,hd=0,OL=10,OR=10
HB:t=1953,m=S,run=1,el=11,er=11,yaw=0.6,yr=1.4,pc=11,hd=0,OL=11,OR=11
HB:t=1953,m=S,run=1,el=31,er=31,yaw=0.6,yr=1.4,pc=11,hd=0,OL=11,OR=11
HB:t=2111,m=S,run=1,el=126,er=127,yaw=0.6,yr=1.1,pc=9,hd=0,OL=9,OR=9
HB:t=2112,m=S,run=1,el=58,er=60,yaw=0.6,yr=1.1,pc=10,hd=0,OL=10,OR=10
HB:t=2147,m=S,run=1,el=22,er=24,yaw=0.5,yr=0.3,pc=10,hd=0,OL=10,OR=10
HB:t=2275,m=S,run=1,el=116,er=117,yaw=0.4,yr=0.2,pc=9,hd=0,OL=9,OR=9
HB:t=2279,m=S,run=1,el=0,er=0,yaw=0.4,yr=0.2,pc=11,hd=0,OL=11,OR=11
HB:t=2329,m=S,run=1,el=47,er=48,yaw=0.4,yr=-0.2,pc=11,hd=0,OL=11,OR=11
HB:t=2368,m=S,run=1,el=12,er=12,yaw=0.2,yr=-1.2,pc=11,hd=0,OL=11,OR=11
HB:t=2369,m=S,run=1,el=26,er=27,yaw=0.2,yr=-1.2,pc=11,hd=0,OL=11,OR=11
HB:t=2492,m=S,run=1,el=128,er=129,yaw=0.1,yr=-1.1,pc=9,hd=0,OL=9,OR=9
HB:t=2495,m=S,run=1,el=20,er=20,yaw=0.1,yr=-1.1,pc=9,hd=0,OL=9,OR=9
HB:t=2546,m=S,run=1,el=48,er=49,yaw=0.0,yr=-1.6,pc=10,hd=0,OL=10,OR=10
HB:t=2582,m=S,run=1,el=12,er=12,yaw=-0.2,yr=-3.0,pc=10,hd=0,OL=10,OR=10
HB:t=2705,m=S,run=1,el=121,er=124,yaw=-0.3,yr=-2.7,pc=9,hd=0,OL=9,OR=9
HB:t=2708,m=S,run=1,el=1,er=1,yaw=-0.3,yr=-2.7,pc=11,hd=0,OL=11,OR=11
HB:t=2759,m=S,run=1,el=49,er=49,yaw=-0.3,yr=-2.6,pc=11,hd=0,OL=11,OR=11
HB:t=2799,m=S,run=1,el=12,er=12,yaw=-0.4,yr=-2.8,pc=11,hd=0,OL=11,OR=11
HB:t=2799,m=S,run=1,el=27,er=28,yaw=-0.4,yr=-2.8,pc=10,hd=0,OL=10,OR=10
HB:t=2922,m=S,run=1,el=123,er=124,yaw=-0.5,yr=-2.5,pc=9,hd=0,OL=9,OR=9
HB:t=2925,m=S,run=1,el=18,er=19,yaw=-0.5,yr=-2.5,pc=9,hd=0,OL=9,OR=9
HB:t=2997,m=S,run=1,el=67,er=69,yaw=-0.7,yr=-3.4,pc=10,hd=0,OL=10,OR=10
HB:t=3116,m=S,run=1,el=119,er=121,yaw=-0.7,yr=-3.0,pc=9,hd=0,OL=9,OR=9
HB:t=3125,m=S,run=1,el=13,er=14,yaw=-0.7,yr=-3.0,pc=9,hd=0,OL=9,OR=9
HB:t=3170,m=S,run=1,el=36,er=36,yaw=-0.8,yr=-2.8,pc=10,hd=0,OL=10,OR=10
HB:t=3211,m=S,run=1,el=11,er=11,yaw=-0.9,yr=-3.2,pc=10,hd=0,OL=10,OR=10
HB:t=3211,m=S,run=1,el=27,er=27,yaw=-0.9,yr=-3.2,pc=10,hd=0,OL=10,OR=10
HB:t=3334,m=S,run=1,el=115,er=116,yaw=-0.9,yr=-2.8,pc=9,hd=0,OL=9,OR=9
HB:t=3337,m=S,run=1,el=2,er=1,yaw=-0.9,yr=-2.8,pc=11,hd=0,OL=11,OR=11
HB:t=3388,m=S,run=1,el=48,er=49,yaw=-0.9,yr=-2.6,pc=11,hd=0,OL=11,OR=11
HB:t=3427,m=S,run=1,el=12,er=12,yaw=-1.1,yr=-3.3,pc=10,hd=0,OL=10,OR=10
HB:t=3427,m=S,run=1,el=27,er=27,yaw=-1.1,yr=-3.3,pc=10,hd=0,OL=10,OR=10
HB:t=3550,m=S,run=1,el=129,er=133,yaw=-1.2,yr=-2.9,pc=9,hd=0,OL=9,OR=9
HB:t=3554,m=S,run=1,el=20,er=20,yaw=-1.2,yr=-2.9,pc=9,hd=0,OL=9,OR=9
HB:t=3604,m=S,run=1,el=46,er=46,yaw=-1.3,yr=-3.2,pc=10,hd=0,OL=10,OR=10
HB:t=3639,m=S,run=1,el=12,er=12,yaw=-1.5,yr=-4.1,pc=11,hd=0,OL=11,OR=11
