HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=180,m=S,run=1,el=30,er=32,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=180,m=S,run=1,el=40,er=36,yaw=0.0,yr=0.0,pc=3,hd=0,OL=3,OR=3
HB:t=221,m=S,run=1,el=6,er=5,yaw=0.2,yr=1.7,pc=3,hd=0,OL=3,OR=3
HB:t=343,m=S,run=1,el=94,er=84,yaw=0.5,yr=1.8,pc=3,hd=0,OL=3,OR=3
HB:t=347,m=S,run=1,el=13,er=12,yaw=0.5,yr=1.8,pc=4,hd=0,OL=4,OR=4
HB:t=397,m=S,run=1,el=30,er=29,yaw=0.7,yr=2.9,pc=5,hd=0,OL=5,OR=5
HB:t=566,m=S,run=1,el=87,er=80,yaw=1.5,yr=3.5,pc=7,hd=0,OL=7,OR=7
HB:t=566,m=S,run=1,el=50,er=45,yaw=1.5,yr=3.5,pc=8,hd=0,OL=8,OR=8
HB:t=597,m=S,run=1,el=8,er=7,yaw=2.2,yr=7.5,pc=9,hd=0,OL=9,OR=9
HB:t=722,m=S,run=1,el=103,er=97,yaw=2.3,yr=6.6,pc=10,hd=-1,OL=9,OR=11
HB:t=726,m=S,run=1,el=17,er=16,yaw=2.3,yr=6.6,pc=11,hd=-1,OL=10,OR=12
HB:t=797,m=S,run=1,el=67,er=63,yaw=2.9,yr=10.5,pc=10,hd=-1,OL=9,OR=11
HB:t=917,m=S,run=1,el=131,er=124,yaw=3.3,yr=9.4,pc=10,hd=-2,OL=8,OR=12
HB:t=926,m=S,run=1,el=1,er=1,yaw=3.3,yr=9.4,pc=11,hd=-1,OL=10,OR=12
HB:t=971,m=S,run=1,el=55,er=54,yaw=3.3,yr=8.7,pc=10,hd=-1,OL=9,OR=11
HB:t=1011,m=S,run=1,el=12,er=13,yaw=3.9,yr=11.2,pc=10,hd=-1,OL=9,OR=11
HB:t=1011,m=S,run=1,el=29,er=28,yaw=3.9,yr=11.2,pc=10,hd=-2,OL=8,OR=12
HB:t=1169,m=S,run=1,el=119,er=130,yaw=4.0,yr=9.8,pc=9,hd=-2,OL=7,OR=11
HB:t=1169,m=S,run=1,el=56,er=62,yaw=4.0,yr=9.8,pc=9,hd=-2,OL=7,OR=11
HB:t=1205,m=S,run=1,el=10,er=12,yaw=3.5,yr=5.1,pc=10,hd=-2,OL=8,OR=12
HB:t=1209,m=S,run=1,el=2,er=2,yaw=3.5,yr=5.1,pc=11,hd=-1,OL=10,OR=12
HB:t=1329,m=S,run=1,el=126,er=136,yaw=3.2,yr=4.0,pc=9,hd=-2,OL=7,OR=11
HB:t=1337,m=S,run=1,el=14,er=15,yaw=3.2,yr=4.0,pc=9,hd=-1,OL=8,OR=10
HB:t=1409,m=S,run=1,el=68,er=77,yaw=1.9,yr=-5.4,pc=10,hd=-1,OL=9,OR=11
HB:t=1529,m=S,run=1,el=115,er=131,yaw=1.4,yr=-5.4,pc=9,hd=0,OL=9,OR=9
HB:t=1537,m=S,run=1,el=13,er=14,yaw=1.4,yr=-5.4,pc=9,hd=0,OL=9,OR=9
HB:t=1583,m=S,run=1,el=38,er=41,yaw=1.2,yr=-5.9,pc=10,hd=0,OL=10,OR=10
HB:t=1618,m=S,run=1,el=11,er=12,yaw=0.1,yr=-12.6,pc=10,hd=0,OL=10,OR=10
HB:t=1741,m=S,run=1,el=115,er=121,yaw=-0.1,yr=-11.1,pc=9,hd=0,OL=9,OR=9
HB:t=1745,m=S,run=1,el=18,er=18,yaw=-0.1,yr=-11.1,pc=10,hd=0,OL=10,OR=10
HB:t=1815,m=S,run=1,el=63,er=64,yaw=-0.6,yr=-13.0,pc=10,hd=0,OL=10,OR=10
HB:t=1935,m=S,run=1,el=121,er=126,yaw=-0.8,yr=-11.4,pc=9,hd=0,OL=9,OR=9
HB:t=1944,m=S,run=1,el=2,er=2,yaw=-0.8,yr=-11.4,pc=10,hd=0,OL=10,OR=10
HB:t=1989,m=S,run=1,el=48,er=49,yaw=-0.8,yr=-10.3,pc=10,hd=0,OL=10,OR=10
HB:t=2030,m=S,run=1,el=12,er=12,yaw=-1.3,yr=-12.0,pc=10,hd=0,OL=10,OR=10
HB:t=2030,m=S,run=1,el=25,er=27,yaw=-1.3,yr=-12.0,pc=10,hd=0,OL=10,OR=10
HB:t=2153,m=S,run=1,el=121,er=128,yaw=-1.5,yr=-10.7,pc=9,hd=1,OL=10,OR=8
HB:t=2156,m=S,run=1,el=19,er=19,yaw=-1.5,yr=-10.7,pc=9,hd=0,OL=9,OR=9
HB:t=2227,m=S,run=1,el=67,er=69,yaw=-2.0,yr=-12.6,pc=10,hd=0,OL=10,OR=10
