HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=1,hd=0,OL=1,OR=1
HB:t=123,m=S,run=1,el=36,er=36,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=126,m=S,run=1,el=8,er=7,yaw=0.0,yr=0.0,pc=2,hd=0,OL=2,OR=2
HB:t=230,m=S,run=1,el=58,er=53,yaw=0.2,yr=1.5,pc=3,hd=0,OL=3,OR=3
HB:t=347,m=S,run=1,el=82,er=75,yaw=0.4,yr=1.5,pc=3,hd=0,OL=3,OR=3
HB:t=356,m=S,run=1,el=2,er=2,yaw=0.4,yr=1.5,pc=4,hd=0,OL=4,OR=4
HB:t=401,m=S,run=1,el=32,er=29,yaw=0.5,yr=1.7,pc=6,hd=0,OL=6,OR=6
HB:t=442,m=S,run=1,el=8,er=8,yaw=0.9,yr=4.4,pc=6,hd=0,OL=6,OR=6
HB:t=442,m=S,run=1,el=18,er=16,yaw=0.9,yr=4.4,pc=7,hd=0,OL=7,OR=7
HB:t=565,m=S,run=1,el=90,er=83,yaw=1.1,yr=4.1,pc=7,hd=0,OL=7,OR=7
HB:t=568,m=S,run=1,el=14,er=14,yaw=1.1,yr=4.1,pc=8,hd=0,OL=8,OR=8
HB:t=619,m=S,run=1,el=34,er=32,yaw=1.2,yr=4.5,pc=10,hd=0,OL=10,OR=10
HB:t=659,m=S,run=1,el=10,er=9,yaw=1.7,yr=7.0,pc=11,hd=0,OL=11,OR=11
HB:t=659,m=S,run=1,el=27,er=27,yaw=1.7,yr=7.0,pc=12,hd=0,OL=12,OR=12
HB:t=782,m=S,run=1,el=127,er=119,yaw=1.9,yr=6.3,pc=10,hd=-1,OL=9,OR=11
HB:t=786,m=S,run=1,el=20,er=21,yaw=1.9,yr=6.3,pc=10,hd=-1,OL=9,OR=11
HB:t=836,m=S,run=1,el=43,er=44,yaw=2.0,yr=6.3,pc=10,hd=-1,OL=9,OR=11
HB:t=871,m=S,run=1,el=12,er=12,yaw=2.4,yr=8.2,pc=10,hd=-1,OL=9,OR=11
HB:t=994,m=S,run=1,el=124,er=121,yaw=2.5,yr=7.2,pc=9,hd=-1,OL=8,OR=10
HB:t=998,m=S,run=1,el=17,er=18,yaw=2.5,yr=7.2,pc=9,hd=-1,OL=8,OR=10
HB:t=1069,m=S,run=1,el=61,er=62,yaw=2.4,yr=5.8,pc=10,hd=-1,OL=9,OR=11
HB:t=1188,m=S,run=1,el=117,er=121,yaw=2.4,yr=5.0,pc=10,hd=-1,OL=9,OR=11
HB:t=1197,m=S,run=1,el=3,er=3,yaw=2.4,yr=5.0,pc=11,hd=-1,OL=10,OR=12
HB:t=1242,m=S,run=1,el=47,er=49,yaw=2.4,yr=4.2,pc=10,hd=-1,OL=9,OR=11
HB:t=1282,m=S,run=1,el=11,er=12,yaw=2.1,yr=1.6,pc=10,hd=-1,OL=9,OR=11
HB:t=1282,m=S,run=1,el=25,er=26,yaw=2.1,yr=1.6,pc=10,hd=-1,OL=9,OR=11
HB:t=1406,m=S,run=1,el=120,er=125,yaw=1.9,yr=1.1,pc=9,hd=-1,OL=8,OR=10
HB:t=1409,m=S,run=1,el=18,er=19,yaw=1.9,yr=1.1,pc=9,hd=-1,OL=8,OR=10
HB:t=1480,m=S,run=1,el=65,er=69,yaw=1.3,yr=-2.8,pc=10,hd=-1,OL=9,OR=11
HB:t=1599,m=S,run=1,el=121,er=130,yaw=1.1,yr=-2.7,pc=10,hd=0,OL=10,OR=10
