OL,OR,dp,el,er,hd,hi,m,pc,run,t,yaw,yr
82,78,1,107,107,2,0.08,S,65,1,3363,-0.1,-0.4
79,81,-2,111,111,-1,0.09,S,39,1,3495,-0.2,0.5
79,81,-2,111,111,-1,0.09,S,39,1,3496,-0.2,0.5
78,82,-2,110,111,-2,0.10,S,54,1,3618,-0.2,0.8
78,82,-2,110,111,-2,0.10,S,54,1,3622,-0.2,0.8
-82,-78,-2,102,100,-2,0.11,S,-20,1,3751,-0.0,0.7
79,81,-1,-2,-3,-1,0.11,S,26,1,3873,-0.0,0.4
79,81,-1,0,0,-1,0.11,S,58,1,3877,-0.0,0.4
82,78,1,28,29,2,0.12,S,77,1,3997,-0.2,-0.4
82,78,1,126,127,2,0.14,S,79,1,4209,-0.2,-0.3
82,78,1,126,127,2,0.14,S,79,1,4210,-0.2,-0.3
83,77,1,151,155,3,0.18,S,76,1,4430,-0.4,-0.4
83,77,1,151,155,3,0.18,S,76,1,4431,-0.4,-0.4
84,80,0,93,92,2,0.22,S,82,1,4562,-0.4,-0.0
84,80,0,93,92,2,0.22,S,82,1,4562,-0.4,-0.0
81,79,-1,106,103,1,0.26,S,33,1,4695,-0.4,0.3
81,79,-1,106,103,1,0.26,S,33,1,4695,-0.4,0.3
82,78,0,185,182,2,0.29,S,41,1,4907,-0.4,-0.0
82,78,0,185,182,2,0.29,S,41,1,4908,-0.4,-0.0
82,78,0,178,180,2,0.33,S,46,1,5129,-0.3,-0.0
82,78,0,178,180,2,0.33,S,46,1,5129,-0.3,-0.0
79,81,-3,174,167,-1,0.34,S,51,1,5350,-0.1,0.8
79,81,-3,174,167,-1,0.34,S,51,1,5351,-0.1,0.8
78,82,-3,99,98,-2,0.36,S,63,1,5482,-0.1,0.9
78,82,-3,99,98,-2,0.36,S,63,1,5482,-0.1,0.9
78,82,-2,95,97,-2,0.36,S,40,1,5614,-0.0,0.6
78,82,-2,95,97,-2,0.36,S,40,1,5615,-0.0,0.6
81,79,0,163,163,1,0.37,S,48,1,5827,-0.1,0.1
81,79,0,163,163,1,0.37,S,48,1,5827,-0.1,0.1
80,80,0,167,162,0,0.38,S,53,1,6049,-0.0,0.2
80,80,0,167,162,0,0.38,S,53,1,6049,-0.0,0.2
80,80,0,168,166,0,0.36,S,56,1,6270,0.2,-0.1
80,80,0,168,166,0,0.36,S,56,1,6270,0.2,-0.1
78,82,-2,103,102,-2,0.34,S,66,1,6401,0.2,0.6
78,82,-2,103,102,-2,0.34,S,66,1,6402,0.2,0.6
77,83,-2,105,105,-3,0.32,S,15,1,6534,0.2,0.7
75,85,-4,176,176,-5,0.29,S,29,1,6746,0.3,1.3
75,85,-4,176,176,-5,0.29,S,29,1,6746,0.3,1.3
77,83,-2,160,161,-3,0.26,S,40,1,6967,0.3,0.5
77,83,-2,160,161,-3,0.26,S,40,1,6967,0.3,0.5
81,79,1,152,154,1,0.25,S,48,1,7189,0.1,-0.3
81,79,1,152,154,1,0.25,S,48,1,7189,0.1,-0.3
80,80,0,158,160,0,0.25,S,54,1,7410,-0.0,0.0
80,80,0,158,160,0,0.25,S,54,1,7410,-0.0,0.0
79,81,-2,100,98,-1,0.26,S,64,1,7541,-0.0,0.5
79,81,-2,100,98,-1,0.26,S,64,1,7542,-0.0,0.5
78,82,-2,99,97,-2,0.26,S,30,1,7673,0.0,0.7
81,79,1,102,103,1,0.26,S,47,1,7795,0.0,-0.3
81,79,1,102,103,1,0.26,S,47,1,7800,0.0,-0.3
-79,-81,0,93,94,1,0.25,S,-16,1,7929,-0.0,-0.1
79,81,-1,-6,-6,-1,0.26,S,28,1,8051,-0.0,0.4
79,81,-1,-1,-1,-1,0.26,S,59,1,8055,-0.0,0.4
81,79,1,27,31,1,0.26,S,73,1,8175,0.0,-0.2
80,80,0,133,131,0,0.25,S,74,1,8387,0.1,-0.2
80,80,0,133,131,0,0.25,S,74,1,8387,0.1,-0.2
79,81,0,160,156,-1,0.23,S,72,1,8608,0.2,-0.0
79,81,0,160,156,-1,0.23,S,72,1,8609,0.2,-0.0
79,81,-1,149,152,-1,0.21,S,71,1,8829,0.1,0.2
79,81,-1,149,152,-1,0.21,S,71,1,8829,0.1,0.2
78,82,-1,93,95,-2,0.20,S,77,1,8961,0.1,0.4
78,82,-1,93,95,-2,0.20,S,77,1,8961,0.1,0.4
81,79,1,102,101,1,0.19,S,20,1,9093,-0.0,-0.2
79,81,-1,181,176,-1,0.19,S,31,1,9305,0.1,0.4
79,81,-1,181,176,-1,0.19,S,31,1,9305,0.1,0.4
78,82,-1,173,176,-2,0.17,S,39,1,9526,0.1,0.3
78,82,-1,173,176,-2,0.17,S,39,1,9527,0.1,0.3
81,79,1,172,171,1,0.17,S,45,1,9747,0.0,-0.4
81,79,1,172,171,1,0.17,S,45,1,9748,0.0,-0.4
81,79,1,166,165,1,0.16,S,50,1,9968,0.1,-0.4
81,79,1,166,165,1,0.16,S,50,1,9969,0.1,-0.4
79,81,-1,90,91,-1,0.14,S,63,1,10100,0.1,0.3
79,81,-1,90,91,-1,0.14,S,63,1,10100,0.1,0.3
79,81,0,88,89,-1,0.13,S,14,1,10232,0.2,-0.0
79,81,0,88,89,-1,0.13,S,14,1,10233,0.2,-0.0
82,78,2,96,95,2,0.11,S,37,1,10354,0.1,-0.7
82,78,2,96,95,2,0.11,S,37,1,10359,0.1,-0.7
-78,-82,2,89,87,2,0.11,S,-13,1,10488,0.0,-0.5
80,80,0,-10,-12,0,0.10,S,30,1,10610,0.0,-0.0
80,80,0,-1,-1,0,0.10,S,60,1,10614,0.0,-0.0
76,84,-5,23,22,-4,0.10,S,75,1,10734,-0.0,1.4
80,86,-3,64,66,-3,0.10,S,83,1,10856,0.0,1.1
80,86,-3,64,66,-3,0.10,S,83,1,10860,0.0,1.1
-80,-80,-1,91,93,0,0.10,S,-1,1,10990,-0.0,0.2
79,81,-2,-44,-49,-1,0.11,S,43,1,11202,-0.2,0.6
79,81,-2,-44,-49,-1,0.11,S,43,1,11202,-0.2,0.6
80,80,-1,63,67,0,0.12,S,60,1,11422,-0.1,0.2
80,80,-1,63,67,0,0.12,S,60,1,11423,-0.1,0.2
82,78,1,148,148,2,0.14,S,62,1,11644,-0.2,-0.5
82,78,1,148,148,2,0.14,S,62,1,11644,-0.2,-0.5
82,78,1,164,165,2,0.17,S,62,1,11866,-0.3,-0.2
82,78,1,164,165,2,0.17,S,62,1,11866,-0.3,-0.2
80,80,-2,162,164,0,0.20,S,62,1,12087,-0.3,0.6
80,80,-2,162,164,0,0.20,S,62,1,12088,-0.3,0.6
81,79,0,87,87,1,0.23,S,71,1,12219,-0.3,0.1
81,79,0,87,87,1,0.23,S,71,1,12219,-0.3,0.1
2,-2,0,88,86,2,0.26,S,0,1,12351,-0.4,0.1
2,-2,0,88,86,2,0.26,S,0,1,12352,-0.4,0.1
82,78,0,31,25,2,0.31,S,34,1,12564,-0.4,0.1
82,78,0,31,25,2,0.31,S,34,1,12564,-0.4,0.1
83,77,1,88,92,3,0.35,S,51,1,12786,-0.4,-0.2
83,77,1,88,92,3,0.35,S,51,1,12786,-0.4,-0.2
84,76,1,152,152,4,0.39,S,55,1,13007,-0.4,-0.4
84,76,1,152,152,4,0.39,S,55,1,13007,-0.4,-0.4
80,80,-2,167,160,0,0.41,S,57,1,13227,-0.2,0.5
80,80,-2,167,160,0,0.41,S,57,1,13228,-0.2,0.5
79,81,-3,62,73,-1,0.43,S,69,1,13359,-0.2,0.8
79,81,-3,62,73,-1,0.43,S,69,1,13359,-0.2,0.8
90,70,4,73,84,10,0.46,S,25,1,13491,-1.2,-1.4
90,70,4,73,84,10,0.46,S,25,1,13492,-1.2,-1.4
92,68,4,162,160,12,0.51,S,36,1,13704,-1.6,-1.3
92,68,4,162,160,12,0.51,S,36,1,13704,-1.6,-1.3
83,77,-3,164,158,3,0.62,S,43,1,13925,-1.1,0.8
83,77,-3,164,158,3,0.62,S,43,1,13926,-1.1,0.8
79,81,-5,154,145,-1,0.68,S,50,1,14147,-0.6,1.4
79,81,-5,154,145,-1,0.68,S,50,1,14147,-0.6,1.4
79,81,-4,89,88,-1,0.74,S,62,1,14278,-0.5,1.4
79,81,-4,89,88,-1,0.74,S,62,1,14278,-0.5,1.4
-83,-77,-4,91,88,-3,0.78,S,-7,1,14410,-0.2,1.4
-83,-77,-4,91,88,-3,0.78,S,-7,1,14411,-0.2,1.4
77,83,-5,-9,-9,-3,0.80,S,33,1,14533,-0.2,1.6
77,83,-5,0,0,-3,0.81,S,61,1,14538,-0.2,1.6
77,83,-5,28,27,-3,0.82,S,78,1,14667,-0.2,1.6
80,88,-5,70,66,-4,0.83,S,84,1,14789,-0.1,1.7
80,88,-5,70,66,-4,0.83,S,84,1,14793,-0.1,1.7
76,84,-4,75,71,-4,0.84,S,35,1,14898,0.1,1.3
73,87,-5,177,173,-7,0.79,S,41,1,15110,0.5,1.7
73,87,-5,177,173,-7,0.79,S,41,1,15111,0.5,1.7
71,89,-7,96,94,-9,0.74,S,54,1,15232,0.5,2.1
71,89,-7,1,1,-9,0.72,S,75,1,15237,0.5,2.1
72,88,-5,97,96,-8,0.70,S,32,1,15366,0.8,1.5
77,83,0,98,96,-3,0.62,S,48,1,15488,0.8,-0.1
77,83,0,98,96,-3,0.62,S,48,1,15492,0.8,-0.1
-84,-76,-1,80,81,-4,0.56,S,-2,1,15612,0.8,0.3
78,82,1,-49,-49,-2,0.48,S,42,1,15824,0.8,-0.4
78,82,1,-49,-49,-2,0.48,S,42,1,15824,0.8,-0.4
77,83,0,59,62,-3,0.39,S,59,1,16046,0.9,-0.1
77,83,0,59,62,-3,0.39,S,59,1,16046,0.9,-0.1
77,83,1,80,80,-3,0.31,S,69,1,16177,0.9,-0.3
77,83,1,80,80,-3,0.31,S,69,1,16177,0.9,-0.3
-85,-75,-1,87,86,-5,0.23,S,-2,1,16310,1.0,0.3
-85,-75,-1,87,86,-5,0.23,S,-2,1,16310,1.0,0.3
76,84,1,-9,-7,-4,0.13,S,37,1,16432,1.0,-0.3
76,84,1,0,-1,-4,0.09,S,63,1,16437,1.0,-0.3
80,80,3,26,31,0,0.06,S,73,1,16566,0.7,-1.0
84,76,5,121,124,4,0.03,S,74,1,16778,0.3,-1.7
84,76,5,121,124,4,0.03,S,74,1,16778,0.3,-1.7
67,93,-12,130,124,-13,-0.01,S,73,1,16991,0.3,3.6
,,,130,,,,S,,1,16991,,
104,56,21,122,158,24,0.04,S,71,1,17203,-0.5,-6.7
111,63,21,0,0,24,0.09,S,87,1,17204,-0.5,-6.7
73,87,-8,217,170,-7,0.11,S,75,1,17425,-0.3,2.5
73,87,-8,217,170,-7,0.11,S,75,1,17425,-0.3,2.5
49,111,-29,114,111,-31,0.08,S,76,1,17556,0.3,9.2
,,,114,,,,S,,1,17557,,
-74,-86,9,84,116,6,0.05,S,-17,1,17689,0.7,-2.9
112,48,34,-4,1,32,0.01,S,25,1,17811,0.4,-10.5
112,48,34,0,-1,32,-0.00,S,54,1,17816,0.4,-10.5
85,75,2,43,23,5,-0.00,S,64,1,17945,-0.6,-0.6
85,75,3,127,129,5,0.03,S,67,1,18157,-0.3,-1.0
85,75,3,127,129,5,0.03,S,67,1,18158,-0.3,-1.0
88,72,5,152,152,8,0.08,S,65,1,18370,-0.5,-1.6
88,72,5,152,152,8,0.08,S,65,1,18370,-0.5,-1.6
87,73,4,171,162,7,0.15,S,62,1,18583,-0.6,-1.2
87,73,4,171,162,7,0.15,S,62,1,18583,-0.6,-1.2
81,79,-1,186,182,1,0.20,S,58,1,18804,-0.5,0.4
81,79,-1,186,182,1,0.20,S,58,1,18804,-0.5,0.4
77,83,-4,178,180,-3,0.22,S,56,1,19025,-0.2,1.1
77,83,-4,178,180,-3,0.22,S,56,1,19025,-0.2,1.1
76,84,-5,104,105,-4,0.23,S,63,1,19156,-0.1,1.6
76,84,-5,104,105,-4,0.23,S,63,1,19156,-0.1,1.6
-79,-81,1,94,96,1,0.25,S,-16,1,19288,-0.1,-0.2
-79,-81,1,94,96,1,0.25,S,-16,1,19289,-0.1,-0.2
80,80,-3,-43,-46,0,0.31,S,31,1,19501,-0.6,1.1
80,80,-3,-43,-46,0,0.31,S,31,1,19501,-0.6,1.1
87,73,4,60,67,7,0.35,S,50,1,19722,-0.4,-1.3
87,73,4,60,67,7,0.35,S,50,1,19723,-0.4,-1.3
86,74,2,145,147,6,0.44,S,54,1,19944,-0.8,-0.7
86,74,2,1,0,6,0.52,S,74,1,19944,-0.8,-0.7
88,72,3,158,161,8,0.62,S,69,1,20164,-1.0,-0.9
88,72,3,158,161,8,0.62,S,69,1,20165,-1.0,-0.9
87,73,2,177,168,7,0.71,S,64,1,20385,-0.9,-0.6
87,73,2,177,168,7,0.71,S,64,1,20385,-0.9,-0.6
84,76,-1,108,102,4,0.80,S,69,1,20516,-0.9,0.4
84,76,-1,108,102,4,0.80,S,69,1,20516,-0.9,0.4
-80,-80,-5,100,107,0,0.88,S,-25,1,20648,-0.8,1.4
,,,100,,,,S,,1,20649,,
81,79,-4,-2,-1,1,0.95,S,19,1,20770,-0.7,1.1
81,79,-4,0,-1,1,0.98,S,50,1,20775,-0.7,1.1
81,79,-3,34,33,1,1.00,S,53,1,20904,-0.8,1.0
81,79,-3,139,135,1,1.06,S,57,1,21116,-0.6,0.8
81,79,-3,139,135,1,1.06,S,57,1,21116,-0.6,0.8
81,79,-3,94,91,1,1.11,S,65,1,21239,-0.5,0.8
81,79,-3,94,91,1,1.11,S,65,1,21243,-0.5,0.8
82,78,0,88,88,2,1.15,S,10,1,21364,-0.4,0.1
82,78,-1,162,164,2,1.20,S,23,1,21576,-0.5,0.3
82,78,-1,162,164,2,1.20,S,23,1,21576,-0.5,0.3
82,78,-2,92,91,2,1.25,S,41,1,21699,-0.5,0.6
82,78,-2,92,91,2,1.25,S,41,1,21703,-0.5,0.6
81,79,-2,86,82,1,1.28,S,6,1,21824,-0.3,0.6
73,87,-10,161,158,-7,1.33,S,21,1,22036,-0.5,3.3
73,87,-10,161,158,-7,1.33,S,21,1,22036,-0.5,3.3
74,86,-9,99,107,-6,1.37,S,38,1,22159,-0.4,2.8
74,86,-9,99,107,-6,1.37,S,38,1,22163,-0.4,2.8
-76,-84,-1,87,92,4,1.40,S,-20,1,22283,-0.8,0.4
87,73,2,-7,-9,7,1.48,S,23,1,22405,-0.8,-0.6
87,73,2,-7,-9,7,1.48,S,23,1,22410,-0.8,-0.6
82,78,-3,27,22,2,1.54,S,57,1,22529,-0.8,0.8
81,79,-4,128,125,1,1.60,S,60,1,22741,-0.6,1.3
81,79,-4,128,125,1,1.60,S,60,1,22742,-0.6,1.3
80,80,-3,165,161,0,1.64,S,59,1,22963,-0.4,1.0
80,80,-3,165,161,0,1.64,S,59,1,22963,-0.4,1.0
81,79,-2,151,155,1,1.69,S,58,1,23184,-0.4,0.7
81,79,-2,0,0,1,1.73,S,77,1,23184,-0.4,0.7
83,77,0,91,89,3,1.77,S,79,1,23315,-0.4,0.1
83,77,0,91,89,3,1.77,S,79,1,23315,-0.4,0.1
-77,-83,-1,92,87,3,1.81,S,-6,1,23447,-0.3,0.2
-77,-83,-1,92,87,3,1.81,S,-6,1,23448,-0.3,0.2
87,73,5,-48,-44,7,1.83,S,37,1,23660,-0.2,-1.4
87,73,5,-48,-44,7,1.83,S,37,1,23660,-0.2,-1.4
81,79,-1,56,48,1,1.85,S,55,1,23881,-0.2,0.4
81,79,-1,56,48,1,1.85,S,55,1,23882,-0.2,0.4
74,86,-6,147,138,-6,1.81,S,57,1,24102,0.4,1.8
74,86,-6,147,138,-6,1.81,S,57,1,24103,0.4,1.8
76,84,-2,160,158,-4,1.74,S,57,1,24323,0.7,0.7
76,84,-2,160,158,-4,1.74,S,57,1,24323,0.7,0.7
78,82,0,101,97,-2,1.67,S,63,1,24454,0.7,0.1
78,82,0,101,97,-2,1.67,S,63,1,24455,0.7,0.1
-85,-75,-3,89,85,-5,1.61,S,-8,1,24586,0.9,0.8
81,79,3,-57,-50,1,1.53,S,36,1,24798,0.8,-0.9
81,79,3,-57,-50,1,1.53,S,36,1,24799,0.8,-0.9
80,80,2,58,56,0,1.46,S,54,1,25020,0.7,-0.6
80,80,2,58,56,0,1.46,S,54,1,25021,0.7,-0.6
78,82,0,141,143,-2,1.40,S,56,1,25241,0.6,0.0
78,82,0,141,143,-2,1.40,S,56,1,25242,0.6,0.0
79,81,0,86,88,-1,1.33,S,64,1,25373,0.6,-0.2
79,81,0,86,88,-1,1.33,S,64,1,25373,0.6,-0.2
80,80,0,83,85,0,1.28,S,46,1,25506,0.4,-0.1
80,80,0,83,85,0,1.28,S,46,1,25506,0.4,-0.1
84,76,5,84,85,4,1.24,S,58,1,25628,0.4,-1.5
84,76,5,84,85,4,1.24,S,58,1,25633,0.4,-1.5
-73,-87,6,83,84,7,1.22,S,-7,1,25762,0.1,-1.9
83,77,2,-59,-64,3,1.21,S,38,1,25974,0.0,-0.6
83,77,2,-59,-64,3,1.21,S,38,1,25974,0.0,-0.6
82,78,2,40,43,2,1.19,S,57,1,26186,0.2,-0.6
82,78,2,40,43,2,1.19,S,57,1,26187,0.2,-0.6
80,80,0,121,122,0,1.18,S,60,1,26399,0.1,0.1
80,80,0,121,122,0,1.18,S,60,1,26399,0.1,0.1
80,80,0,154,152,0,1.17,S,59,1,26620,0.1,0.0
80,80,0,154,152,0,1.17,S,59,1,26620,0.1,0.0
82,78,1,160,160,2,1.16,S,57,1,26841,0.1,-0.3
82,78,1,160,160,2,1.16,S,57,1,26842,0.1,-0.3
82,78,1,160,163,2,1.16,S,56,1,27062,0.0,-0.4
82,78,1,160,163,2,1.16,S,56,1,27062,0.0,-0.4
83,77,1,95,94,3,1.16,S,63,1,27193,0.0,-0.4
83,77,1,95,94,3,1.16,S,63,1,27193,0.0,-0.4
77,83,-3,91,89,-3,1.16,S,36,1,27325,0.1,1.1
77,83,-3,91,89,-3,1.16,S,36,1,27325,0.1,1.1
80,80,-1,145,147,0,1.15,S,42,1,27538,0.1,0.2
80,80,-1,145,147,0,1.15,S,42,1,27538,0.1,0.2
82,78,0,146,150,2,1.15,S,47,1,27760,-0.0,-0.1
82,78,0,146,150,2,1.15,S,47,1,27760,-0.0,-0.1
80,80,-2,160,156,0,1.17,S,49,1,27981,-0.1,0.7
80,80,-2,160,156,0,1.17,S,49,1,27981,-0.1,0.7
81,79,0,96,93,1,1.18,S,58,1,28112,-0.1,0.1
81,79,0,96,93,1,1.18,S,58,1,28112,-0.1,0.1
80,80,-1,93,92,0,1.18,S,24,1,28245,0.0,0.2
80,80,-1,93,92,0,1.18,S,24,1,28245,0.0,0.2
81,79,0,96,96,1,1.18,S,40,1,28367,0.1,-0.1
81,79,0,96,96,1,1.18,S,40,1,28372,0.1,-0.1
-77,-83,3,91,90,3,1.17,S,-22,1,28501,0.2,-0.8
82,78,1,-54,-55,2,1.17,S,26,1,28713,0.1,-0.3
82,78,1,0,-1,2,1.16,S,53,1,28714,0.1,-0.3
83,77,2,56,55,3,1.15,S,65,1,28926,0.1,-0.7
83,77,2,56,55,3,1.15,S,65,1,28926,0.1,-0.7
81,79,1,78,77,1,1.14,S,71,1,29048,0.1,-0.3
81,79,1,78,77,1,1.14,S,71,1,29053,0.1,-0.3
-81,-79,-1,90,88,-1,1.13,S,-10,1,29182,0.3,0.4
81,79,0,-53,-51,1,1.12,S,34,1,29394,0.0,0.1
81,79,0,-53,-51,1,1.12,S,34,1,29394,0.0,0.1
82,78,1,61,59,2,1.11,S,51,1,29615,0.1,-0.4
82,78,1,61,59,2,1.11,S,51,1,29615,0.1,-0.4
80,80,-1,136,139,0,1.11,S,54,1,29836,0.1,0.3
80,80,-1,136,139,0,1.11,S,54,1,29837,0.1,0.3
85,75,4,148,149,5,1.11,S,55,1,30058,-0.0,-1.2
85,75,4,148,149,5,1.11,S,55,1,30058,-0.0,-1.2
84,76,2,166,164,4,1.12,S,53,1,30279,-0.1,-0.6
84,76,2,166,164,4,1.12,S,53,1,30280,-0.1,-0.6
83,77,1,104,103,3,1.14,S,59,1,30411,-0.1,-0.4
83,77,1,104,103,3,1.14,S,59,1,30411,-0.1,-0.4
81,79,0,96,95,1,1.14,S,21,1,30543,0.0,-0.0
81,79,0,0,0,1,1.14,S,49,1,30544,0.0,-0.0
80,80,0,173,168,0,1.12,S,48,1,30756,0.2,0.1
80,80,0,173,168,0,1.12,S,48,1,30756,0.2,0.1
79,81,0,183,182,-1,1.08,S,46,1,30977,0.4,-0.0
79,81,0,183,182,-1,1.08,S,46,1,30978,0.4,-0.0
80,80,1,171,173,0,1.05,S,46,1,31199,0.3,-0.2
80,80,1,171,173,0,1.05,S,46,1,31199,0.3,-0.2
80,80,0,99,96,0,1.01,S,55,1,31330,0.3,-0.1
80,80,0,99,96,0,1.01,S,55,1,31331,0.3,-0.1
-79,-81,2,93,91,1,0.98,S,-1,1,31463,0.4,-0.7
84,76,1,-48,-46,4,1.03,S,39,1,31675,-0.4,-0.2
84,76,1,-48,-46,4,1.03,S,39,1,31676,-0.4,-0.2
88,72,6,53,63,8,1.05,S,55,1,31897,-0.2,-2.0
88,72,6,53,63,8,1.05,S,55,1,31898,-0.2,-2.0
88,72,4,157,156,8,1.11,S,54,1,32119,-0.6,-1.4
